,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BCR,BPGM,CBARP,FOXL2NB,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GCH1,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,RP5-862P8.2,KIF18B,KIF2C,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MCOLN3,MEIS1,MIDN,NCL,NIT1,OSR2,PEG10,PIK3CB,PLEKHO2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN12,PTPN13,PTPN9,RHOXF2B,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC38A2,SLC4A1,SLC6A9,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMEM173,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318
CSRNP1,5.15418856021,0.963667498125,-0.45491852138300004,1.50171162247,-8.34029390372,-3.6906004556400003,-0.346551182492,0.341164332428,-0.597467099384,1.11980373516,0.182207653262,-1.63184727568,-1.65879966878,0.28054241561500004,0.505817550352,-1.4292219363799998,1.70364596486,2.51501690509,4.3726292103099995,-0.750135470253,-0.24525474017700002,3.53666533129,1.10383823661,-0.790547842174,2.21958102833,1.02012783748,0.151961185924,-8.345820893139999,-1.8245572568400001,3.2421562631,-1.27609320719,1.6799537275799998,2.83811927366,-3.5845189104400004,1.4760882432299998,4.8137656424,4.974020549,3.03937091064,3.78100098326,4.77139804807,-2.4724370539200002,0.09126144586750001,1.61553799592,-2.69686438573,2.13519348784,2.48724764877,2.09137145115,4.82350653531,0.620183080872,-5.1259332762300005,-0.674344594204,-0.9985239119660001,-1.44157346756,-0.622455126796,2.03263908705,-11.0038348944,-1.82588217056,-0.43053176707099994,-0.22060749639199997,2.47196470137,0.939053743426,1.26022940505,-0.7641028475380001,0.374419859292,0.10197879712,0.619083068169,1.12053380248,0.9692037564370001,-0.109672602809,2.3671345461200004,0.864188113361,1.25609459715,0.9407490862200001,1.5052183046,-1.1000570626700001,-0.7622322206119999,4.79308647663,0.854645425851,0.729467501608,5.0249599558,-4.785167288209999,-0.9869128253049999,-1.41402685689,3.1152950048299997,-0.46804288019900003,1.7819910201299998,0.11406704195,0.116177222518,-0.9309937361239999,2.89216778672,0.9425675128159999,1.0593697742200001,-0.877575054368,-1.90541481333,0.48047794179700004,-0.936166685969,3.32794539905,4.47842949711,-3.0631369735000002,-3.86260620438,-3.99039245834,-0.34328458536300005,1.05054741499,-0.16685687125999998,-0.00914838816364,0.34412261469899996,-1.03326819185,1.27516374243,1.05292664977,-0.817026677808,1.9352538349200001,-2.33377704862
DLX2,-0.695934042475,-2.99618423956,-0.592767487891,0.49821522417099995,-1.86557450317,-0.775803051695,2.55702357632,-1.4580218736300001,1.8336233562400002,-0.0739057095422,-2.25771039488,-3.25586760622,3.15137930244,2.32336472542,1.17570764811,2.20040120896,-0.368382705392,-0.247448378977,-0.157672350117,1.55506651756,0.353487262738,5.20899429268,0.9314674328479999,4.85525113915,0.427070972715,0.380676668977,0.893886921708,-1.8245572568400001,-3.3107064378400004,1.06213480548,1.84966958057,-2.8485498067900004,-0.448889848032,-0.028027544454399998,-0.149744838988,-3.71844234167,-2.78081661325,-3.28075517232,-1.6164696021,0.377808896743,-0.801276694551,-0.502483720527,0.893324404699,0.9304049592739999,-0.890964787154,0.777484601584,-1.02020118363,1.29138911987,2.4066904938900002,-1.9592227842299998,2.80557935018,0.622966444828,-2.8163575865599997,-1.0152365271100001,-0.9368007458050001,-0.15163747478599998,-0.201895942888,0.00793058264309,1.58169563555,-2.64029960835,3.34347420467,-1.1015919281,-1.7219852928400001,-4.7757723280199995,-0.956955571242,0.151160912465,2.6476838740099997,0.214534836398,-0.148114310873,0.565778644815,-0.838683228855,0.0355575728784,1.9331125614900002,-2.55353021729,-0.533605397526,-2.1033027201900003,0.0273897657595,1.79728440175,-2.04463769086,1.5802337273,-1.5863779692,2.55993179062,5.36025187639,0.27728320465399997,3.9930998415699994,-0.011000946355399999,-0.8088379622290001,-1.35977874729,0.960940177591,1.79228115445,3.6577013963800002,0.0193274662207,-3.68624422751,-0.924756759007,0.09919437231969999,-4.38912822994,1.41224224965,1.88855531732,1.5784015486899998,0.976719343828,-1.33099857282,-0.670846145701,3.51181228261,-0.962439105794,2.25784844931,2.2341886663799997,3.4972384648,1.36222313169,-3.7496587199199998,1.47638610519,0.540524238218,-4.23563238054
DUSP9,-1.4359644312600002,1.9802048935900003,-0.575820381072,0.24668275271499998,-0.44008986524800003,1.59844512371,0.383233550373,2.7378335875300004,-0.8275514872840001,-4.23767803764,-0.920984796333,2.30879920653,-6.25419046369,-0.903927000475,2.77851898199,1.6805773667800001,3.44897605802,0.342713118398,-1.41816167402,-0.30783868841999995,1.06686340859,-0.376935329838,-1.04031663769,-1.7254461403999999,-1.31102260485,0.730609453398,1.09623326213,3.2421562631,1.06213480548,3.76562652922,3.82153250416,-0.7983269876360001,5.739285369609999,6.058086986830001,0.32502461592799997,-3.6103733224199996,-1.8884017056400002,-0.661320194054,-1.14635481224,0.17610018219300003,0.11462286718699999,0.905003613452,1.73585432259,-1.08897698347,1.04547215263,-1.2078143644200001,-0.236850948268,-0.74852939066,0.12640497829800001,-2.85559618857,-1.51487251338,1.53565337967,-2.49973489533,0.914511670154,-0.8505879357889999,2.14499060241,1.7254847728799998,-8.27938267895,2.24530567082,2.62828360363,-2.15186694437,-3.01708711205,0.702649222694,3.40450320044,-3.88232073494,-1.1972837077299998,0.927609342232,10.972949605799998,-0.0664142235191,-6.20025382608,-1.46235346614,0.0284236394497,-0.69442389488,0.465275408961,3.7630935635400005,-0.578699417394,-1.8097181216900002,1.01232993106,-4.92232069265,-1.8464226370400003,-0.274218251411,-1.42989944663,-3.37610645462,-0.936249554206,0.44583464650700005,-1.33164657367,1.08868704925,2.18311522615,-1.68066057682,-2.30919395176,-1.84719724676,-4.052416000219999,-0.829240182308,0.878583016889,3.63580250546,-5.10604114542,1.25025908516,0.145094206934,-2.01514924948,-2.0160102449,-5.66558262074,0.00036485020060300004,2.1180063542500003,-0.8567926302509999,0.274045969493,0.24803789287500003,-3.11752186741,-1.28542782168,-1.54824552355,-5.13846314129,1.14692665332,-0.35278758981299996
EGR1,-0.0679612529592,0.42018186565,-1.19891146466,1.71732156761,2.59740717569,1.4705226481799998,-0.866933014489,0.9994013364669999,2.20913390118,1.4709664893399998,-2.12928635861,-0.189085024338,1.4678034841299998,-2.4125614472,-0.21603700865699998,-1.44939533983,-1.69592895648,0.880575734008,1.52188999542,1.5414127295700002,-1.15419170466,-0.156673636237,1.3325798723200002,1.5421998155399999,0.7684524044040001,0.764207044383,-0.760233405337,-1.27609320719,1.84966958057,3.82153250416,1.30693701799,-1.2881893545899998,1.16760674761,-2.7218822921099997,-0.415506490766,0.00108897107504,-0.599572297008,-0.865189070344,-0.33641811725500004,1.1574114417399999,0.684900745969,-0.294991774776,0.580916928791,1.71980204458,1.10031631315,1.68904837208,0.0428726998391,0.758608888047,-1.1296007874299998,2.56993916314,0.07746557724639999,3.0211073168700002,-1.3571012676899998,0.44171491808700003,0.637642501096,0.437240229216,-0.419960212869,-0.158795830927,-0.10993957987900001,1.21857063581,1.8616457109,-1.20097449953,-1.20658795202,-2.06518303382,0.972747597615,1.24492958455,1.16680026472,-0.474528140067,-0.10448584685699999,0.0283444277454,1.8213943632099998,-1.13815163207,0.622080667115,1.10709831713,3.50689026073,1.4806404490399998,-0.175498012607,1.3781659166299998,1.29780676986,-2.46542374039,1.50423762034,0.697694438629,-0.967523737938,0.765665329493,1.67372120912,1.22831019167,-0.398330779442,0.7795239210189999,0.055522385335800006,0.502089105098,0.160236376042,0.926168229029,2.34082373003,-0.100906769502,-0.5733018590910001,2.9394484779299996,1.5386563965600002,0.0881000605572,0.0979186351145,-1.4137278684999999,1.5852707838999998,-0.544642718587,-0.912178248204,-0.579447058045,0.050894261907800005,0.134344632646,-0.137074497948,0.9083087779279999,0.600381583532,0.20514654583500003,-0.28581126269699997,0.69767944246
ELMSAN1,-4.71126199744,-1.3666559440600001,0.07422413093560001,4.10116038216,4.649770150759999,3.28093198972,1.44700836141,-0.3545372692,0.6071399134440001,1.6971406295700002,-2.56211002437,-1.9537129546,0.756999782209,0.672135906758,1.34945857416,0.17165538704100003,-3.93148443999,0.58742573779,1.86634848832,0.495288220695,-0.7241702556309999,3.0027177370800002,1.55860841924,0.678546275971,1.46638738039,0.39643433188199995,-4.18208332327,1.6799537275799998,-2.8485498067900004,-0.7983269876360001,-1.2881893545899998,-3.80547901396,-1.19188963127,-5.45105378581,-1.21833922705,0.0281221210948,-0.159655874895,-0.8641820198129999,-0.54865057115,-1.13802632806,-1.18128700911,1.19709548501,-1.2520093752500001,2.3804687263999997,-4.0099045879699995,3.82345801435,-0.22062385682500002,2.16062836021,3.83217715266,2.81787851864,-3.11456897188,1.3965653813799999,-5.01479293875,-1.8889340352700001,0.941538222385,-3.0842282142000004,-1.0084846969399999,-2.6905542288200004,1.3439430297200001,-6.6767779879799996,3.2892247430299997,-0.36763055937100003,-4.6167414963199995,-3.78074956696,1.5920128186200002,2.38415274786,-4.44888649491,-1.6795071853499999,-0.9054764940760001,1.1813449512899998,1.58002163426,0.9418529006649999,3.41937774377,0.0320895324088,-2.2015028923199997,-0.938560000976,3.2476560577099995,0.331705972212,3.3513800196399997,1.07442386279,2.28146506616,2.0789864901299997,-0.664522426922,1.15114413159,1.37590471232,6.025770883630001,0.53515949156,0.959003863188,0.9541810735240001,1.6132098219100002,-2.9373083804799998,2.19799294093,-0.330114127449,-1.3533219885799999,0.602235689532,-0.0279915963818,3.7075377544099997,-1.19150042962,-0.10214753264000001,-1.8910243869799999,0.209419213021,-0.48075689114200004,-0.083809150642,0.950497883647,-0.230642001316,-0.10807847811599999,-0.378650988995,3.40147399637,-7.54348038625,2.84674510883,-1.34357630282,-0.47025360208800004
ETS2,-3.67567666676,-2.8134230712299995,-2.5904674558000003,0.978474640654,-3.96197200611,-2.3355753685,-1.4126830991100001,-0.7229772637690001,1.9588921044,4.18589306266,-3.0002988075099997,-1.23280291335,3.64456064625,3.45932342802,1.99037961368,3.12758301454,0.488858049761,2.13520371304,4.0889364297,-1.55554267368,0.599194957518,2.12419857004,3.1155507934799997,2.96344246638,-0.8061975867199999,0.8658103663779999,1.09495053896,2.83811927366,-0.448889848032,5.739285369609999,1.16760674761,-1.19188963127,0.0734214174299,-2.50647160347,-1.48146548842,-1.4026895379299997,0.016575545273799997,-1.8387641164700002,-0.455861411958,1.25913607444,-1.13139700173,1.2186075245499999,2.90733975476,1.0773317374200002,5.3350027978400005,-0.263477533334,-3.14142748753,-0.9374475661399999,-0.074426860382,3.51794645754,3.21304952477,1.96110141714,0.030188281869299997,1.43390525892,2.36243598569,-3.3659130948500002,-1.39003696305,3.41312833443,-0.585512683487,1.76253032817,3.6803397215599998,1.79263671034,-1.1413651197399999,-0.257190610151,1.9220814001099997,0.610709520047,-8.130058286,-2.49278873453,-1.8106101047,-0.135873091373,0.5222717338699999,1.37257637641,0.605303419033,-2.1847646862,1.8424790482900002,-0.144335358948,3.96322200862,0.749183657467,-1.49348375925,-3.59013186648,0.913348856492,1.12246992381,0.636681931466,-0.10948705083799999,0.22334969009300001,4.48623062205,0.8206694940279999,-1.61634406896,0.205074052892,3.5566810639999997,0.195040879706,3.2334662293400003,1.3067003429200001,0.145452601293,-1.09566519252,0.351586463693,-0.899376445307,-1.1151413968200001,2.51914239667,4.9748923522099995,5.81876987104,-0.21715031373100002,-5.5223195373500005,-1.66618530986,-0.511456375754,1.49230054849,2.60002832512,1.9874700792900002,-0.9886386693960001,4.441872146090001,-2.34207119117,-0.648708700413
FEV,-5.02774293854,0.393242670488,2.71803721083,1.04114744567,0.775942764707,2.41230055334,-5.20496206301,-3.0937261950700004,0.835324515295,4.353319502380001,2.13392570257,-9.174221893810001,0.523815606698,-6.41980596764,-1.71734033463,1.80220785966,3.82203653624,5.81060618229,1.52635132628,1.60585989736,-1.3095133038200002,-7.07948447977,2.54003196528,3.5362427237699996,-0.30483872756499997,-0.7293100787669999,-0.5306814936800001,-3.5845189104400004,-0.028027544454399998,6.058086986830001,-2.7218822921099997,-5.45105378581,-2.50647160347,12.444250818699999,4.95516993889,-3.9476565065499996,-0.19292308613200002,1.6923997930399999,0.37391123775300006,1.7820957480900002,0.509426927564,-2.88275251709,-0.179622657446,-4.03065107457,-0.750965545074,-3.31756047049,-6.23810592835,-3.34598023117,0.667783157618,8.925875810980001,-2.5704824716799997,0.652822460827,-6.760063980240001,1.9811522221000002,1.62922076463,0.04581280749509999,2.02381470252,1.0126609999,-4.00348690411,2.09534877869,-5.53705072709,-2.31514798369,-1.14978428949,-2.8451783950200005,0.662295714437,0.5071446717279999,-17.9874313601,-5.1699107316,0.943734537882,-4.77241845486,-1.50290933896,1.36874425811,-3.29898705541,2.81785526735,-3.48579299236,-1.20066127116,-1.5733000757700002,-4.90297855574,-4.920164893419999,-4.84343488944,11.5583719969,-5.24237944544,-9.17033014861,-1.32963927431,-6.26649186745,0.929363047889,2.28386820165,-3.7319887280199997,1.14088614023,-0.961770723039,-0.379874346983,2.9139244378099995,-3.4967874729500004,-3.6462810906699996,-8.552068158480001,2.1426458406099997,-1.8914410708400002,-5.24351859443,-2.86135522524,-1.55277197565,7.04484780517,-1.44043886805,-0.946236439544,1.69997790908,1.5518909395500002,-5.97230713506,-2.96125940935,-2.76614271105,-0.728830355608,3.90962188606,-10.2210362562,2.1161512723700002
FOSB,-1.89626056277,1.39241495613,0.729955664418,-0.110446966846,0.0360487730933,-0.555572172672,2.43524495128,-1.1240944737899998,2.58171675311,-0.107564203792,0.10816307207900001,-0.684039103512,4.3947052721399995,-0.981508526578,1.21136762593,0.7458047535819999,-1.4668099352700001,-0.8380769878200001,-4.77007991349,-0.778234374237,0.402913796448,1.8301102575200001,1.30513779385,3.22893998302,1.50573614994,-0.24476329586800002,2.9482579753900002,1.4760882432299998,-0.149744838988,0.32502461592799997,-0.415506490766,-1.21833922705,-1.48146548842,4.95516993889,1.38836352985,-0.805412730569,-1.8692780672799998,-0.806687170693,-0.9760920420829999,2.35241040165,0.9068128570039999,0.700151679525,1.03110457408,3.2558711197099997,-0.48400408291999997,-0.0630801034718,-1.03012676013,-0.567957427399,-0.08957938076269999,0.135657760988,6.97969608484,0.566526063231,1.21424692809,-2.83016199833,-0.786058513559,0.581080796535,0.180725833094,-0.34713198809699997,1.29842160132,0.944358908434,2.83367937127,-1.8400885205700002,-3.06541459265,-2.28215173684,0.1565727332,0.19985964371399997,0.9335281996089999,-3.3253932236900003,0.38492887170199996,-0.25441105575100004,1.29441838525,-0.53341551458,2.3268674806,-2.28621952871,-0.6721357235109999,0.150933346538,0.875135275791,0.347607177634,-1.26835699978,-0.8986203802860001,-1.30432308235,4.13620016584,6.084852820040001,0.312779382801,4.21717086792,0.830830454199,-0.340832135353,-0.0364819046512,-0.358568281653,1.7233178632700001,0.931159579532,1.60219129591,-1.22494939637,-0.361244165125,1.19451420677,-1.43270928696,-0.49466011471999993,-0.14405173818199998,2.0248651748400004,3.05782273749,1.4130022687700001,-0.297769592393,0.321971547578,0.278543951446,-0.404359120034,2.25957559039,5.69165806321,2.4034148254599996,-1.10883417849,3.5132983515099996,0.559174495224,1.2570681966600001
FOXA1,0.210441757575,-1.309492864,-0.812060102297,-1.17840959547,1.6041990031400002,2.61181432773,2.8403271802099996,-1.16861571153,0.944324841276,-3.3326394990099995,-0.86988266933,-5.569536390160001,0.36256329904,0.342153761348,1.0653747649299998,0.223728552964,-1.6659300799799999,0.6842933337809999,-0.164094765006,0.815134543346,-1.0063509477600001,2.84487854636,-0.383290159578,-0.680313553034,-0.78660300491,1.38225066186,0.35879549237400005,4.8137656424,-3.71844234167,-3.6103733224199996,0.00108897107504,0.0281221210948,-1.4026895379299997,-3.9476565065499996,-0.805412730569,0.9842136162690001,-0.895729844487,-3.4045682933499997,-1.7625764286099996,-1.8259051038499998,-0.0862938817113,-1.1412121523799998,-0.499343543386,2.24086601177,0.00220325207676,-0.212333511647,-3.6777025918699997,-0.8729572592470001,-0.329549200206,-1.38145332938,0.0937646973303,0.902822849551,-7.668906005730001,-2.03683929619,-1.86910930883,0.222678783257,-0.428277265133,-4.660041825,0.926948673223,-2.7096030981299997,2.71435942183,1.67078175509,0.519997527236,-1.16741612225,-1.7910914956200001,-2.24217989841,-2.7488615136,-1.1101147926600001,-0.748294954194,-5.2889263584199995,-1.7856262202200002,-2.0738050875400003,0.455113494649,-2.0424116416599998,-2.4306903272400002,-1.1639521879299999,-0.8109138868970001,-0.494054786725,-4.12043276528,0.610303954591,-0.657838612023,1.4036958908300001,4.26664424444,-0.21903858725699998,3.20352876425,-1.16856235686,-2.91109089801,-0.07837879670339999,-0.150446272702,3.7045523796800004,-0.822889007166,-1.4884934844799997,-1.4319933581,-0.422853456839,3.26484925667,-1.60334453232,0.21959639570099998,-0.048541569219000005,-0.568904487729,-2.6684431051599997,-2.8150616809900004,-1.02525771066,2.5693935389,-0.318067565192,-2.540057867,-1.35354684845,2.5749905428999997,0.259091185435,-3.06364437939,5.5317010390100005,3.5326094468,-4.15463793508
FOXA3,-0.5191115091749999,-2.17727168815,-0.828123848908,-1.32562604878,1.28540447901,2.38380875662,2.30371268299,0.13325860602700002,0.9306061017730001,-1.7740865560199999,-3.25135292453,-4.05292376959,-0.165623033067,0.389540893603,1.4185960145299998,0.6454752934870001,-1.03034862205,0.737262302719,-0.473770841544,1.1733291193200002,-0.280134559846,0.9246566001950001,-0.0882850935095,0.0247590543673,0.33839879098700004,0.66884422586,-0.232955764732,4.974020549,-2.78081661325,-1.8884017056400002,-0.599572297008,-0.159655874895,0.016575545273799997,-0.19292308613200002,-1.8692780672799998,-0.895729844487,0.8987149541580001,-1.6905037566299999,-0.947739511682,-1.1199617314399999,-0.8805967745190001,-0.149923270919,0.709616004924,2.5935671775,-0.40045058218699997,0.630646991236,-2.7900995644099997,-1.1873596774,-1.22252632709,-1.2206773552399999,-1.33582806043,2.22654756701,-6.44817062021,-2.46713186724,-0.294937960265,1.04250396695,0.181380994349,-2.52210388378,-0.08641575083979999,-2.26924671653,1.4834446152399998,3.10090792486,0.453568518014,-0.28915094966,-0.21129165978300002,-0.497108679053,-1.0419349527200001,-0.43860233207099997,-1.26836867522,-3.5027864497600003,-1.8257452853799998,-1.43167484169,0.598136004709,-1.74727703668,-2.30202592404,-0.314021435824,-0.8053845842,0.610859713121,-3.51850983617,0.274611357765,0.324056944319,1.85779559339,3.40082062402,-1.07792323673,2.9715770239499997,-0.022513056024500003,-1.4971791047799998,-0.42763049392999997,-0.0486418006504,-0.195189690186,1.3554979816100001,0.336451860475,0.116049699045,-0.9756337220899999,2.3463188817,-2.21613708998,0.592508156036,0.801486385668,0.148537168237,-1.19277815373,-0.50818708605,0.100984643999,3.17777504075,2.73998403441,-1.9136557335799997,-1.20952937928,1.3015375658700001,-0.0012164749036800001,-1.2566160014399999,2.2383226532599996,4.51630381209,-5.22018342261
FOXF1,-1.95881815311,-2.73248025022,-1.0200213309700001,-1.74790460509,0.9897177960200001,1.62810764343,1.63439268825,-0.9406235885690001,2.36632306093,-0.590620081276,-2.62354012913,-3.42578980326,1.84468644653,1.6628848056799999,0.626620476311,1.0839126797799998,0.12785553708,-0.288962872594,0.493332926108,-0.048384447631099996,0.255714812489,2.8746947375200005,0.398105375562,0.610756603953,-0.19468070988299999,-0.12063418478700001,-1.20089840886,3.03937091064,-3.28075517232,-0.661320194054,-0.865189070344,-0.8641820198129999,-1.8387641164700002,1.6923997930399999,-0.806687170693,-3.4045682933499997,-1.6905037566299999,-3.76833985813,-2.28736856969,-0.806250788933,-1.02854756949,0.126551244793,-3.05706645173,1.61138710956,-0.48023134064499995,-0.8011569604950001,-2.8908107676499997,-0.664020416824,-0.304763409142,-1.73859515143,0.248899104611,0.5904940750859999,-3.9462980602599997,-0.989290555878,-0.676545432588,1.5405049507,-0.9025788343369999,0.79415027506,0.104562759695,-2.66801357528,0.709261524766,2.21622167892,0.526290798522,-0.27979079879200003,-0.0697874345431,-1.3136168789,-1.52630045285,-1.4741598902700002,-0.5541620790330001,-4.1523830867400005,-1.3674480450600002,-2.0746701308099995,0.20382126066,-2.79088465591,-1.13900533153,-1.0043357968000002,-0.280460505826,0.4514047126199999,-2.7272942547000003,0.204995971599,-0.294023379225,1.31211016141,3.00685908791,-0.530706904379,0.171105892566,-0.76000534068,-1.63498739633,0.09313023079089999,0.7208314611900001,2.0731111651700003,2.91340890611,-0.583977241995,-3.05008595125,0.380868959197,0.37062071769199995,-3.2565850113,-0.24714253994000002,1.58946210367,-1.3679309851800001,-3.40686969517,-1.63307654201,0.515784369218,2.12621478447,1.96316873062,-0.26306044141699997,0.32027809648600003,2.07017664337,1.7419206757700003,-2.15676713876,3.33898138393,2.78743778606,-2.07890486876
FOXL2,-0.506655058631,-1.61505106245,-1.31507830013,-1.17398130369,0.415597309974,1.86426883884,1.3541808324200002,-0.408526187337,2.9401082151599995,-0.768320309528,1.77933186588,-1.39936588118,0.639047177029,1.13783135461,1.20579382346,1.42725802879,-1.05674788956,0.767551218662,-1.05748500072,0.666422584711,0.288669188402,0.56490301922,0.8780535014149999,1.99686043352,0.224002779127,0.970044194624,-0.35656781340099997,3.78100098326,-1.6164696021,-1.14635481224,-0.33641811725500004,-0.54865057115,-0.455861411958,0.37391123775300006,-0.9760920420829999,-1.7625764286099996,-0.947739511682,-2.28736856969,-0.7183806417199999,0.34555763747,-0.356553704132,0.022114586465,0.0011034391270899999,3.29913628829,0.230520912932,-0.541490576249,-1.32954014517,-1.17004753465,-1.53247154523,0.23332990211500002,0.09956201115360001,1.18840293641,-4.04773157509,-1.8313342519799998,0.326825820291,0.587647805616,-0.377952966062,-1.22748498894,0.18324467369199998,-1.0613235484399999,1.05815627979,1.20211053999,2.3916747849,1.2050022861,-1.85381041385,-0.07314864813860002,-1.76976680281,-0.478642904321,-1.68054001109,-2.39977221992,0.13007627364399998,-0.542906969376,0.927240251424,0.846715891816,-4.96593603106,-0.824283868511,0.195304046589,-0.0613910069516,-3.00539402185,0.470166141315,0.722774676568,0.346874020078,3.0712510793299996,-0.414758296747,2.3113637412,-1.7307988615,-0.733645154228,0.460728731681,0.832161712078,1.2148475404,0.605367634568,0.10133866508600001,-0.08220050642139999,-1.63368655268,3.1472364566900004,-2.3243977658099997,0.224293397217,0.0342528404955,-0.471926959119,-0.9057678301459999,2.3746806184,-0.5721714318810001,0.977807193037,1.1820798112200002,-1.54845805481,-0.183459717936,1.71943572605,1.71375584879,-0.216613735175,4.83328006128,3.4327656732599996,-3.0792127831200005
FOXO4,0.138163037758,1.6325345978999999,0.16249915899599998,1.82433212441,-0.6936558118549999,1.4890010087299999,-2.2963628070400004,1.6805004374899999,0.365900457836,0.63918048589,0.44036790076000004,-0.986482476157,-2.0279327553299997,0.955983904254,0.634159315548,0.306085933766,1.24785090561,1.8708530517099997,1.71419181689,1.61537234236,0.313546573539,-1.1085789199299998,-0.5098440040550001,-0.530892256453,-1.4121234427200002,-1.1842890179899999,0.636435470258,4.77139804807,0.377808896743,0.17610018219300003,1.1574114417399999,-1.13802632806,1.25913607444,1.7820957480900002,2.35241040165,-1.8259051038499998,-1.1199617314399999,-0.806250788933,0.34555763747,7.871221450399999,-0.204564562241,0.12058248138699999,-0.6461927623920001,-2.64714691909,-0.129356057893,-2.77563484121,-0.814089999191,-0.057481807451400004,0.0671976816235,-1.6914651955200002,0.562546875804,-1.8584199161200001,-0.0608834555437,0.117172462228,-0.352908227447,1.11007248082,-0.333012943374,-5.94725180741,0.575892464955,0.08663593515349999,0.628251142657,3.91093754131,0.137321730704,-0.134306980567,0.35716384505099996,-1.75161309493,-0.915824193489,2.1764788515999998,-1.61271139468,0.0552292461917,1.0598419351000001,-2.1453188378599997,-1.8615442841299998,-1.8397654203599998,1.07102558005,1.2629660915899998,1.03024716624,-0.868821751453,-1.41385523379,1.61126950081,0.0653877404869,0.642187498611,1.9667735431599997,-0.334451936033,3.69156552394,-0.6323935733780001,-0.8781996338789999,0.0665427822078,-0.725842687159,2.5319798641999998,-0.591351228545,-2.53881193838,0.8705602711299999,2.6954845625200003,2.95516932137,-1.23059467064,0.338202574749,0.263656318818,-1.5291591373500002,0.39682913206799997,-1.23291255588,-0.550860961292,3.02900969049,-0.397558189266,-2.425252829,0.785165753996,0.7873660274959999,0.0712125860325,0.759865825997,0.732140086814,5.37596967283,-1.27591192575
GCH1,1.11719600203,1.19456427453,-1.4000075623100001,-0.698761728961,0.488929647879,0.245964471112,-0.7630897581910001,-0.07271617258589999,-0.6859783624169999,-0.8912716109029999,-0.65169972478,-2.68954053004,-0.167307706179,-1.0616684699799999,-1.36218674022,-1.3935554823700003,1.61626597338,-0.34619344040399996,1.0253099995200001,-0.012448112169,-1.0884444468899999,1.7878884420900003,-1.11515003465,0.364411584299,-0.404903397432,-0.407170602966,0.715510058876,-2.4724370539200002,-0.801276694551,0.11462286718699999,0.684900745969,-1.18128700911,-1.13139700173,0.509426927564,0.9068128570039999,-0.0862938817113,-0.8805967745190001,-1.02854756949,-0.356553704132,-0.204564562241,-0.9430443672869999,-0.0768205231678,-1.8821931620099996,-0.603455358303,0.8094033869130001,-0.0722307847455,-1.13977890015,1.4745008083700002,2.0922987696799997,0.7585026219600001,-0.18336697599399998,2.10189298396,-0.135682113728,0.40357053614699995,-0.993942370158,-1.7684943857799997,-0.0775279585778,-1.07642006925,0.120290158355,0.30772655171700003,-0.343692507433,0.583722664201,-0.651682558875,-1.3247039492000001,-2.77770304589,-0.592499996861,1.89205569977,-1.4886649646799999,-0.318103873735,-0.247670558464,0.228730449137,-1.0925181691899999,-0.37823103726400004,-1.85444812604,-1.5938912834099999,-1.64111500222,-1.05019955694,-0.39527498374200004,-0.49912851254600005,-0.30095144466699997,-0.290612871143,-0.882884410432,-1.75898827903,0.10465723656199999,-0.524041704178,0.280674912379,-1.1466015985,-1.9817290147,-0.945435980469,-1.64234566076,3.1082511416900003,-0.646384358271,-0.00699754962105,1.4009276634399999,-1.16996834364,-0.577390243932,0.212734680929,-0.5004134638000001,-0.991269588163,-1.7824824980900003,0.292740433232,0.208476987049,-0.572044778715,-1.0053718381,0.51997707618,-0.134354464999,-0.61207954546,-1.02812491325,-1.43622382854,-1.3038912338,-2.0876375656099997,-0.445943581796
