gene,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BCR,BPGM,CBARP,FOXL2NB,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GCH1,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,RP5-862P8.2,KIF18B,KIF2C,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MCOLN3,MEIS1,MIDN,NCL,NIT1,OSR2,PEG10,PIK3CB,PLEKHO2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN12,PTPN13,PTPN9,RHOXF2B,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC38A2,SLC4A1,SLC6A9,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMEM173,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,negative
DUSP9,-0.582297333625,-0.48148029684649996,-0.43968467036500003,-0.5658566462955,-0.57242220403,-0.37534539208100004,-0.3500066602485,-0.27760152809025,-0.41967762421599997,-0.50043882614625,-0.63298945326725,-0.418859339179,-0.55723730706725,-0.4774555053065,-0.41753363316875003,-0.47244927103075,-0.5225901966640001,-0.5040062099555,-0.6003873823602499,-0.384050067352,-0.44258152813775004,-0.4413148109735,-0.5333692325480001,-0.46001861432025004,-0.4530322122495,-0.534479468316,-0.5107305048872499,-0.19040915347175003,-0.44416843325699995,-0.47331318966475,-0.33719237789625,-0.30467995041949997,-0.29732137164899997,-0.368540314524,-0.413360753234,-0.600052583323,-0.5476351695955,-0.5080632457845,-0.53203292486425,-0.5645966645589999,-0.32592331001725,-0.38123092301325,-0.538129867333,-0.4075257111765,-0.52285362913375,-0.6484072291975,-0.4768784530685,-0.61448372068675,-0.544370557271,-0.5808497899689999,-0.6213467654625,-0.43312377692174997,-0.513666930932,-0.50085401896625,-0.5438677994627501,-0.4305704960175,-0.370235296983,-0.33877281767025,-0.3713806350555,-0.42532462078375,-0.40458062189325,-0.2966725126875,-0.255871020015,-0.20454814373175,-0.45809874930850003,-0.4268098755,-0.39795404282299995,-0.194919686885,-0.3730563341805,-0.5653161635905,-0.55719934695075,-0.4147954299155,-0.589944351756,-0.429567152048,-0.378276481445,-0.369485818041,-0.5642020243865,-0.40035555461600003,-0.6031806915667499,-0.63466417563175,-0.532375717973,-0.53074421028075,-0.41126437467425,-0.466421628692,-0.39171242483124996,-0.59982265370125,-0.455590221822,-0.33719050753125,-0.46577457136925,-0.5295546599109999,-0.49802719701000003,-0.48651675259225,-0.332855503196,-0.54847186814325,-0.29145621878399997,-0.6739911575485,-0.55292963610425,-0.480896563514,-0.407063574226,-0.43038326286875,-0.48545240512025,-0.3582310092165,-0.30700743789749996,-0.6365820996930001,-0.3988501925315,-0.40587361334149996,-0.46717085952250004,-0.4669529780795,-0.6086453952492501,-0.44198530192175,-0.1632397426398,-0.421232212254,-0.34188396473250005
EGR1,-0.3982752358985,-0.37651654744125,-0.25758024400650004,-0.43148759621800004,-0.38577201506025005,-0.17850410426875002,-0.175681719983475,-0.09728307412462499,-0.18147284329250002,-0.214491353359,-0.596947198364,-0.27361652169125,-0.2155506824465,-0.349102706754,-0.33553807748925,-0.415144832368,-0.6336469139695,-0.34914936135200003,-0.42072166710250003,-0.152978357698725,-0.31592883625325,-0.2560952471065,-0.30135938040075,-0.17244425239927502,-0.21969468003175002,-0.4140705557615,-0.42290254158375,-0.034433190014617504,-0.249746520979,-0.33719237789625,-0.19592037622295,-0.09091464926495,-0.19860706780125,-0.32732271922800005,-0.2464508226965,-0.32686805858199997,-0.34432371764174996,-0.33129940492375,-0.34949262098575,-0.45469727215024996,-0.09595672837962499,-0.1937772573098,-0.4896409702065,-0.17466413902325,-0.39447622766475,-0.5084583767655,-0.27298249049325,-0.489703017674,-0.43109294173625,-0.313209944773,-0.49308567495525,-0.18985319588085,-0.2786246587645,-0.34263817118499995,-0.34271752528525,-0.28604989434725,-0.215747569006,0.012410314121075003,-0.20264320569275002,-0.2727597826225,-0.15434200731745001,-0.063816688420368,-0.0631370900785,-0.055009071532675,-0.171298748163,-0.17412384068249998,-0.194573814984,-0.21692444795899998,-0.14732465236255,-0.24578697722450002,-0.31691560235375,-0.23005220709774998,-0.45545495293125005,-0.21364850361124998,-0.17685785614,-0.12494166600384998,-0.375882835627,-0.19754497548125,-0.28214214389149994,-0.5556680237495,-0.35141983323275006,-0.33089181687925,-0.19090910947775003,-0.245890469604125,-0.17838854701950002,-0.38848409632049996,-0.305677354245,-0.15822034802124998,-0.24337903559725002,-0.32060133541675,-0.2784800249915,-0.205881368896275,-0.07206062434095,-0.4645435222,-0.1640302245705,-0.3319660123205,-0.4553081553325,-0.3151205935995,-0.15375051844082502,-0.225707427594875,-0.1615935460111,-0.145050147229875,-0.15430415181525,-0.6054400459695,-0.19709183251925,-0.200533070686,-0.229574402589,-0.23123827537525,-0.4576833063515,-0.1676432041184,0.006090798503572498,-0.17425175926487502,-0.12271616428113336
ELMSAN1,-0.34745931443225003,-0.2800929375415,-0.07494116587677499,-0.32448634378625,-0.30498675650725,-0.016779263340310498,0.0037902409464500002,0.03612866136491,-0.066900294280725,-0.055667075015125,-0.5247746582192501,-0.13062940777905,-0.0616998483769,-0.17672991360700002,-0.19381438803225,-0.27935358200425,-0.6368264068580001,-0.26580230431335,-0.35315904089350003,-0.018051780824249998,-0.1617246915703,-0.07218100397105,-0.18628877255475002,-0.038535702003049996,-0.07102992302325001,-0.341958192033,-0.35939699581650003,0.13705572045175002,-0.18601032882500002,-0.3046799504195,-0.09091464926495,0.042145403057874994,-0.09017866704885,-0.17774125715300002,-0.112760298146075,-0.17930723406075,-0.19230084886535,-0.1780392220536,-0.22213214706774997,-0.41242350845950004,0.05756581278635,-0.008107834624575004,-0.461010207433,-0.025083837809575002,-0.38771685530699995,-0.46024356172525005,-0.118004433910225,-0.408621602206,-0.24734677328575,-0.191673401856,-0.44957593219075004,-0.055704963046675,-0.139019612814,-0.24083188323475002,-0.21739775216025,-0.2077897089415,-0.06835010020185,0.14455868536025,-0.024264981156265,-0.22926760295975002,-0.00013411805882249887,0.0936615073766,0.05842910542455001,0.079607651149675,-0.012732435581115,-0.0101843392148775,-0.105852212196425,-0.08298206543105002,0.017305577083867,-0.06134422545595,-0.19933794738175,-0.0339963920278,-0.356107966834,-0.08898290546277501,-0.06429888996715,0.00886248112999,-0.21233107937239998,-0.0704520056760525,-0.10607381417307502,-0.4097740773715,-0.23089177090274998,-0.191668607631675,-0.031447173447325,-0.11286198188260001,-0.034888966391575,-0.2304118164715,-0.151877367562675,-0.0156749465060575,-0.10516084952792501,-0.17785957615175,-0.167297733427625,-0.050317281774649995,0.06262942433009999,-0.38902521421925,-0.0042931698546185,-0.2820080357485,-0.37151826187875,-0.2088508289419,-0.005517254073550002,-0.06323183749215,0.0049243696742247494,0.0282635974501275,-0.005065760370032499,-0.5674199034180001,-0.040237622365625,-0.032055408381690007,-0.066785327468125,-0.0572900608733225,-0.47625255896074997,0.005804489572850005,0.1203827930475,0.0022237011567624986,0.04090669864230667
ETS2,-0.49344137662474996,-0.43912682301075,-0.28229153529275,-0.44477423542175,-0.5580084038445,-0.2663457551835,-0.18969655320825002,-0.12650127305775,-0.18573846514200001,-0.165568708669,-0.62161160257575,-0.298240315794,-0.178491680338,-0.238309748363,-0.28246653004449995,-0.30176317482825,-0.5746012385329999,-0.315605320124,-0.35748096818724995,-0.22846921145195,-0.27357963834724996,-0.2058717053005,-0.2557886728945,-0.14126560464475,-0.24972113481275,-0.410522755848,-0.38196119621575,0.009277422634311,-0.29754203864749995,-0.29732137164899997,-0.19860706780125,-0.09017866704885,-0.218607203802,-0.327306098408,-0.27014215171725,-0.35824882994875,-0.33115404889125,-0.35391603264875005,-0.349046869702,-0.45072987428525,-0.116249426325975,-0.165434345827,-0.4309997841255,-0.18323706989,-0.2868039831415,-0.55989133785075,-0.34842161622574996,-0.52933723465775,-0.40856515371549995,-0.29297680154775,-0.42342147943950004,-0.20674018843825,-0.2574015746475,-0.32136940213674997,-0.30303171509625,-0.36411547127575,-0.23580921501324997,0.06641492127712251,-0.211641051458,-0.26239422584325,-0.12494577653352498,-0.02986396277365,-0.0736311322324675,-0.0348371876174,-0.155839479525,-0.18698036617750002,-0.33895784440724996,-0.25254865100775004,-0.17731739897025,-0.25020646598475,-0.34582763325875,-0.1874256679065,-0.452264110014,-0.29221857788149996,-0.19603149467499997,-0.153180868848,-0.266935677924,-0.209544666724,-0.34161875104375,-0.58463730418025,-0.360165598648,-0.32160621573674997,-0.1752915555665,-0.259961763703,-0.20018201759249998,-0.30160928581549995,-0.27874485947525,-0.19009227672775003,-0.236697837213,-0.25760023633350004,-0.27478073558075,-0.16072049446345,-0.083891243995,-0.45915388644275,-0.171227580479,-0.3917818419505,-0.515517276756,-0.34605405897425,-0.10524214697885001,-0.09801580567080001,-0.10196801640145,-0.14223885739824998,-0.21857656411725,-0.6315146652279999,-0.20528100898149998,-0.18056002019025,-0.19300446538349997,-0.2093216589875,-0.49391318185825006,-0.1083172077312,-0.016219511040624995,-0.192420111956,-0.12374102706874666
FEV,-0.5770883293645,-0.443584756475,-0.2628263178,-0.5010158253979999,-0.494868358477,-0.234649673073,-0.304687681201,-0.236190912546,-0.271244246438,-0.2332332427185,-0.5251906549500001,-0.479510508647,-0.299764759356,-0.4790745784025,-0.44376998786699995,-0.4096407132095,-0.501857959068,-0.307926329245,-0.47343378136650005,-0.219079594755,-0.3784456465589999,-0.46334160959200005,-0.35862558395950006,-0.209427915751,-0.3055707714285,-0.51006199741,-0.48139582004899995,-0.0893933976052,-0.35994893333300004,-0.368540314524,-0.32732271922800005,-0.17774125715300002,-0.327306098408,-0.17282722361800001,-0.22231229512150003,-0.48210359574149997,-0.39673272942149995,-0.35275884798949997,-0.40321973951049994,-0.494382808333,-0.1480217177125,-0.3023101253,-0.546040000594,-0.3026340618905,-0.495957765553,-0.642051320807,-0.46734075638649997,-0.6149371831165,-0.462052944705,-0.277767968902,-0.586694410784,-0.3121931052465,-0.43008675658699996,-0.385157018763,-0.39987066481450007,-0.38478258836699997,-0.23815266121700002,0.014809570840299999,-0.3137986003995,-0.335377698664,-0.3168783217655,-0.11286756327650001,-0.0943846180151,-0.09860968621735,-0.23831466422800002,-0.2552287225005,-0.5175536082675,-0.3680449716695,-0.189656427575,-0.387246181857,-0.4617705122475,-0.25492250875,-0.5868980231834999,-0.23665492152649997,-0.309072598892,-0.222595381625,-0.47878574826099995,-0.374126799273,-0.4712707266375,-0.6395036778730001,-0.24196668098299998,-0.49702435654800003,-0.3218806249325,-0.3581161963035,-0.338376440929,-0.4667397039825,-0.337405011875,-0.26575599348,-0.3064117886555,-0.39785795854350003,-0.36497954800599997,-0.241276123804,-0.179954200944,-0.584384199574,-0.3326620072365,-0.427930233426,-0.5764119008840001,-0.49472771073,-0.27355396872,-0.2900200788465,-0.1585602350875,-0.210856402167,-0.2056949520275,-0.555915226369,-0.239322225753,-0.35924600415299995,-0.3257300403415,-0.3626233392025,-0.5306872342410001,-0.176844194287,-0.11790695350399999,-0.2255756488875,-0.17382267684413336
FOSB,-0.4860339136795,-0.38717081351375005,-0.25074342619824996,-0.49147468173799996,-0.476248752624,-0.26300417819775,-0.143269545580775,-0.14799951253775,-0.19160153892624998,-0.25573969505425,-0.54893290795675,-0.317628262213,-0.18458251448075003,-0.3399898091495,-0.31887387635875,-0.3820716128625,-0.6735041509924999,-0.44030599284274996,-0.5924106996415001,-0.23977413236575,-0.29844970376875,-0.216396350957,-0.31954283803625,-0.1522035350565,-0.226664116411,-0.456632150388,-0.36313239519775,-0.020482671721449998,-0.31550047549000004,-0.413360753234,-0.2464508226965,-0.112760298146075,-0.27014215171725,-0.22231229512150003,-0.24420573641775,-0.36955065742425,-0.39122441153974996,-0.35499251608724997,-0.37715697831075,-0.4360734741265,-0.119211685623825,-0.20248355495775,-0.4928344757845,-0.17015600589975,-0.4493568742745,-0.581514269335,-0.32909380044825,-0.5449578830019999,-0.43283006205725,-0.380454363842,-0.34291669354224996,-0.24594218009000002,-0.265813037021,-0.447007755053,-0.40263976930900003,-0.32237465210774996,-0.23136942055999998,0.002735435721775009,-0.20906326356425,-0.30523454498575,-0.160820887928375,-0.09283316117665,-0.128093939390475,-0.08210625262895,-0.203795216544,-0.21803428855624998,-0.222949815304,-0.29263598386975,-0.17084793873674997,-0.27104560442075,-0.3536996002955,-0.2427140435055,-0.42724538765325004,-0.3358835503705,-0.24828908704200003,-0.171137188311,-0.36894927682574996,-0.24940266614675,-0.36567703762925,-0.5366990432909999,-0.431279591601,-0.28620004134325,-0.135078050315,-0.28351821830949997,-0.166014924835,-0.4291881457495,-0.3263632374555,-0.19027925440825,-0.26921129638499997,-0.31671327730625,-0.29781306040875,-0.21178254897875,-0.13751359983945,-0.48872523997475004,-0.15412796284225,-0.456556570074,-0.53530054217975,-0.35867750255675,-0.128228517688325,-0.1470668310766,-0.18149016183424999,-0.17037194277075002,-0.15529909720125,-0.5986794128374999,-0.22732842529324998,-0.194379216987,-0.171282793036,-0.22255917026174998,-0.5230305169014999,-0.13758642792605003,0.0036997238076249984,-0.19648098888825,-0.14775068808835
FOXA1,-0.500383287105,-0.5059678099835001,-0.37299687847175,-0.5908279795332501,-0.480959974986,-0.25612774635225,-0.21893197320899999,-0.24212731914725,-0.30601698108375003,-0.413435043869,-0.6328552826345001,-0.511728718214,-0.35800380775925,-0.3926735181175,-0.3992367029925,-0.4594841328685,-0.6783164435764999,-0.44138541405350007,-0.53925931589875,-0.27160992144825,-0.41963074233175,-0.27993360868000006,-0.45825506225125,-0.3615610329605,-0.36201034166975,-0.467457716359,-0.49374721169525,-0.051600589546575,-0.49551334416875004,-0.600052583323,-0.32686805858199997,-0.17930723406075,-0.35824882994874996,-0.48210359574149997,-0.36955065742425,-0.434277971993,-0.4693495371825,-0.5170777869105,-0.49940225163225005,-0.6033292924225,-0.221102359955,-0.331368806947,-0.5851757373415,-0.27053180011625,-0.5058064618005,-0.6033966168192499,-0.5135147605265,-0.6089655167204999,-0.51244165037225,-0.5216703550077499,-0.56670290856375,-0.35242621894125004,-0.5483988912585,-0.5195042031977499,-0.5315476998549999,-0.391448674102,-0.333713926467,-0.16398009692675,-0.30198268287099994,-0.499607668708,-0.24090954778625,-0.126647628327325,-0.128843293063075,-0.141603475713625,-0.3364831362695,-0.37125627851349996,-0.36785517551125,-0.34677323704675,-0.28345128424950006,-0.48316419869225,-0.51194730462325,-0.38115357686875,-0.5190441117094999,-0.42151016409450004,-0.36059447503700004,-0.290992470002,-0.50536800474975,-0.35712036371524997,-0.54515920887675,-0.5571774685195,-0.49733690804424996,-0.41906452776425,-0.23272431863325002,-0.39183679509425007,-0.259476945558,-0.5605252853127499,-0.495303025641,-0.2782791370815,-0.36105550483375004,-0.35825777723375,-0.40378677902475,-0.37352666799299994,-0.22889398604475,-0.5596103874335,-0.1932953718865,-0.5585180801305,-0.55851340788475,-0.42536329243599996,-0.27726325870575,-0.38056533322749997,-0.35551767149625,-0.27458076551175,-0.197484368844,-0.618580829308,-0.34849370659900003,-0.35024084792575005,-0.30338174575875,-0.3580481319185,-0.629574334891,-0.18646675174799998,-0.020788501027352496,-0.36401526966125,-0.23675379143703335
FOXA3,-0.51267378448275,-0.4954894703935,-0.3659084041445,-0.5783463757545,-0.49074432441075,-0.2660426804605,-0.23926217246800002,-0.23019073300509998,-0.3061968831285,-0.38254824002,-0.68899194676025,-0.47780305107949994,-0.3637339935475,-0.38864516363475,-0.38211426909625,-0.44780675960925004,-0.6519558298195001,-0.44093791422775,-0.5467340473775,-0.27265666796575,-0.39945964800275,-0.335298432845,-0.44838163992799995,-0.33429222149975,-0.339611147763,-0.481229029369,-0.50345527327,-0.060184990567250005,-0.46788413065600004,-0.5476351695955,-0.34432371764174996,-0.19230084886535,-0.33115404889125,-0.39673272942149995,-0.39122441153974996,-0.4693495371825,-0.41485808822174997,-0.4661348054985,-0.46282487392575,-0.56935088695775,-0.23457147541025,-0.31071711682775,-0.535269420431,-0.2692881701535,-0.5150652686492501,-0.572325661956,-0.47278851450175,-0.60418911769425,-0.5203362665375,-0.493523653696,-0.5931139177602499,-0.31638428515125,-0.513550899235,-0.5223380978984999,-0.47260238332175,-0.37517107649250003,-0.31956718938225004,-0.14000563977430525,-0.31835364779225,-0.46867597244225,-0.26598813847775,-0.11780810256765,-0.14197898893710004,-0.14255267229885502,-0.306715026411,-0.33086377418199997,-0.34361422221275,-0.3255473745655,-0.2953677538665,-0.44089590091950004,-0.49991742651899995,-0.36578980647875003,-0.52315834585825,-0.40682125975125005,-0.35650252098900004,-0.2730593538325,-0.49393470494400005,-0.32479028381674996,-0.5126505876334999,-0.54653919620925,-0.4604257474165,-0.39311658245275,-0.24611840992175,-0.40251457408925,-0.26678638504925,-0.512520148709,-0.445089576185,-0.28522764727575,-0.363446929573,-0.42239200074399996,-0.35279058838349997,-0.340952151236,-0.217933141961975,-0.5579745429725,-0.21706328338825,-0.563654602186,-0.54429622132,-0.39738948028025,-0.264133029119475,-0.33831267381499996,-0.314778237475,-0.25810952146725,-0.19550793633724997,-0.52679107129,-0.34150424854,-0.34077523534725,-0.31882588454,-0.35259694492274996,-0.565477447895,-0.24149162230195,-0.019519618225924996,-0.376488933554,-0.24194126865423332
FOXF1,-0.54851274241975,-0.5026536886625,-0.35368252728425,-0.58656848438375,-0.49891537515249995,-0.27334495849425,-0.23077095324575,-0.2232324578485,-0.2668060280555,-0.3412028618295,-0.6684325827619999,-0.4433501442705,-0.3075146504365,-0.35739696323750003,-0.40827523530474996,-0.43241685198325,-0.610455656116,-0.46568084613225,-0.5123993630675,-0.276591171614,-0.36972807287875,-0.2785304583835,-0.42290624643325003,-0.30315932560275,-0.33551646111075,-0.5139320199525,-0.51871769020625,-0.066376700295425,-0.45924572609924996,-0.5080632457845,-0.33129940492375,-0.1780392220536,-0.35391603264875005,-0.35275884798949997,-0.35499251608724997,-0.5170777869105,-0.4661348054985,-0.496182443618,-0.48806925231725,-0.56027623076075,-0.212483073447525,-0.28494859915674997,-0.641540170945,-0.2677454073565,-0.512984998645,-0.6182600445317501,-0.4542537164605,-0.583986471107,-0.49655985040075,-0.49941748254350005,-0.55162429433725,-0.3270155197405,-0.4370312113735,-0.4710994715175,-0.4732868958075,-0.35724959138425005,-0.32219938778824997,-0.049763043992975,-0.29553476100875,-0.46877493608350007,-0.25829861133,-0.1108223942431325,-0.11857057005925001,-0.12023273019425,-0.2861219296025,-0.326403102036,-0.33150222654399997,-0.33628599758524996,-0.2584460901065,-0.42878489159200006,-0.4854688225225,-0.35473333366675,-0.52999363667525,-0.41222979108400004,-0.324354437084,-0.265297396227,-0.47456246366974997,-0.30925653554275,-0.47701797271425006,-0.5526683791039999,-0.47198293484575,-0.40940767760175,-0.23675359139475,-0.37522874189725,-0.290076652964,-0.531762037847,-0.438365760694,-0.26029931366225,-0.3275555094985,-0.37939601585075,-0.31649492519275,-0.3308961409025,-0.22991791589707497,-0.52100976770975,-0.23990026096574998,-0.5816221042709999,-0.566346058213,-0.36929881819050003,-0.2770387521834,-0.36748628705725,-0.30835773535425,-0.227990353175,-0.19850397763525002,-0.5583448260950001,-0.2984857552955,-0.297275719112,-0.29245572098399997,-0.3099600579165,-0.5873920462425,-0.21066943766127497,-0.02817401027785,-0.3115831044595,-0.21935664338431995
FOXL2,-0.50707315086525,-0.49355235268200004,-0.38821194380400004,-0.56300807391325,-0.510967951119,-0.28536478839199997,-0.27368472531439997,-0.25830965590325,-0.28074861930975,-0.37802354909874997,-0.51016080988,-0.4288924621105,-0.36101438851199996,-0.37744509283149996,-0.383671562175,-0.41362090112975,-0.6382894141755,-0.43746427186299996,-0.5675112700955001,-0.29619813968225,-0.391734319066,-0.3607744383725,-0.42348253710274997,-0.28858492095,-0.35222804210775,-0.4867147371245,-0.49123380756699997,-0.0971281002166975,-0.44245341463800003,-0.53203292486425,-0.34949262098575,-0.22213214706774997,-0.349046869702,-0.40321973951049994,-0.37715697831075,-0.49940225163225005,-0.46282487392575,-0.48806925231725,-0.461337787075,-0.522694481257,-0.25059744641375004,-0.320300893967,-0.5498932481315,-0.27258667865675,-0.49565191875650005,-0.60734949909475,-0.43896819482475,-0.59151853504175,-0.5265966421439999,-0.4597971030795,-0.54681194147875,-0.32737706215475,-0.4788167648635,-0.5045464141885,-0.45269720846249994,-0.39491186100725,-0.34478965664325,-0.147673775428925,-0.325382184161,-0.45127569017475,-0.289166805963,-0.166496498871675,-0.130957495234455,-0.14889829174732,-0.355551269969,-0.33708882576675,-0.37313239937700005,-0.34065493404675,-0.32507942781575,-0.434625726238,-0.45180737786775,-0.358467936987,-0.5153380686775,-0.345448583012,-0.407417063869,-0.302485652973,-0.472419979683,-0.354080728508,-0.5110468739157499,-0.54777694997075,-0.4474963562595,-0.44579952495350006,-0.26768907579675005,-0.38815858250975,-0.2909137764655,-0.56542690485825,-0.43635041832099997,-0.284047894974,-0.3456602771325,-0.3929881072595,-0.37362297070475003,-0.34572857712825,-0.2437272006701,-0.5792117310885,-0.21490911452350003,-0.5638046623355,-0.54848964172175,-0.429917887071,-0.2958893429415,-0.35131976565375,-0.28524330274175,-0.2889386381385,-0.24788979549075,-0.5544748889794999,-0.35230722160675,-0.343596669796,-0.32591303099425,-0.33553374444399997,-0.54128107452275,-0.21380392643287502,-0.056673438090249995,-0.373134157758,-0.26217735765447336
FOXO4,-0.55294425857925,-0.51870547060175,-0.49058664291075,-0.51499315765025,-0.5828883541152501,-0.43580275315075,-0.47810569413000004,-0.38639907961425,-0.46444637639124997,-0.49085579995600004,-0.5686348714225,-0.5417476982564999,-0.54477851321875,-0.47659283943174996,-0.49187113254099996,-0.5117607100715,-0.539084836445,-0.47895060170475,-0.52909691275925,-0.42744971023375,-0.5004710240415,-0.509850676828,-0.555575266947,-0.50404942261075,-0.52189236325775,-0.580791659757,-0.54089559778825,-0.26633930577674997,-0.5125185388994999,-0.564596664559,-0.45469727215024996,-0.41242350845950004,-0.45072987428525,-0.494382808333,-0.4360734741265,-0.6033292924225,-0.56935088695775,-0.56027623076075,-0.522694481257,-0.37424901812,-0.431828682052,-0.4854336365975,-0.5889789318235,-0.5088333911555001,-0.55377705306975,-0.6659605038772499,-0.5470983164325,-0.58826752002675,-0.555831099949,-0.58535127389325,-0.5647450872194999,-0.5548654095005001,-0.5312179091125,-0.54921320714975,-0.56104082169725,-0.49664961758325,-0.48945099345000004,-0.43041471011275,-0.47212347667175003,-0.531928764787,-0.437354048535,-0.31848513259899996,-0.36051143665874996,-0.35341895805550005,-0.462946209594,-0.5210824138322501,-0.502387046425,-0.43166310858999996,-0.49208287093650005,-0.52108154062975,-0.5182277304189999,-0.5411249896624999,-0.6242854655447501,-0.5428523299952499,-0.482104988695,-0.42824943738,-0.51397596922275,-0.49765139392650004,-0.58319516180725,-0.531962790773,-0.54186630553525,-0.51353926998225,-0.42943106822725,-0.523689905801,-0.41384799322475,-0.5837678088815,-0.55327717020925,-0.4427164601405,-0.5042864692910001,-0.47494313188125004,-0.52019935846175,-0.53515998747425,-0.4196452732085,-0.49223781880925,-0.37844977665650004,-0.6054530964475,-0.558412919627,-0.51610009002575,-0.46728536206225,-0.44870844589725,-0.5054617399245,-0.458978841104,-0.37622253344624995,-0.5801681890379999,-0.51900513290075,-0.46925854862675,-0.47763027960899995,-0.49318998801575004,-0.55773644870175,-0.432481558246,-0.20278000784075,-0.53010631417925,-0.43863674316836665
GCH1,-0.30760129608625,-0.29104816899075003,-0.11762814968560001,-0.42325721918325,-0.4020447137755,-0.0850292009187,-0.038732581207302996,0.022899776403287497,-0.10690142871682501,-0.11344906888415,-0.5206642071055,-0.16956515814200002,-0.101906559438375,-0.23036925473375003,-0.26838077364299995,-0.335467698928,-0.5723745667275,-0.30926420213425,-0.3968275070145,-0.05235871221920001,-0.19499153463582253,-0.1244811821775,-0.25942185489275,-0.07173968019785,-0.121593223843975,-0.387634213916,-0.334196923608,0.104197695659,-0.19308764278025,-0.32592331001725,-0.095956728379625,0.05756581278634999,-0.11624942632597501,-0.1480217177125,-0.119211685623825,-0.22110235995500002,-0.23457147541025,-0.212483073447525,-0.25059744641375,-0.431828682052,0.047560689959037505,-0.050004593352935,-0.4944853516395,-0.074664949941475,-0.35562940832324996,-0.5332216778109999,-0.163290801273625,-0.44807356960925,-0.30992469958225,-0.25673975059974996,-0.441635394495,-0.0852047258961425,-0.11482720199114999,-0.24869537633400002,-0.27933682577975,-0.227684336526,-0.08216851064667499,0.174186961285,-0.059405437232775,-0.17703428386775,-0.059501957845025,0.09615257660965,0.093277518800025,0.099080925766425,-0.0803856474555,-0.07070636036,-0.06900747906122501,-0.102794062722925,0.00586283964348,-0.107130963458275,-0.25761271393975,-0.082663382443675,-0.4360399598145,-0.14040709345637498,-0.08149633632795,-0.015780166488795,-0.30877250554075,-0.11080008771795001,-0.19028484088025,-0.45805684628599996,-0.30250326981975,-0.26171190744749995,-0.0608802808281,-0.156199610822875,-0.07560931553692501,-0.35185395247324996,-0.21126529433425,-0.059251328908249995,-0.1627606761745,-0.25093551871924996,-0.12881082097837498,-0.11201434852106248,0.054152428579575,-0.38754439072125,-0.042886868842975004,-0.3278580396595,-0.45028594408975,-0.23248393294665,-0.034700365564875005,-0.08699337799347501,-0.014396237421124999,0.018581651201615,-0.026259315617607498,-0.6001131944025,-0.056831302285625,-0.0588431265561,-0.094613666700925,-0.14238312565122502,-0.427869129575,-0.053651382987575005,0.117559207537875,-0.0199634134935375,0.026358663725265335
