gene,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BCR,BPGM,CBARP,FOXL2NB,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GCH1,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,RP5-862P8.2,KIF18B,KIF2C,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MCOLN3,MEIS1,MIDN,NCL,NIT1,OSR2,PEG10,PIK3CB,PLEKHO2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN12,PTPN13,PTPN9,RHOXF2B,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC38A2,SLC4A1,SLC6A9,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMEM173,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,negative
SGK1,-0.3839335932415,-0.35859130782725,-0.22595959463124998,-0.51548896171,-0.46906949840425,-0.2073367750203,-0.13585923874380001,-0.0792832709885515,-0.2134719865155,-0.26979764096875,-0.5861155656125001,-0.26795070544300004,-0.30448642206625,-0.28748375352525,-0.276010917174,-0.38572306503450005,-0.510348000369,-0.328806205346,-0.47306345731625,-0.17163797753277502,-0.27390306105867496,-0.23522651163999997,-0.334804223435,-0.28131018146275,-0.23850119738750003,-0.434179705259,-0.38100125940199997,-0.00961386910275,-0.29277777795899995,-0.48651675259225,-0.205881368896275,-0.050317281774649995,-0.16072049446345,-0.241276123804,-0.21178254897875,-0.37352666799299994,-0.340952151236,-0.3308961409025,-0.34572857712825,-0.5351599874742501,-0.1120143485210625,-0.19618161441385,-0.520793595058,-0.19125868531950002,-0.38511319747925005,-0.5850909338725,-0.314748105692,-0.541197938282,-0.38660351223725,-0.44384614184875,-0.528674056648,-0.22799498434905,-0.284274913168,-0.3657284586165,-0.36425709896925,-0.25964011439225,-0.19727463115787497,0.012659930630199996,-0.21039716783114998,-0.295545837128,-0.2000075335366,-0.041686191450099996,-0.010653532376025003,-0.001755986753124994,-0.1809515460677,-0.2165371212243,-0.22172517885149998,-0.1737754430717,-0.157945345189,-0.2694054955475,-0.360932980826,-0.21859012239422498,-0.44809897862599996,-0.21254922308055,-0.2546226224935,-0.16319739768185,-0.40829152178075,-0.212306278211175,-0.36152403671375,-0.52503032341125,-0.438272752002,-0.37171755637275,-0.20409484604630002,-0.259828591517675,-0.20814420667732503,-0.4391865088447501,-0.301354567934,-0.15537138804165002,-0.23007611662175004,-0.313673184078,-0.24005336884849998,-0.250946681592525,-0.09693049582480999,-0.44931523141,-0.12038102584942499,-0.44064960995150004,-0.508578264278,-0.287049114865525,-0.1334651427488,-0.20281957311175,-0.27871685833875004,-0.15157317453062502,-0.11375925435217499,-0.630623648846,-0.200356664831475,-0.20799247605244997,-0.27342065993200004,-0.25691722061550004,-0.4980614360575,-0.183708429271725,0.0386744084214,-0.209010298167725,-0.12580798764957635
SLC38A2,-0.34818259763525,-0.29430465635025,-0.009032961948840002,-0.38028372424574997,-0.45179305770925,-0.0891088568385,-0.035989320388474993,0.02445529028725,-0.076877046164725,-0.092513333045375,-0.53923860717525,-0.15007670096050002,-0.0744037622781,-0.20813253367675,-0.1972678948393,-0.3272999513975,-0.6765679756975,-0.307716851798225,-0.4267955076565,-0.041529650177525,-0.16992321407474248,-0.09099646412665001,-0.22865294309724998,-0.05943829048902499,-0.10302164629405,-0.3533016340135,-0.40453330001,0.1108623538675,-0.2204018202745,-0.332855503196,-0.07206062434095001,0.06262942433009999,-0.083891243995,-0.179954200944,-0.13751359983945,-0.22889398604475,-0.217933141961975,-0.229917915897075,-0.2437272006701,-0.4196452732085,0.054152428579575,-0.038518033065887504,-0.4773927379795,-0.03899328317015,-0.34856852259025,-0.56440139664675,-0.195487443193325,-0.5019168803127501,-0.288613934428,-0.24475702459874998,-0.38586519426275,-0.0755354288672025,-0.1338121172975,-0.292504255992,-0.31070323055675,-0.269890471354,-0.11507546577450001,0.1551003805515,-0.039711280333475,-0.163566832657,-0.05825322243855,0.0670067335376,0.08075909881349749,0.094911560039525,-0.041110087117599996,-0.044359028580215,-0.136609144877325,-0.06343490687137501,0.0225694247618225,-0.11275413577125001,-0.259702758676,-0.058219126522224995,-0.37311028956000003,-0.13904147817922502,-0.0874857302458,0.00488116814018,-0.27837828463424996,-0.1216112249934425,-0.20805052579000002,-0.414131026252,-0.284816488152,-0.21570444576250003,-0.03814143567098,-0.13446841330249998,-0.069190067483375,-0.40181328677975,-0.20264646701025,-0.031859104285075004,-0.157755209858525,-0.20984449262924998,-0.079062160726075,-0.09693049582481,-0.004722148378920001,-0.366992221655,0.030303618964774997,-0.37965607939,-0.43330183520325,-0.24911563884805,-0.020809343932775004,-0.03354778952535,-0.01392842062217,0.016161706034799998,-0.0145568596973575,-0.5643956224240001,-0.071700124464975,-0.04692766234468,-0.08460300721482501,-0.103064493299825,-0.45474112487925,-0.010711222886549998,0.13209031653824999,-0.0369096361747,0.027187764725850334
SLC4A1,-0.54325867515325,-0.55119231081675,-0.51043456289775,-0.5851629456865,-0.5366082261259999,-0.42945065711225006,-0.42618075349225004,-0.412140226295,-0.46621447853974995,-0.51830136617225,-0.6468700266459999,-0.5686775289817501,-0.502032323445,-0.47449351728275,-0.49694214001875003,-0.46144127664925,-0.687756741509,-0.546079631331,-0.4769491699555,-0.40433964120575006,-0.5195329066372499,-0.41140904811049994,-0.52080704645,-0.47782102488249995,-0.46761162870649997,-0.5079811535725001,-0.53928396895325,-0.315532711077,-0.53168473552475,-0.54847186814325,-0.4645435222,-0.38902521421925,-0.45915388644275,-0.584384199574,-0.48872523997475004,-0.5596103874335,-0.5579745429725,-0.52100976770975,-0.5792117310885,-0.49223781880925,-0.38754439072125,-0.4514557205515,-0.614031216264,-0.4586661554685,-0.5115546445295,-0.5920202199247501,-0.5302462060095,-0.58321173286725,-0.5215720717045,-0.571297550328,-0.606264851665,-0.5010529699615,-0.5703307353235,-0.576012329646,-0.55213623448925,-0.54743001446075,-0.5471455931107501,-0.239206448926575,-0.476598698285,-0.55632743688775,-0.4322557307775,-0.28359651012200005,-0.34544194921325,-0.296366329626,-0.44868527754450005,-0.43066421421875,-0.53786587512025,-0.48164725145725,-0.4502066230835,-0.47798364872275,-0.54308228708325,-0.56085730061375,-0.533223266257,-0.51116480649625,-0.4941674595605,-0.429764221643,-0.54282800058775,-0.4532994370105,-0.55347361330025,-0.5905587421352501,-0.5330409058522501,-0.5219705223760001,-0.43388365461025,-0.48378265891125005,-0.4376861245815,-0.52646911079875,-0.5289104291955,-0.4331857839495,-0.48516095752125,-0.47084646775499994,-0.56981571422275,-0.44931523141,-0.366992221655,-0.516617915828,-0.37890954208050004,-0.582822835893,-0.5326632855225,-0.55275007682625,-0.4267184031565,-0.435318261392,-0.51701518203825,-0.43856539914625003,-0.39727345883349996,-0.6578824518724999,-0.44363547801700004,-0.46237471730074997,-0.48100554927525,-0.47651792889825,-0.5701242449749999,-0.43324622350825004,-0.200881551923,-0.48642591504099997,-0.41458879604666665
SLC6A9,-0.36462911011375,-0.32758084064025,-0.13331661062900002,-0.3314763297445,-0.3700465049875,-0.135731752181175,-0.10228097665065,-0.04967993898575,-0.1299859578395,-0.11578755436645001,-0.51349035167525,-0.216147802276,-0.1599080930335,-0.24286421171725,-0.24499144138300002,-0.338252161737,-0.5765094973385,-0.29836793926675,-0.3514288573485,-0.10830600912857499,-0.20154224714227498,-0.17481926201050002,-0.23675857773625003,-0.16270229603999997,-0.155074079036,-0.363067559431,-0.419424333315,0.042812885854125,-0.22048987888675,-0.291456218784,-0.1640302245705,-0.0042931698546185,-0.171227580479,-0.3326620072365,-0.15412796284225,-0.1932953718865,-0.21706328338824998,-0.23990026096574998,-0.2149091145235,-0.3784497766565,-0.042886868842975004,-0.10094101500389999,-0.438259483043,-0.106216228907825,-0.34886205184675,-0.523980829883,-0.205086064061,-0.4342496530065,-0.34758378577625004,-0.29201930168824997,-0.4337354672435,-0.16027881876455,-0.1658725400185,-0.29541882113175,-0.28285183286175,-0.20765853898775,-0.14439264917575,0.07750785939714999,-0.1213453642236,-0.21446757084775,-0.093716418470025,0.019174351616700003,0.0426645318613525,0.034580810133562505,-0.07095069442330001,-0.0795992432122,-0.21097698475325,-0.17593622804045,-0.0854687399537,-0.14954493917675,-0.2532596741435,-0.15622833168224998,-0.37851351179849996,-0.13901249459575,-0.1558090921015,-0.0904947738779,-0.2902049964865,-0.16130354073635,-0.21058423564375,-0.52936429276725,-0.31052841297025,-0.333391075099,-0.13835741780025,-0.15708781715025,-0.15702563148924997,-0.4051283939275,-0.18687267172325,-0.0912004710406,-0.134113258075775,-0.26399907551475,-0.158330821791375,-0.12038102584942499,0.030303618964775,-0.37890954208050004,-0.09008555091682499,-0.250098775364,-0.415083364982,-0.3115319076365,-0.048898882440152495,-0.077110893679175,-0.0834455862624,-0.070693193489625,-0.074867415841775,-0.60621714256,-0.10732928352007501,-0.12516827850852502,-0.170122184324,-0.15193512352825,-0.38035840654950004,-0.065602542397075,0.04593830333191999,-0.098499107582075,-0.05321378796946
SNAI1,-0.5355723977044999,-0.6000142302925,-0.43696732840599994,-0.6133791286504999,-0.5534647601255,-0.4310348787795,-0.329027247318,-0.300877314525,-0.371547964301,-0.494760028014,-0.637836581591,-0.5802948327574999,-0.343854317131,-0.374704795665,-0.39780668321949997,-0.48187628492,-0.686176797267,-0.551421869118,-0.6506871812155,-0.3337250159495,-0.5095861127145,-0.291166620275,-0.5467180371260001,-0.40228080214850004,-0.4372263623155,-0.580453459783,-0.571201295087,-0.221300035276,-0.5836690383425,-0.6739911575485,-0.3319660123205,-0.2820080357485,-0.3917818419505,-0.427930233426,-0.456556570074,-0.5585180801305,-0.563654602186,-0.5816221042709999,-0.5638046623355,-0.6054530964475,-0.3278580396595,-0.4047974326455,-0.570885717806,-0.369875610315,-0.516432733682,-0.6615990649285,-0.5413718212155,-0.6015263126315,-0.48413951713149994,-0.5647340654395,-0.6059239636365,-0.3891480554565,-0.535979331568,-0.5773180033209999,-0.6333566833405,-0.4620429800425,-0.4254758023635,-0.2021155185515,-0.36717311009,-0.5163663558155,-0.2924150333755,-0.233282686661,-0.287533482429,-0.27079803935950003,-0.48356245452,-0.48419325613599995,-0.3983147221585,-0.381985569904,-0.40033735634,-0.578975955103,-0.5670836116714999,-0.4049535970355,-0.5423049876095,-0.497147635519,-0.42967704926399997,-0.36817277546899996,-0.5424400571579999,-0.3884427402465,-0.5623108274375,-0.5441101664215,-0.5548835430875,-0.3602986750715,-0.240225797141,-0.4385690926,-0.2982174694395,-0.57619279288,-0.597745040996,-0.41255998206550004,-0.49155460414349994,-0.428931513301,-0.377919869168,-0.44064960995150004,-0.37965607939,-0.582822835893,-0.250098775364,-0.391394871744,-0.5698258771915,-0.4345197283505,-0.3953952152435,-0.453319655499,-0.416382895494,-0.355911245684,-0.2923771124005,-0.595105542638,-0.43596743878850003,-0.392187642499,-0.306039733551,-0.402710959646,-0.6286478170400001,-0.3179591016385,-0.13562458256399998,-0.516090668248,-0.3339531798840001
SPI1,-0.54075692739075,-0.54820842809125,-0.5056440865685,-0.5482318863655,-0.49190877701025004,-0.44303122985125,-0.43711495563125,-0.43860022649625,-0.46090092976775,-0.487094505146,-0.6107350394855,-0.5629986177455,-0.486447111954,-0.47631903984199997,-0.505062357755,-0.479299697337,-0.7094058056370001,-0.56159762339475,-0.6099028714535,-0.49273777210375,-0.5134524748045,-0.40047351046650004,-0.55686213723875,-0.48072761022700006,-0.52888585692925,-0.5143155092495,-0.552264398697,-0.29824617472299997,-0.49610350174025003,-0.5529296361042499,-0.4553081553325,-0.37151826187875,-0.515517276756,-0.5764119008840001,-0.53530054217975,-0.55851340788475,-0.54429622132,-0.566346058213,-0.54848964172175,-0.558412919627,-0.45028594408975,-0.50058142051425,-0.5355383101744999,-0.45423065973425003,-0.55269150693875,-0.6331513954277499,-0.54625522605775,-0.5738587149034999,-0.59286330576725,-0.48925194354425006,-0.619932413704,-0.62344553487075,-0.547159718833,-0.625649116459,-0.5653885843922499,-0.54966632987075,-0.4668981963385,-0.284222538555,-0.49166367795974997,-0.5289592678127499,-0.41399513712675,-0.37245422820525,-0.325970550039,-0.2769397429575,-0.44746315541549997,-0.49866059001275,-0.45448196943499997,-0.4818064844105,-0.47993951678075,-0.5382215421937501,-0.51600951873125,-0.512843648278,-0.57847856375325,-0.52219818842025,-0.5202036470660001,-0.46035207620749996,-0.5234455751032501,-0.4891451580835,-0.5883829563249999,-0.607967796394,-0.5272008999115,-0.5250286125165,-0.48293624326124995,-0.5471271100765001,-0.5020698567090001,-0.52866673568975,-0.5296134012095,-0.46616468149375,-0.450659644036,-0.53076593909175,-0.567269618806,-0.508578264278,-0.43330183520325,-0.5326632855225,-0.415083364982,-0.5698258771915,-0.579154847514,-0.49833817890025,-0.38524175495924995,-0.37983061527774997,-0.48361280550124996,-0.47586105193125006,-0.435095493668,-0.5177112598925,-0.5230254188907499,-0.493305874097,-0.52774349924275,-0.51459657542775,-0.5736708753197499,-0.44711711096175,-0.179081059465375,-0.527059752823,-0.46125331485130006
STIL,-0.44184776033675,-0.42405260596000005,-0.34618160961225,-0.47991337978399995,-0.46036658774600003,-0.27096365039675,-0.267859847943575,-0.26537409185899996,-0.25043322791825,-0.2853891424475,-0.62048923454025,-0.36244158496824996,-0.32142775159775,-0.2880258153665,-0.36017783321950003,-0.38752317485949994,-0.682963044606,-0.45868442631074996,-0.507786173721,-0.301196731775,-0.37193624447375,-0.312454688382,-0.39249225549625,-0.304577761015,-0.294627909955,-0.45265189380150006,-0.52440050846975,-0.074559104069275,-0.3286915643625,-0.480896563514,-0.31512059359949995,-0.2088508289419,-0.34605405897425,-0.49472771073,-0.35867750255675,-0.425363292436,-0.39738948028025,-0.36929881819050003,-0.429917887071,-0.51610009002575,-0.23248393294665004,-0.28831794888175,-0.5679348179220001,-0.28474538568825003,-0.47545508905350004,-0.5791361442905001,-0.39653789729775,-0.5787570464225,-0.491653874703,-0.41264901206750004,-0.552791084611,-0.3845992589205,-0.3949228644275,-0.42426269893025004,-0.39781823383225,-0.43062195489825006,-0.29437033913625,-0.033566639004875005,-0.29400615854225,-0.472823695991,-0.20485086837695,-0.17768733728470001,-0.141845818404975,-0.14157171024799997,-0.2406226261105,-0.289177403145,-0.333063337898,-0.3362725947245,-0.253869367725,-0.37139416211174997,-0.46786909498,-0.27454692975725,-0.495650115915,-0.34588166432075,-0.2788655897565,-0.225847513177,-0.405905401333,-0.3780707175525,-0.4490178554075,-0.565050326573,-0.44714382030624994,-0.3886576226945,-0.23874364088900002,-0.32950120306865,-0.2734750452595,-0.5350086309955,-0.3947651353345001,-0.22801541802625,-0.28516884986825,-0.36787911914125004,-0.4922578303795,-0.287049114865525,-0.24911563884805002,-0.55275007682625,-0.31153190763649996,-0.4345197283505,-0.49833817890025,-0.44754711134775,-0.202554049328275,-0.23526617640132502,-0.267743796712,-0.2776863535435,-0.25294765408375,-0.6048839681205,-0.33662878378,-0.32181207029799996,-0.28538376609149996,-0.32296487256675,-0.489155763297,-0.242766253446675,-0.0707409589059175,-0.28156977158875,-0.24248880211106666
TBX2,-0.24893721371324998,-0.3471097421635,-0.20649624030477498,-0.5019780434610001,-0.47022286777625,-0.160492398093025,-0.075976680816775,-0.0285727097725,-0.152426483931075,-0.186421736584875,-0.54956314508425,-0.26667519853175004,-0.191541136363075,-0.22485487796925002,-0.23347073046575,-0.2843615941205,-0.482133131762,-0.23456728232025,-0.26223359656924994,-0.08818215429335,-0.254907687715475,-0.1361929668908,-0.2178208253395,-0.18254266641022499,-0.151167955360875,-0.337872034425,-0.334722650319,0.016175915225524994,-0.190081806851475,-0.407063574226,-0.153750518440825,-0.005517254073550006,-0.10524214697885001,-0.27355396872,-0.128228517688325,-0.27726325870575,-0.264133029119475,-0.2770387521834,-0.2958893429415,-0.46728536206225,-0.034700365564875005,-0.10062247191887501,-0.411133512549,-0.162127613037775,-0.35563055831,-0.48182398715825,-0.18156298168004997,-0.42621263808025,-0.32660785517525,-0.32771685066425005,-0.48323448835724997,-0.18130404790882498,-0.2031871566775,-0.2869323600525,-0.27501306287474997,-0.25375250340800004,-0.161999910577025,0.142693180350625,-0.1430896029289,-0.27278172433275005,-0.077164568041975,0.032706976844224994,0.03875829064885,0.027859128085854997,-0.12254805261519999,-0.13660759578842502,-0.097186984491925,-0.1273223426814125,-0.09996089052487502,-0.17781858246140003,-0.31094279965725,-0.149216028538325,-0.34888366487800004,-0.10853336494640001,-0.18336280486655,-0.08897245594549,-0.28716994267567497,-0.11651474618054,-0.22795385578949998,-0.3377912380665,-0.32910474811775003,-0.313261128905,-0.10892739483795,-0.171936348025655,-0.12499659086515,-0.33109375307699995,-0.269343795157,-0.11724350440839999,-0.1610844574141,-0.236238094227,-0.2257799259175,-0.1334651427488,-0.020809343932775004,-0.4267184031565,-0.048898882440152495,-0.3953952152435,-0.38524175495925,-0.20255404932827498,-0.13574981399715,-0.142577028222,-0.13969240234605002,-0.07043629108386501,-0.04682698281231,-0.5364748609059999,-0.139324359916175,-0.1338814627201425,-0.17185912520995,-0.1684784016743,-0.43070460715175,-0.09583658843672999,0.08065827510054999,-0.1094359244044,-0.048102080942069005
TBX3,-0.29404282794575,-0.3930654802395,-0.262425112074,-0.536515661583,-0.5214544597135,-0.27732820335325,-0.1008988089168,-0.05919601766073499,-0.22184755220375002,-0.26727284553875,-0.58316911979225,-0.26131835602525,-0.22724572505625001,-0.263736550558,-0.306327336519,-0.33832014830875,-0.445867630219,-0.267054642890575,-0.30274274769700005,-0.11631111485797502,-0.2865094088029,-0.1592550938235,-0.27596945305,-0.21246493716775,-0.19984094226500002,-0.37647621546300003,-0.38054943580449996,-0.02438051336368,-0.249150421376,-0.43038326286875,-0.22570742759487497,-0.06323183749215,-0.09801580567080001,-0.2900200788465,-0.1470668310766,-0.3805653332275,-0.33831267381499996,-0.36748628705725,-0.35131976565375,-0.44870844589725,-0.08699337799347501,-0.15610440558095,-0.48373036248550005,-0.208494878712,-0.3215821233225,-0.45622430298425,-0.21887552488895,-0.421805357392,-0.32296357577625,-0.44032081323725003,-0.5081163428435,-0.188175648883875,-0.29675710467550004,-0.30773913136925,-0.3154400282105,-0.3126670798915,-0.19613937221489997,0.09677629087219575,-0.1831973317735,-0.362482082696,-0.13248938808095,0.02300053448667,-0.00493442499255,-0.007658279690699999,-0.176508603187,-0.18065365117112503,-0.11570381189225001,-0.1375383355009,-0.1460486707296,-0.18617615302967502,-0.34490955401924994,-0.20879333129025,-0.41173421280825,-0.120787574603435,-0.22584996704,-0.1099005925991,-0.34584083720375,-0.162846245731225,-0.2801055357085,-0.34381617339174997,-0.40186335673725,-0.33653459268499997,-0.13358876714265,-0.22062096086275002,-0.154911880328125,-0.35292767438375,-0.32808069444300003,-0.15403862818890002,-0.25158214373050003,-0.3076841125515,-0.2734302277865,-0.20281957311174997,-0.03354778952535,-0.43531826139199997,-0.07711089367917501,-0.453319655499,-0.37983061527774997,-0.23526617640132502,-0.142577028222,-0.18120297642139999,-0.23346830609850003,-0.111041296657225,-0.08654505941539999,-0.586195474652,-0.18392043494235,-0.179560581275325,-0.206835478628,-0.23462023145025,-0.45635883864475,-0.17235338217325,0.060548811023635005,-0.170388932822625,-0.08979796698715602
TGFBR2,-0.41108852721425,-0.35981378259475,-0.182223952688,-0.5761230404844999,-0.49582773269424996,-0.302023089771,-0.12743725239707498,-0.0497190227537125,-0.22910850224225,-0.27623554173250003,-0.532791322912,-0.22954740642100002,-0.29466901025625003,-0.3434995819465,-0.34697342008925,-0.40906980174950003,-0.46778025120350003,-0.35011739061625,-0.39917323339474997,-0.08398969149044999,-0.26700980478375,-0.2669245172375,-0.37784938879700003,-0.30053873108925,-0.23167721165549998,-0.4568156120585,-0.37518967105925,0.033324600058399996,-0.28607677158675,-0.48545240512025,-0.16159354601110001,0.00492436967422475,-0.10196801640144999,-0.1585602350875,-0.18149016183424999,-0.35551767149625,-0.314778237475,-0.30835773535425004,-0.28524330274175,-0.5054617399245,-0.014396237421124999,-0.1372508309897,-0.475409349817,-0.18462420493099999,-0.384280200022,-0.5970607062255,-0.22461267358599998,-0.56146957360775,-0.39870231930899996,-0.34145912107924997,-0.60054525765175,-0.19098485238755,-0.173115894324,-0.388716512769,-0.3906026513495,-0.26512631700074996,-0.1402357268505,0.03569361379257,-0.11930063214807501,-0.20706486815000003,-0.20298483971325,0.024467739039774998,0.04867299519399999,0.058007730224672496,-0.160933176465,-0.1930425214695,-0.14466796797025,-0.10899354845129999,-0.0513472538021,-0.2145120819405,-0.408907108728,-0.18792691974800002,-0.499641334621,-0.168273362142975,-0.146655119546,-0.08846899171745,-0.43949657008225,-0.18338974347269998,-0.30103294848749995,-0.54253220204075,-0.35645808291424996,-0.36585029627175003,-0.13100450901875,-0.23709912480625,-0.16859182035300002,-0.48600098768300004,-0.30580446086675,-0.13434003619425,-0.2934145574725,-0.41421235456399996,-0.23314890782175002,-0.27871685833875,-0.01392842062217,-0.51701518203825,-0.0834455862624,-0.416382895494,-0.48361280550124996,-0.267743796712,-0.13969240234605002,-0.2334683060985,-0.062304883655999996,-0.057714892822649994,-0.08616788641042501,-0.5875589971105,-0.1476856234525,-0.1544769759205,-0.20231180256725,-0.2731954280085,-0.523662637938,-0.16697568101842503,0.060611243087175,-0.170564172336,-0.04515544310992234
TMEM173,-0.349172489184,-0.33236077795175,-0.131789833123375,-0.43742206593599997,-0.42467117137525,-0.13909691389125,-0.066051571580265,-0.0182990108067975,-0.130802767629075,-0.15431835339875,-0.563340192335,-0.18929572332325,-0.12831103365649998,-0.24508977305625,-0.29588334880850004,-0.34900177870625,-0.5754605581745,-0.31592633968625,-0.41740099162825,-0.101759425635225,-0.221179013969725,-0.190317061655,-0.2777273588625,-0.1142325178448,-0.1586793482005,-0.373774721684,-0.40788928061075,0.087199452040425,-0.22910374518875,-0.3582310092165,-0.145050147229875,0.0282635974501275,-0.14223885739824998,-0.210856402167,-0.17037194277075002,-0.27458076551175004,-0.25810952146724997,-0.227990353175,-0.2889386381385,-0.458978841104,0.018581651201614997,-0.0945232515702,-0.5072332233900001,-0.098213467752125,-0.3951500494265,-0.5449019321205,-0.203876601678,-0.50221592625,-0.36721563016400005,-0.31302723278575,-0.44438008028825,-0.155166690152125,-0.17402721351349998,-0.29976448072325,-0.28715877188600003,-0.2373349822105,-0.1194455257886,0.14069506501825002,-0.09139480599739999,-0.21625074306449998,-0.082534391734175,0.06357157340554999,0.0538149084757,0.070249090804975,-0.09682063346759999,-0.0918919814243,-0.114089145148025,-0.123280160386775,-0.038509016180849995,-0.14876090972705003,-0.31459788916525,-0.11018765610845,-0.44168180434175,-0.16405857041785,-0.10734035714080001,-0.0455803264688,-0.36129327238574993,-0.1383772515402,-0.22192439873675002,-0.459723504551,-0.336698949661,-0.27797069608575,-0.0839626972983,-0.18908030979650997,-0.10172002562052501,-0.3684934284345,-0.240864910024,-0.08239757647405,-0.19685016591475,-0.27482829922950003,-0.19902449027324998,-0.15157317453062502,0.0161617060348,-0.43856539914625003,-0.070693193489625,-0.355911245684,-0.47586105193125006,-0.2776863535435,-0.07043629108386501,-0.11104129665722501,-0.057714892822649994,-0.037950618694905,-0.054243358582700005,-0.534556334501,-0.10179152852275,-0.10553830443074999,-0.1155610234287,-0.164233650905,-0.43671747347525003,-0.0697969067395875,0.098303357490275,-0.06983356054010001,-0.010870760748710767
TMSB4X,-0.30474733702375,-0.3093714672815,-0.16133118344975,-0.44211116966325004,-0.25923676010175,-0.08521570197525,-0.07968775830045,-0.039677874704425,-0.12797838089325,-0.13677202171105,-0.527497681506,-0.1686566522335,-0.12021457417625,-0.26054590864075,-0.24353887420475,-0.328968326463,-0.59399529972,-0.29295314660599997,-0.4004340321045,-0.07614147987275,-0.19360894500915,-0.1613935061745,-0.21969206556999998,-0.086845562972025,-0.12984348407899998,-0.40602344836400006,-0.36699827886775,0.0529789319475,-0.155895088742725,-0.30700743789749996,-0.15430415181525,-0.005065760370032499,-0.21857656411725002,-0.2056949520275,-0.15529909720125,-0.197484368844,-0.19550793633725,-0.19850397763525002,-0.24788979549075,-0.37622253344624995,-0.026259315617607498,-0.08663003198790001,-0.43898888156,-0.13653783894875,-0.3376902865135,-0.4961483808475,-0.16258798439325,-0.4024880044425,-0.36740283460025003,-0.25916955981324996,-0.411731060529,-0.13581181817107502,-0.1598711912045,-0.26405926037399996,-0.25574443633,-0.253380483354,-0.143737429927575,0.08310884443330001,-0.1197338478985,-0.19830734881200002,-0.08036734994207499,0.019378328277675,0.019740118322224998,0.020980148798600003,-0.102445276216,-0.10871560366972499,-0.0951767032915,-0.2035920991447,-0.059996272675949994,-0.12926187598799999,-0.22040854705275,-0.10653697168895,-0.39417006390075005,-0.160982317597575,-0.1032767707275,-0.04938028274655,-0.26463184690499997,-0.1331466695776,-0.20107255576525002,-0.47207836808225,-0.31743235340175,-0.25067722946325,-0.096868747271975,-0.177346456838475,-0.11357189770785,-0.30950629295025,-0.18585533431675,-0.098974603578725,-0.14969691577025002,-0.20694603558249997,-0.2359987757645,-0.11375925435217499,-0.0145568596973575,-0.3972734588335,-0.074867415841775,-0.2923771124005,-0.435095493668,-0.25294765408375,-0.04682698281231,-0.0865450594154,-0.086167886410425,-0.0542433585827,-0.04449757070577501,-0.5808290924775,-0.12681945755375001,-0.0880863885786,-0.12563066531349998,-0.14515200822335,-0.3510314739425,-0.0932877365249,0.040160347947375,-0.09368060867545,-0.04252501350768667
