,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,CBARP,FOXL2NB,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,RP5-862P8.2,KIF18B,KIF2C,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN12,PTPN13,PTPN9,RHOXF2B,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318
RP5-862P8.2,-0.648556812036,-0.6079027584910001,-0.37872209414700003,-0.555551318296,-0.556507218886,-0.516355953752,-0.404937385929,-0.408368654777,-0.5099651860050001,-0.647929866308,-0.487634447673,-0.436431741416,-0.540021985908,-0.484539292776,-0.523135447233,-0.652154934388,-0.63467627013,-0.6437116267840001,-0.383912446414,-0.535813369541,-0.298382915329,-0.543691045635,-0.387856999804,-0.507364634688,-0.5563533763530001,-0.526213114368,-0.19690335748799997,-0.56771625781,-0.589207927769,-0.401250747144,-0.305104774721,-0.38772729034599995,-0.313078480045,-0.489006730838,-0.664317276155,-0.563117399825,-0.6220803652369999,-0.5595177961159999,-0.596036647808,-0.45119021864799996,-0.60193308618,-0.385244878296,-0.5880631642149999,-0.657310913669,-0.6939114250689999,-0.7467713880310001,-0.534386525786,-0.533740621022,-0.605169839059,-0.553578546884,-0.508296945081,-0.661835445614,-0.351777041743,-0.43531072991,-0.402238891661,-0.125661633518,-0.387320050752,-0.6056541054169999,-0.398557729548,-0.225486774622,-0.223557960903,-0.172399017716,-0.39682014372599994,-0.459751281439,-0.39234020150700005,-0.379578618912,-0.523264522862,-0.570417925886,-0.444311069186,-0.646454374398,-0.507890695952,-0.47722788992,-0.552330783278,-0.633260527753,-0.6147476402800001,-0.631272884661,-0.38036323018299995,-0.576135201857,-0.38474328527199997,-0.6256053285350001,-0.58059191076,-0.35441180637900005,-0.445531021534,-0.570044216774,-0.414141786724,-0.5062672112250001,-0.624395176703,-0.36483541693899996,-0.644250143763,-0.558210387588,-0.611206254828,-0.374430651069,-0.47949591443000006,-0.44957324738999993,-0.291366094293,-0.60222498176,-0.352678548845,-0.382415061308,-0.45935888227300004,-0.522958794714,-0.598258096952,-0.36404012791199997,-0.0499367739702,-0.49044131296800003
KIF18B,-0.480377378899,-0.472666341715,-0.335313633098,-0.571036083433,-0.451302687345,-0.39126512036399996,-0.298374998526,-0.289396240443,-0.334845353893,-0.650608267734,-0.354884439903,-0.269252332939,-0.38072268370800005,-0.326048887427,-0.491967985868,-0.686988249508,-0.5984821504110001,-0.551275376439,-0.347177261748,-0.5302868615690001,-0.34911274565300005,-0.467982143757,-0.211500346629,-0.36195845756399997,-0.496847720093,-0.526353641951,-0.30514215625999996,-0.480303035543,-0.43915879116800005,-0.310663263228,-0.23742524709899998,-0.435553027107,-0.23957866614999998,-0.404308986797,-0.48606619763000003,-0.509360835926,-0.45310417831999994,-0.505073718128,-0.479090462848,-0.28350556095,-0.616355550568,-0.247929264987,-0.499749392254,-0.669863333641,-0.383051625465,-0.597355518906,-0.386280231597,-0.411027286619,-0.5765677306360001,-0.39766175812700005,-0.364784920878,-0.481060727564,-0.43531072991,-0.223803829124,-0.578138751577,-0.241874467826,-0.313456390697,-0.397065448672,-0.268276629804,-0.23678823358399997,-0.289496191922,-0.27523878323,-0.270167676534,-0.32113901792,-0.41052454481399997,-0.461217135506,-0.317469846324,-0.538986267015,-0.379564868626,-0.693680452209,-0.471352466499,-0.458687012695,-0.30095731419,-0.5691333589850001,-0.464394690522,-0.40553422409400003,-0.23200169211899999,-0.479568853812,-0.250449105302,-0.552833408857,-0.523703905669,-0.302255497832,-0.41052613272200006,-0.42707888601800004,-0.38159553200199997,-0.338393965021,-0.600539444889,-0.230296529161,-0.487006873486,-0.622706357188,-0.554315917047,-0.344562244808,-0.399890765282,-0.26488608331999997,-0.281197399514,-0.507099447227,-0.261695058885,-0.257549806447,-0.27333527791400003,-0.38438742121200004,-0.556086906957,-0.24883136353,-0.20670674754,-0.258405802375
KIF2C,-0.467770741535,-0.45620544666699997,-0.291068240303,-0.548600092963,-0.562445309652,-0.24612089695099998,-0.243980700107,-0.251877868279,-0.27995734223200003,-0.629703873259,-0.38099698710999996,-0.180479167434,-0.391658598248,-0.343656456688,-0.486225743795,-0.7029018632840001,-0.5568461422469999,-0.6534030810620001,-0.299860046342,-0.48110261518700004,-0.302736746201,-0.425534753809,-0.15682580366499999,-0.262993894395,-0.518769961534,-0.474266878466,-0.0893288707849,-0.38708582464,-0.37685621434,-0.29081464752700004,-0.09254032942610001,-0.364084198692,-0.177175778248,-0.318332747075,-0.43684925163500005,-0.488223797824,-0.474591817253,-0.518105498975,-0.485165544772,-0.259522479709,-0.518859007694,-0.201045620279,-0.515291900049,-0.595763794123,-0.389949706006,-0.544133898021,-0.443158238559,-0.400390523068,-0.530572425294,-0.36477871895999997,-0.352049461273,-0.451296113582,-0.402238891661,-0.578138751577,-0.174932710845,-0.09412649077839999,-0.261766367885,-0.334468871642,-0.218555477228,-0.08729226303089999,-0.0897160005023,-0.09010999502260002,-0.208333168394,-0.248662520114,-0.227057562794,-0.394283617539,-0.261493918183,-0.44891239202399996,-0.25085187258999997,-0.705662605524,-0.41072790173600005,-0.35015184602,-0.30890266636,-0.5519637588390001,-0.425010552039,-0.455150788308,-0.145081181683,-0.496158525628,-0.181974343744,-0.480847329784,-0.413987924122,-0.198294277931,-0.32842148358199996,-0.404697736814,-0.397789593269,-0.32793865795000005,-0.6855661931899999,-0.22801480701,-0.468336513073,-0.520389580386,-0.436937457094,-0.29534293627700003,-0.333005907883,-0.199169548662,-0.20338156169,-0.591218909827,-0.27350816797,-0.22902244092799998,-0.218116464117,-0.36854488467200003,-0.567275351177,-0.183677787316,0.015720200964299998,-0.176126454842
KLF1,0.0135863109761,-0.149606829935,-0.0026346391826199997,-0.371845344717,-0.110572466179,0.16019378462300002,0.07965362069889999,0.0292467067032,-0.146116088186,-0.581475760075,0.113859905811,0.0372508597812,-0.201578323429,-0.124999207755,-0.33333680236900004,-0.6538717340160001,-0.289520333909,-0.193798524897,0.14119101887,-0.147943015395,0.0293308772291,-0.396723707937,-0.0034150849148200002,-0.06062529902219999,-0.39428781665,-0.317292584379,0.254905721512,-0.0851139882737,-0.39995096630000004,-0.011699105027,0.148249211438,0.0937391962308,-0.0326300710467,0.10884257959,-0.11975713983200001,-0.244278124119,-0.159041081899,-0.21121446070500002,-0.29131481820099997,0.108666475583,-0.327222950291,0.0534638214012,-0.29851894711800003,-0.39723072242299995,0.0602419906456,-0.232881012163,-0.139061768629,-0.239814271447,-0.368529485759,0.00015637330016799998,0.08499455932710001,-0.239122343343,-0.125661633518,-0.241874467826,-0.09412649077839999,0.173656429701,0.118422758596,0.102985883796,0.11153735498,0.19282785496100002,0.190803664674,0.205774868615,0.11578342815199999,0.08034904743539999,0.0810554769893,0.043472911781900006,0.0799557375212,0.0496462255411,0.0681044654897,-0.397542414843,-0.0318331633795,0.0655863143503,-0.0536127297391,-0.486495967702,-0.47432000836599997,-0.24198691581300003,0.0731606341972,-0.158531777969,0.10841772378699999,-0.138662853002,-0.11483344843900001,0.153344425656,-0.0477014994753,-0.10279643954399999,-0.151388688532,0.0108256444896,-0.31903995691799997,0.106804652793,-0.165861511785,-0.23404318610999997,-0.101618935297,0.20084721694600002,0.12882400639900002,-0.00408265708988,0.11827501951500001,-0.568083657298,0.0578757734552,0.123520884554,0.039801409562800004,0.0421247872255,-0.36053167655900004,0.0443779249776,0.243135538112,0.12538542702299998
KMT2A,-0.45389746330700004,-0.516753616299,-0.260875040037,-0.472784972483,-0.411788385314,-0.240008103435,-0.198483673703,-0.27838539244000005,-0.293108018985,-0.6079948171339999,-0.349628423266,-0.235464709251,-0.35204308796800005,-0.326785781366,-0.45452226655199995,-0.774964575741,-0.469005890645,-0.518590433564,-0.23323052478300002,-0.47862463821199996,-0.287601006708,-0.386321165348,-0.192905164911,-0.304785492388,-0.555163006377,-0.452790098926,0.00395396930375,-0.329286513258,-0.343715500956,-0.288744491787,-0.0267862846341,-0.236899165739,-0.208825411827,-0.22735739421700002,-0.36082319080799996,-0.435862033745,-0.400996351218,-0.46829392760099997,-0.492387914058,-0.26037406355,-0.502961477091,-0.211183133606,-0.504001989085,-0.6116996253320001,-0.336641288758,-0.538661214573,-0.44786053532700004,-0.353867764952,-0.5702871043,-0.274144018853,-0.230465135057,-0.42380585481399996,-0.387320050752,-0.313456390697,-0.261766367885,0.118422758596,-0.118834304258,-0.292502449401,-0.235893209914,-0.005467865713489999,0.057479927614000004,0.0444644638948,-0.190765270431,-0.205072154659,-0.20423751599800002,-0.298780380099,-0.263777330812,-0.45609145828599995,-0.227823871831,-0.6841227895890001,-0.233253129973,-0.25050586721900003,-0.342204869963,-0.6269143291839999,-0.41857437401500003,-0.435884988132,-0.175139802321,-0.408555891566,-0.210206506581,-0.41820541515500004,-0.420191340611,-0.163019671019,-0.31065619207199996,-0.39163255470799996,-0.34589636105099997,-0.323475033475,-0.519338044253,-0.163381968337,-0.40649932598899996,-0.504848046853,-0.38748140508400003,-0.248403512808,-0.277680790922,-0.145556864092,-0.13489115948,-0.6527863922079999,-0.183919522013,-0.193446991919,-0.22691807712499998,-0.36447567635399997,-0.533441260514,-0.20824703024900001,0.0682369050442,-0.17723735734700002
LHX1,-0.588635289581,-0.447940172911,-0.425353012034,-0.573406389337,-0.606934019067,-0.315606098409,-0.282937832959,-0.356611379198,-0.326083811678,-0.5908393081059999,-0.495090998482,-0.296804081747,-0.44170132712899995,-0.41165982970200005,-0.442203724685,-0.729247948311,-0.5111763248910001,-0.512375500154,-0.347129184534,-0.490963098109,-0.378156153513,-0.408326645992,-0.265608008863,-0.328039254214,-0.632831045777,-0.47488183432,-0.058969499577,-0.482919997895,-0.437696958463,-0.302056988339,-0.224071155429,-0.318786003294,-0.259240642092,-0.365893252039,-0.49254230231299995,-0.488535034029,-0.570488756319,-0.541766368596,-0.49598807091700003,-0.341375151853,-0.553227100023,-0.296167375512,-0.637083159106,-0.654641255465,-0.562038451269,-0.5690494293339999,-0.35217339450400004,-0.476433467985,-0.5945920063260001,-0.354817005034,-0.383220987558,-0.614487684803,-0.6056541054169999,-0.397065448672,-0.334468871642,0.102985883796,-0.292502449401,-0.361828099146,-0.25426662434700004,-0.11377924837999999,-0.0997074126234,-0.0558350900146,-0.276403578694,-0.35335406298600003,-0.35035328727700005,-0.323177091175,-0.35613154262900004,-0.484196747563,-0.284355033048,-0.69344112157,-0.466393161448,-0.462946378156,-0.527342757083,-0.562938081572,-0.582987654888,-0.529270482982,-0.238770631506,-0.515661651817,-0.294912580122,-0.542077150589,-0.45225923353299996,-0.32617910818,-0.334228964327,-0.41949560782399997,-0.376655220675,-0.392839943437,-0.6396383157509999,-0.240718563647,-0.472676117971,-0.550653587794,-0.552158931364,-0.338739976802,-0.440344318941,-0.25398942375100003,-0.206184707496,-0.582017675259,-0.309093311727,-0.264003536913,-0.313584813297,-0.43876952041,-0.607076641776,-0.321269983269,-0.0408685020553,-0.359373441574
LYL1,-0.47553313528499996,-0.463811543188,-0.253224909679,-0.514395699658,-0.465934628895,-0.237561709362,-0.158918063332,-0.23371416344700002,-0.26039843035300003,-0.5983745416049999,-0.365764840541,-0.301915595262,-0.385120737337,-0.32578602568500004,-0.435264452373,-0.7950759876260001,-0.39963683228600005,-0.471926963622,-0.162678844997,-0.357570163394,-0.239693169778,-0.364786755186,-0.360883180087,-0.21068262417199998,-0.560295033168,-0.35828155846299997,0.011767110393999998,-0.295087215895,-0.441081823882,-0.211782858786,0.0011345417973499998,-0.16131884149700002,-0.360358267016,-0.20607102738400002,-0.295070516077,-0.415470725466,-0.370560410975,-0.469763182025,-0.525343723583,-0.244394997267,-0.519784178879,-0.195127853987,-0.47647149528300003,-0.6498617238859999,-0.34060472511100004,-0.528943112433,-0.434966957787,-0.548190848127,-0.598511553153,-0.282526012275,-0.17181343618500003,-0.546211478994,-0.398557729548,-0.268276629804,-0.218555477228,0.11153735498,-0.235893209914,-0.25426662434700004,-0.198644180389,-0.0114094066922,0.07648101391210001,0.0924077680278,-0.177038902927,-0.20196881223299998,-0.18113291489,-0.21425103748100002,-0.248337346677,-0.341493068177,-0.183478643602,-0.660512175081,-0.16033069126,-0.272374675758,-0.300973483813,-0.564999788991,-0.692565793717,-0.464239122892,-0.17069709227000002,-0.33897095319,-0.229631815187,-0.534597996572,-0.331590849663,-0.177017912853,-0.265114789425,-0.432665222522,-0.293320557145,-0.381432161707,-0.467638509506,-0.142212250385,-0.33150961436799997,-0.483801992486,-0.33391294362199997,-0.16508200865800002,-0.214149133065,-0.264141146851,-0.09326384096769999,-0.589242727712,-0.203452114109,-0.21449107417,-0.289838345405,-0.270708750958,-0.538029307359,-0.265464916451,0.0971771123297,-0.17348835304000002
MAML2,-0.221038811667,-0.319827050041,-0.029657781983699998,-0.285020643855,-0.381757740792,-0.0878621316364,-0.013009031784000001,-0.026441187085799997,-0.06702997125389999,-0.519788639201,-0.0516146903679,-0.0566526909352,-0.18370618347399997,-0.164072934755,-0.39955876657,-0.722112882559,-0.41314800913599997,-0.478993816745,-0.0803101759169,-0.23970175898600002,-0.0316309029739,-0.176675576793,-0.008700991213959999,-0.0112848922248,-0.44053359645,-0.229747932824,0.18302886516199998,-0.222555971889,-0.321229687762,-0.127614634065,0.108216642015,-0.0426644781726,-0.0838236673806,-0.11786217672499999,-0.148595365062,-0.20300826432799998,-0.19304833168299998,-0.27823048584800003,-0.32601485208299996,0.009372789599680001,-0.39657290548,-0.0411518416365,-0.35986081566,-0.5738622338139999,-0.102579670506,-0.46729610849200004,-0.23723188608000004,-0.19489189610500002,-0.40691519209700006,-0.107643352051,-0.059323114324900006,-0.26180930106,-0.225486774622,-0.23678823358399997,-0.08729226303089999,0.19282785496100002,-0.005467865713489999,-0.11377924837999999,-0.0114094066922,0.0465546499484,0.17720510657900002,0.155802544854,0.0208555830996,0.0269280883074,-0.032533698407,-0.100204371889,-0.059501502567499996,-0.233835416954,-0.0237159361934,-0.507004346002,-0.120180987438,-0.150219368972,-0.136310681956,-0.372945483751,-0.32852615019000003,-0.24096260998100003,-0.0352111222304,-0.17799847415800002,-0.0186904451278,-0.306586223673,-0.157399466218,0.024299888989200002,-0.08948677146169999,-0.207576548897,-0.125606261447,-0.139345225898,-0.390339905956,0.0186809504898,-0.250322912788,-0.411478200696,-0.330102921848,-0.0115106683532,0.0117835462766,0.023312114437,0.022365358791200003,-0.5938690149170001,-0.011276762344,-0.021200272126199998,-0.0150771244441,-0.0540501933317,-0.408393840688,-0.016834820857200002,0.177020568534,-0.00630989861257
MAP2K3,-0.194919726748,-0.253227388431,-0.0176606078802,-0.24937698844300002,-0.334494802325,-0.097512211389,0.05955314416659999,-0.0030727304818199998,-0.024883856159700003,-0.46090303920599995,-0.0185808771819,0.061108129705800006,-0.235544891679,-0.179785250614,-0.38033121568800005,-0.689159951199,-0.41378628311,-0.43468840277099996,-0.0416473373658,-0.316208415252,0.0195738659115,-0.173394089256,0.0625893148186,-0.03130160285,-0.44363005655500004,-0.33895860970299996,0.190111663006,-0.17834263650899998,-0.235350754461,-0.0949625358705,0.106500349874,0.00360855708576,-0.045682000167600004,-0.11024066434699999,-0.151333141244,-0.227272734912,-0.215898686694,-0.199344993418,-0.338210603525,0.0711829851657,-0.44291682108499997,0.020324709191299997,-0.35977233559699995,-0.559394975127,-0.0454733079252,-0.45166543799099995,-0.171239686048,-0.09622330506960002,-0.216410259693,-0.100199570827,-0.003946745644840001,-0.18663067523899998,-0.223557960903,-0.289496191922,-0.0897160005023,0.190803664674,0.057479927614000004,-0.0997074126234,0.07648101391210001,0.17720510657900002,0.143512351019,0.126099366942,0.0710536752042,0.0685962684403,-0.035749382582400006,-0.08635347067770001,0.0571432993995,-0.212846922371,0.0722105829695,-0.46506281605800004,-0.151419241462,-0.0596313394558,-0.061346584144900004,-0.391721016505,-0.143966334023,-0.159211120393,0.041720690842900005,-0.24219609054699998,0.058154669608,-0.211773804153,-0.17730282697299998,0.0579269509332,-0.0448067116656,-0.09699166644780001,-0.10943327563300001,-0.041000878816900004,-0.461835438644,0.11227505562000001,-0.302480950074,-0.32171406878000003,-0.21047163951099998,0.012701320166499998,-0.0344227001772,0.09800355855979999,0.036350669841,-0.556056380663,0.029404284200499998,0.0688562569652,0.0497581930257,-0.0140048860579,-0.41771149779600003,0.0690079628712,0.211912363304,0.0948218060022
MAP2K6,-0.21093953374299998,-0.177354357137,-0.039338773265900004,-0.279895073475,-0.389548040569,-0.021538422278400002,0.05986126461,0.027541105896,-0.0316976465301,-0.503799923221,-0.021732277410900003,0.0782092485749,-0.159239265171,-0.131863010942,-0.297551105035,-0.7486826441969999,-0.385933636819,-0.38723147713100003,0.00345196461589,-0.244608556842,0.0349173900773,-0.0780732477502,0.06255977902490001,-0.026903606710700002,-0.541734221236,-0.32021313554499997,0.184199412892,-0.192510956261,-0.215409921376,-0.08946574668519999,0.11046772460899999,-0.0384125409141,-0.12699300908,-0.0666668993955,-0.135084789785,-0.227675983008,-0.22346640433899997,-0.23229467631499998,-0.28523639175,0.0678166947533,-0.35556508029,-0.00330382363382,-0.25325315789,-0.576721267328,-0.07146655035510001,-0.361798813678,-0.190968527951,-0.152043295525,-0.200522419811,-0.012886201909999999,-0.044969418855400005,-0.198385597715,-0.172399017716,-0.27523878323,-0.09010999502260002,0.205774868615,0.0444644638948,-0.0558350900146,0.0924077680278,0.155802544854,0.126099366942,0.123891209598,0.034710379653699996,0.0517722952561,-0.0592414557695,-0.10661780563500001,0.0317928559784,-0.120693662941,0.0122386816005,-0.450541241145,-0.0957447578797,-0.0189018500942,-0.0435638828677,-0.37745473747599995,-0.330295655292,-0.146973569272,0.035876978240900005,-0.185547875012,0.063789767297,-0.223243780676,-0.09644301833069999,0.0397433980565,0.0138107380054,-0.056497349057,-0.019324246297400004,-0.009460064809200001,-0.357392110188,0.0736145059126,-0.232313635588,-0.237663381734,-0.222772478129,-0.00217511959515,-0.0005396916834630001,0.0812758351469,0.0367227544235,-0.549314950753,0.014839473310700001,0.0572606265075,0.0302102000201,0.013185806012799998,-0.38287733053,0.06834086119419999,0.184525199571,0.053667173935099996
MAP4K3,-0.34531001907,-0.43950402174099995,-0.250663265904,-0.532141395692,-0.485676853273,-0.162481958566,-0.118495201226,-0.190693530477,-0.27515573036400004,-0.6792267438099999,-0.285441815948,-0.188452510322,-0.290196516051,-0.243149185369,-0.42511439229099995,-0.674870358476,-0.458609023351,-0.499196993833,-0.124270588353,-0.34560339781800004,-0.190006011214,-0.35085065592200004,-0.124761398324,-0.212491048739,-0.44859619920500005,-0.415664359606,0.0476219660795,-0.339497932961,-0.467236255019,-0.2117055313,-0.0024641292300900002,-0.181078065598,-0.280300796286,-0.17272485856800002,-0.356605716228,-0.408053297717,-0.403669699329,-0.483481874153,-0.39654957094400006,-0.201013130893,-0.435594954256,-0.18903015318900002,-0.43284959409199997,-0.601442047105,-0.329779991632,-0.472849472654,-0.337029705851,-0.413278403033,-0.46808451786000005,-0.21396557637000002,-0.23282020739700002,-0.40881727779,-0.39682014372599994,-0.270167676534,-0.208333168394,0.11578342815199999,-0.190765270431,-0.276403578694,-0.177038902927,0.0208555830996,0.0710536752042,0.034710379653699996,-0.08358044115180001,-0.191251989392,-0.161455301219,-0.236706339338,-0.251556268701,-0.384148140891,-0.194515110579,-0.590596916127,-0.22736245011700001,-0.20378205467399998,-0.340067973913,-0.487441879356,-0.6013335985189999,-0.39390711927100003,-0.127782635262,-0.385599997574,-0.140389121229,-0.470801088448,-0.293547386961,-0.159852131971,-0.255415317587,-0.298942914617,-0.226784250209,-0.25971230636,-0.545062347738,-0.0699738690065,-0.48126637594599997,-0.44229168445699996,-0.341757783944,-0.18753429020799997,-0.22932019391800001,-0.156382678966,-0.09849326428750001,-0.5496919467620001,-0.187844738937,-0.148271142445,-0.155980899498,-0.256795732361,-0.485642132842,-0.197294684798,0.0862747550137,-0.197822530183
MAP4K5,-0.369105785173,-0.455955838127,-0.259779450762,-0.54193667526,-0.421840548921,-0.24209090442200001,-0.175861958506,-0.203256493021,-0.295949806175,-0.641665286491,-0.307754305216,-0.198026517872,-0.36525286757200004,-0.311022172714,-0.450942323593,-0.7326631289769999,-0.507830984063,-0.550006794621,-0.165272547719,-0.41019470837800004,-0.21562493001699998,-0.385612720966,-0.198029751792,-0.229678780077,-0.480159633354,-0.46448873902599996,0.0180454031282,-0.376431147081,-0.423153050345,-0.222347771062,-0.00600123156155,-0.226787019155,-0.158012251824,-0.22344438509700001,-0.42106800201300004,-0.47779232241999997,-0.448586657913,-0.520856383245,-0.535169586047,-0.21998302228500002,-0.5047110492710001,-0.204515499752,-0.528709260158,-0.577741350826,-0.3651297822,-0.5234474278769999,-0.474313044955,-0.42184982825999995,-0.508593846871,-0.317941373869,-0.26597485877300003,-0.46368486383199997,-0.459751281439,-0.32113901792,-0.248662520114,0.08034904743539999,-0.205072154659,-0.35335406298600003,-0.20196881223299998,0.0269280883074,0.0685962684403,0.0517722952561,-0.191251989392,-0.159774257497,-0.19357042578400002,-0.22910576624200002,-0.304366805087,-0.35417295325099996,-0.197915604846,-0.54659551766,-0.351210750456,-0.284357159426,-0.390667410743,-0.48076318943199997,-0.559811332432,-0.431789170748,-0.122426463063,-0.45627589683499997,-0.163278559804,-0.42915523261999994,-0.33999748999799995,-0.152223280528,-0.261687198077,-0.338813323059,-0.288772433847,-0.38118892886999994,-0.49420021788,-0.09364391681780002,-0.526973588412,-0.541234316649,-0.421229489499,-0.21829602194400002,-0.27131507694699997,-0.24422524441799998,-0.114750290997,-0.518530362669,-0.232803594788,-0.192263237812,-0.149299450677,-0.294079194827,-0.579434560899,-0.182701322028,0.0909210675387,-0.175753514386
MAP7D1,-0.411958491476,-0.478195677303,-0.236662295665,-0.46317325078500005,-0.5818150559449999,-0.250145877322,-0.24058601959800002,-0.21028787851599998,-0.24835450520100003,-0.586718480218,-0.29993886853,-0.238164026636,-0.334452872329,-0.328281850263,-0.44197184578500004,-0.7288776912639999,-0.620821143783,-0.5614119749409999,-0.269464939597,-0.386459725075,-0.250652289869,-0.35480472798,-0.16308977695000001,-0.28668064508200003,-0.473218687404,-0.477295442644,0.0010062191021,-0.33504517187,-0.387913026545,-0.2374325717,-0.08585970830350001,-0.383038575299,-0.31254408706799996,-0.271928791375,-0.426254411495,-0.47511961207099995,-0.499945063075,-0.535338812579,-0.54323952315,-0.19499125069,-0.49135417735799997,-0.13276051243200002,-0.463427929867,-0.6921778848819999,-0.369640323596,-0.529976539873,-0.42437603706200006,-0.409455062496,-0.548084573687,-0.286985629451,-0.315137590293,-0.44439594065399995,-0.39234020150700005,-0.41052454481399997,-0.227057562794,0.0810554769893,-0.20423751599800002,-0.35035328727700005,-0.18113291489,-0.032533698407,-0.035749382582400006,-0.0592414557695,-0.161455301219,-0.19357042578400002,-0.127893895463,-0.405152597906,-0.271467347175,-0.435580900415,-0.22492852593899998,-0.554534568209,-0.368564079331,-0.275679465231,-0.319285329507,-0.5729832170220001,-0.597061986383,-0.431770843532,-0.159323076194,-0.415918667747,-0.197400893202,-0.49778182249499997,-0.346457456174,-0.127259331199,-0.315311979538,-0.35043590057999996,-0.435928299727,-0.369068079582,-0.5807341979280001,-0.281741211456,-0.41377281414300005,-0.517903878955,-0.449301106778,-0.18250515726,-0.191163357778,-0.16252638771,-0.105763288716,-0.579033048159,-0.212201960003,-0.149393622644,-0.219127286389,-0.30305132619,-0.588005424828,-0.169185801699,-0.009142533147459999,-0.136800892399
MAPK1,-0.6377234624279999,-0.525731262514,-0.396967358205,-0.400682670375,-0.554523456843,-0.44454614257200004,-0.334492779199,-0.263109271095,-0.172125982148,-0.586138588248,-0.458367198596,-0.272380367594,-0.296751403937,-0.27928444644,-0.34886785674000004,-0.799899128722,-0.43738986561800003,-0.36381949353500004,-0.330375344351,-0.44862565819399997,-0.226842200918,-0.25072613576499997,-0.230531744575,-0.333484812698,-0.598175970789,-0.39888499571999997,-0.059842453815900004,-0.391141033612,-0.119674544822,-0.327423845407,-0.18983097340500002,-0.455720971004,-0.332346885046,-0.289313978299,-0.410966377213,-0.43051053308799997,-0.524215084677,-0.45458450002800005,-0.43793545658699995,-0.269623464563,-0.40351662062700006,-0.221278979413,-0.39632880522200004,-0.620796896317,-0.486991167341,-0.512456505134,-0.428428381363,-0.29076616268800004,-0.358519706995,-0.311245816146,-0.34685200521700005,-0.372581870458,-0.379578618912,-0.461217135506,-0.394283617539,0.043472911781900006,-0.298780380099,-0.323177091175,-0.21425103748100002,-0.100204371889,-0.08635347067770001,-0.10661780563500001,-0.236706339338,-0.22910576624200002,-0.405152597906,-0.240402011484,-0.311215481367,-0.410552815859,-0.247742410397,-0.584569792645,-0.48297098303400005,-0.349223501572,-0.35634751752300003,-0.6171119677019999,-0.382053326545,-0.43379212890600005,-0.269321445804,-0.41791608656400003,-0.297324624486,-0.26385822148800003,-0.284427537172,-0.25825801150100003,-0.24158591056200002,-0.288202364287,-0.36634866632299995,-0.210938290048,-0.568303461065,-0.23107878696800002,-0.446226570656,-0.538644363359,-0.475550688772,-0.23561747843199998,-0.220897120951,-0.16957389163800002,-0.333741252973,-0.701892291357,-0.326989963536,-0.24553687980099997,-0.291700239702,-0.40016686373300003,-0.573924199508,-0.216734460766,-0.0876857286874,-0.283619460251
