,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,CBARP,FOXL2NB,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,RP5-862P8.2,KIF18B,KIF2C,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN12,PTPN13,PTPN9,RHOXF2B,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318
CSRNP1,-0.107663271979,-0.277717584296,-0.023103695279599996,-0.290210071517,-0.415110743445,-0.0943228510143,0.011854786950999998,-0.0336864973633,-0.0366322787744,-0.41532235688600005,-0.0940408515308,-0.024381862011700003,-0.14693082746400002,-0.127802258971,-0.270718724864,-0.724675673825,-0.311170354133,-0.323853120173,-0.027636050303599998,-0.208024831822,0.0367636682856,-0.158034629108,-0.00577316987354,-0.006091305444100001,-0.41419610184,-0.180862190099,0.0751420021109,-0.18245288158599998,-0.22130448121100002,-0.08614770660530001,0.155119022651,0.0259122516429,-0.0343502273072,0.0158605044905,-0.0552110318063,-0.114303251811,-0.112378783707,-0.197849652318,-0.25848138424,-0.013543608326600001,-0.341541893673,-0.014300278101,-0.28379423109900004,-0.46293112792499996,-0.0557934226135,-0.325488023239,-0.185543200397,-0.26425084956,-0.390385100724,-0.09809417393589999,-0.021356970348,-0.24334495108100002,-0.19690335748799997,-0.30514215625999996,-0.0893288707849,0.254905721512,0.00395396930375,-0.058969499577,0.011767110393999998,0.18302886516199998,0.190111663006,0.184199412892,0.0476219660795,0.0180454031282,0.0010062191021,-0.059842453815900004,0.0277672676339,-0.224042341252,0.0348308250295,-0.43042099531499994,-0.0234392957271,-0.0512878629368,-0.056452597133,-0.313778656506,-0.389484677065,-0.22160171909899998,0.009999963510069999,-0.128582364047,-0.00645818593474,-0.244072819885,-0.128933034997,0.0270814574735,-0.03519283442019999,-0.12140655532099999,-0.0528266152588,-0.09876421493149999,-0.41285106395800003,0.0606963645805,-0.196959400518,-0.283103859561,-0.11669227871,-0.0672848088547,-0.062298369690699996,0.0234001578583,0.0758947213364,-0.554976632712,0.020245670566599996,0.0104009144699,-0.00853671645412,-0.00815156088943,-0.373620347628,-0.0282849521906,0.20823475770199998,0.0427675389271
DLX2,-0.539084335732,-0.473061688815,-0.35469161319799997,-0.5751104548120001,-0.586325118275,-0.456073929072,-0.307948775341,-0.30489587323600004,-0.463313114138,-0.691245287307,-0.484809533755,-0.346419768689,-0.436528472359,-0.40877406696,-0.464343415201,-0.7435667658149999,-0.578626204009,-0.59751590648,-0.31811190068100004,-0.508893749495,-0.226967144719,-0.49314503736000004,-0.169894976738,-0.457956275925,-0.578428352959,-0.472017553473,-0.18245288158599998,-0.330906887355,-0.515460315928,-0.292140294113,-0.214152535868,-0.37231102317599996,-0.29815393781300004,-0.41001584058300006,-0.532697228093,-0.5914630283910001,-0.551191675239,-0.54227629723,-0.546028847496,-0.406485657125,-0.552574891359,-0.313535995355,-0.525731358726,-0.673037967005,-0.503979528014,-0.635025811777,-0.404711390136,-0.6013610268590001,-0.590219695693,-0.32373846252599997,-0.46265249634800004,-0.518035227602,-0.56771625781,-0.480303035543,-0.38708582464,-0.0851139882737,-0.329286513258,-0.482919997895,-0.295087215895,-0.222555971889,-0.17834263650899998,-0.192510956261,-0.339497932961,-0.376431147081,-0.33504517187,-0.391141033612,-0.41045485550399996,-0.520588998554,-0.40582492977300005,-0.6416196049930001,-0.505786198071,-0.340611524803,-0.463671748439,-0.532621792271,-0.646964085796,-0.43267918225900004,-0.182815668365,-0.539699989353,-0.24084294845100002,-0.563679083519,-0.44500323323700003,-0.367962454641,-0.34331138773599995,-0.429941552816,-0.36700607841,-0.496993130334,-0.583313053935,-0.287175809018,-0.6492941848899999,-0.577662722152,-0.508007396498,-0.25861491544,-0.35889254921700003,-0.37666284230999997,-0.181550006027,-0.647771911215,-0.355544597898,-0.302416237436,-0.315073427295,-0.372981269499,-0.702868914342,-0.300999550361,-0.0494762578008,-0.404924204824
DUSP9,-0.604430720021,-0.452029062937,-0.47002883921300004,-0.530882627896,-0.533038095708,-0.41468262823700003,-0.383642412183,-0.41548953608499994,-0.589507624271,-0.587360529286,-0.40166927955,-0.600355145054,-0.47383382666699997,-0.49232094081999994,-0.5175915340039999,-0.651716988618,-0.659084968948,-0.654151995374,-0.406638941138,-0.543767057493,-0.4458788726100001,-0.606394737307,-0.447742829341,-0.500747717544,-0.5949851395229999,-0.465706790034,-0.22130448121100002,-0.515460315928,-0.357032700757,-0.382951433191,-0.31514158352,-0.297849489879,-0.291631184743,-0.345222636633,-0.649630856432,-0.644965926796,-0.632069192203,-0.63808038205,-0.524604240518,-0.391522334217,-0.52585274099,-0.402428763516,-0.5930677122110001,-0.668707346039,-0.513667713635,-0.599343904548,-0.6107068611300001,-0.588689216828,-0.63520814224,-0.5505031632840001,-0.564158378355,-0.547631561473,-0.589207927769,-0.43915879116800005,-0.37685621434,-0.39995096630000004,-0.343715500956,-0.437696958463,-0.441081823882,-0.321229687762,-0.235350754461,-0.215409921376,-0.467236255019,-0.423153050345,-0.387913026545,-0.119674544822,-0.596529512425,-0.605178191672,-0.379965531649,-0.6872864456479999,-0.468743733794,-0.448718154022,-0.577750612111,-0.66605396456,-0.620466168285,-0.555892377223,-0.469644825364,-0.61011039362,-0.39609338085199997,-0.7054090317849999,-0.508184796778,-0.381835142685,-0.482159540092,-0.6188832331499999,-0.5098460211,-0.5608725985540001,-0.550412513308,-0.303776177065,-0.658182993167,-0.584408897,-0.61028724819,-0.564916253882,-0.468650441504,-0.44162210564800003,-0.31415005216499997,-0.620499142693,-0.385924588399,-0.49023589237099996,-0.49955681453699996,-0.545173708035,-0.597522681079,-0.533587543604,-0.17194034406199998,-0.445560585872
EGR1,-0.355010610822,-0.38688795963399997,-0.37459990834600004,-0.5526133551269999,-0.320751509721,-0.196191854166,-0.250324320477,-0.21381408247699998,-0.284767985853,-0.635863046021,-0.282876822505,-0.27615052705800003,-0.430561851529,-0.358849024434,-0.479942791482,-0.7246684107350001,-0.40724407816200003,-0.508960833742,-0.21506571647199998,-0.48850689663400004,-0.240265953628,-0.329905909217,-0.243100090088,-0.252794962001,-0.537692692035,-0.461322538555,-0.08614770660530001,-0.292140294113,-0.382951433191,-0.19481591409000001,-0.123031615489,-0.27057833335000003,-0.27720861974100003,-0.24252108341200002,-0.357999133348,-0.494324477881,-0.451520638062,-0.51179701096,-0.424712200201,-0.287176113819,-0.494020344621,-0.214968168392,-0.454027556564,-0.557786871642,-0.344042336344,-0.516887786115,-0.397421486858,-0.36984979929799994,-0.551467334313,-0.20638972350200002,-0.308243049509,-0.426012060669,-0.401250747144,-0.310663263228,-0.29081464752700004,-0.011699105027,-0.288744491787,-0.302056988339,-0.211782858786,-0.127614634065,-0.0949625358705,-0.08946574668519999,-0.2117055313,-0.222347771062,-0.2374325717,-0.327423845407,-0.291474047731,-0.417478059036,-0.250329326384,-0.589998041993,-0.258733660436,-0.251192899487,-0.29425858339600003,-0.573523262715,-0.487323774983,-0.389307071655,-0.212645754516,-0.38920949532899995,-0.225434917643,-0.399821393807,-0.310199866908,-0.19341244497699997,-0.256071389418,-0.353414719938,-0.276027374783,-0.333404669812,-0.558041249374,-0.169478085568,-0.364393935988,-0.449553888762,-0.408266989038,-0.24625462737,-0.314976876513,-0.227570047073,-0.178215480571,-0.607199997653,-0.274860090314,-0.252593602001,-0.301787517244,-0.284586599148,-0.49936524356299994,-0.247483427367,0.00891415984903,-0.253569408601
ELMSAN1,-0.30695770008,-0.36058091275,-0.101898718993,-0.321906285724,-0.291673882619,-0.0323549658215,-0.045075096235800007,-0.113146326206,-0.10543994638399999,-0.545124603191,-0.114773552038,-0.059836410767999997,-0.20407536017099998,-0.180885078774,-0.393936413913,-0.665191359653,-0.49173901301899997,-0.450757387646,-0.0710891878642,-0.322507316737,-0.0751710143687,-0.263470553127,-0.048442532340799996,-0.0997345048371,-0.495517163605,-0.316317956874,0.155119022651,-0.214152535868,-0.31514158352,-0.123031615489,0.051422770367099996,-0.0713858258905,-0.0928749289953,-0.120767650307,-0.207163839744,-0.29664080562,-0.279234289728,-0.372104018401,-0.412538475136,-0.0243088434364,-0.442997266051,-0.0312631556487,-0.404478784462,-0.604583117329,-0.173252925761,-0.499893254176,-0.226288670876,-0.20832197599100002,-0.503842092233,-0.11524592454600001,-0.130558654509,-0.32766966552,-0.305104774721,-0.23742524709899998,-0.09254032942610001,0.148249211438,-0.0267862846341,-0.224071155429,0.0011345417973499998,0.108216642015,0.106500349874,0.11046772460899999,-0.0024641292300900002,-0.00600123156155,-0.08585970830350001,-0.18983097340500002,-0.056123577866199995,-0.254276227726,-0.014438556757399999,-0.510364931261,-0.16941488562100002,-0.12444510307000001,-0.09005713430230002,-0.429785163367,-0.350932466602,-0.248568907733,-0.05458780825730001,-0.24013556121500002,-0.0456245665014,-0.275663530246,-0.19566234991599998,-0.006026644510869999,-0.11649187322,-0.197876166177,-0.294031794979,-0.133140093613,-0.462687475357,0.0188760420124,-0.251251448757,-0.40701094241999997,-0.292883262237,-0.053778163396899996,-0.09150591324349999,-0.00039674445138999996,0.0040770169764299995,-0.645733169516,-0.0372174527744,-0.0434499202219,-0.0657512893506,-0.08232750206119999,-0.574689711069,-0.0346165951431,0.139783134631,-0.00167148391167
ETS2,-0.495552290114,-0.5110403237650001,-0.350502512968,-0.49463820228699995,-0.585805914127,-0.35789135155,-0.278915429206,-0.20425619968800002,-0.20157769722199997,-0.697647223392,-0.354330045869,-0.17515162169799997,-0.301679597861,-0.284173579623,-0.34550720679700003,-0.739809143873,-0.44500549678999995,-0.485980481923,-0.356140153186,-0.434015204695,-0.220083800141,-0.253526110889,-0.165028448845,-0.276303794014,-0.5639552463390001,-0.417384097054,0.0259122516429,-0.37231102317599996,-0.297849489879,-0.27057833335000003,-0.0713858258905,-0.148586865786,-0.322726684167,-0.284084493238,-0.37911974151699995,-0.48121122966200003,-0.501875462815,-0.44820644061000003,-0.443845790688,-0.20979062301100002,-0.448284131467,-0.19548561942899997,-0.38835196991400006,-0.647577988561,-0.43940219381000006,-0.609544135787,-0.411344795238,-0.346293057562,-0.43559036278700003,-0.273116103565,-0.282421788803,-0.40361410176299994,-0.38772729034599995,-0.435553027107,-0.364084198692,0.0937391962308,-0.236899165739,-0.318786003294,-0.16131884149700002,-0.0426644781726,0.00360855708576,-0.0384125409141,-0.181078065598,-0.226787019155,-0.383038575299,-0.455720971004,-0.24257288787200001,-0.415314069681,-0.193970176202,-0.571760504142,-0.403803210538,-0.285429442,-0.379836277791,-0.679045341332,-0.501616800934,-0.37287144041299997,-0.192212609451,-0.41241493955200004,-0.21955375581300002,-0.349783990102,-0.33284692486699996,-0.212255113717,-0.257272446083,-0.27136919705400003,-0.313609576135,-0.214435503842,-0.57974367309,-0.18063214222500001,-0.440799876579,-0.55185312353,-0.479515519075,-0.149183902937,-0.160853228667,-0.146439344547,-0.23558961693500002,-0.657099328343,-0.244481458658,-0.176411826471,-0.192472798153,-0.243846753878,-0.6025593332,-0.160050140537,-0.021341883728900002,-0.24239817915800002
FEV,-0.35198831880000003,-0.23042185680100002,-0.125530121271,-0.295279441232,-0.17408173730700002,-0.19360594093400002,-0.331572168203,-0.216885711608,-0.265608621547,-0.21313553879799998,-0.249865299541,-0.231813885055,-0.264750827267,-0.259010832403,-0.23721803355,-0.295775356954,-0.33259755972,-0.30607724762,-0.26868906874299997,-0.40676935528,-0.17642510229400002,-0.33262745045000003,-0.224693558684,-0.314843964057,-0.21853059923700002,-0.28558653654,-0.0343502273072,-0.29815393781300004,-0.291631184743,-0.27720861974100003,-0.0928749289953,-0.322726684167,-0.253171615365,-0.182072070781,-0.38201757824,-0.36436561304,-0.19287601929,-0.25527933284800003,-0.348757296581,-0.293321868898,-0.303769132849,-0.191912804551,-0.317378262314,-0.458319287099,-0.305334792024,-0.39861159946900004,-0.253005289981,-0.21840933136500001,-0.45072592739399997,-0.259928692462,-0.29869836764,-0.26182558113000004,-0.313078480045,-0.23957866614999998,-0.177175778248,-0.0326300710467,-0.208825411827,-0.259240642092,-0.360358267016,-0.0838236673806,-0.045682000167600004,-0.12699300908,-0.280300796286,-0.158012251824,-0.31254408706799996,-0.332346885046,-0.3565831709,-0.22749173908000003,-0.243385883349,-0.199555950705,-0.166692312154,-0.294369063151,-0.29963308363,-0.214730442375,-0.205066055167,-0.294179926037,-0.379020657811,-0.351809839705,-0.269864570049,-0.28355770524999996,-0.275390340027,-0.11604034136600001,-0.305618485872,-0.24176167841999996,-0.213409772498,-0.26408069421999997,-0.386447488698,-0.24288943110599998,-0.264672057274,-0.215894169284,-0.309457662045,-0.22425254518800003,-0.23673284964699998,-0.16253691162699999,-0.153696213234,-0.25000368803899997,-0.229687765683,-0.242046578882,-0.24004128537099997,-0.316514787576,-0.368724741016,-0.23455491630800002,-0.14530279734999998,-0.157684725891
FOSB,-0.527042674182,-0.458200784781,-0.267137780209,-0.519437269643,-0.485907639409,-0.372407239124,-0.17923066344500002,-0.193617732149,-0.24089773777399998,-0.5334950036630001,-0.37736381071900005,-0.18643345505999998,-0.373462473118,-0.303144884617,-0.45973099446099996,-0.696048424907,-0.53646763662,-0.5645334905780001,-0.39847376370399995,-0.39079333712,-0.155361460634,-0.312608364543,-0.12446595967,-0.24500243651200002,-0.49548174132600004,-0.42689446194200004,0.0158605044905,-0.41001584058300006,-0.345222636633,-0.24252108341200002,-0.120767650307,-0.284084493238,-0.182072070781,-0.27145909035,-0.36363920622699997,-0.42635178789000006,-0.38566508749399997,-0.427489686388,-0.423384049753,-0.242007547225,-0.492426647357,-0.1219867694,-0.477672021747,-0.664281811506,-0.352872711672,-0.55825821307,-0.40942606488600003,-0.360949117851,-0.351025383614,-0.25803529554,-0.280531940897,-0.485099741523,-0.489006730838,-0.404308986797,-0.318332747075,0.10884257959,-0.22735739421700002,-0.365893252039,-0.20607102738400002,-0.11786217672499999,-0.11024066434699999,-0.0666668993955,-0.17272485856800002,-0.22344438509700001,-0.271928791375,-0.289313978299,-0.21289553118299998,-0.404777074931,-0.208539231283,-0.603379453831,-0.44458030320299996,-0.354103286748,-0.343296564041,-0.51390474554,-0.469041851572,-0.38469530088,-0.132468575055,-0.45878606925099996,-0.16465078605900002,-0.461451349494,-0.329970983055,-0.179362700265,-0.290070426859,-0.381284031378,-0.360841398753,-0.30256731452,-0.526397766868,-0.159226524026,-0.417401066674,-0.600175594787,-0.540361299253,-0.15762730922700002,-0.17921598130999997,-0.155998657703,-0.16494154934,-0.507114093568,-0.262494285741,-0.207694697628,-0.175837772454,-0.28916640423,-0.61820736323,-0.16149966383199998,0.058882025421799995,-0.224139760803
FOXA1,-0.490937106938,-0.48521738409500004,-0.446984255695,-0.546367126755,-0.501525900374,-0.313892296305,-0.301646864837,-0.313101246479,-0.484453721318,-0.629039511499,-0.504371374727,-0.380492187472,-0.429618266339,-0.342941113033,-0.507328926401,-0.694141321801,-0.535440338768,-0.584850893707,-0.34088466202100004,-0.5027682055520001,-0.283852034806,-0.458725255581,-0.356556476847,-0.340684938803,-0.5088231883609999,-0.514229635632,-0.0552110318063,-0.532697228093,-0.649630856432,-0.357999133348,-0.207163839744,-0.37911974151699995,-0.38201757824,-0.36363920622699997,-0.39625243108999997,-0.534599145618,-0.555558907161,-0.60742652336,-0.557573503677,-0.377654685881,-0.602526688164,-0.29047781555700003,-0.49908478330300005,-0.627017566476,-0.566086785036,-0.627752070814,-0.442784408324,-0.618061643446,-0.566668265238,-0.40049215172200003,-0.531746709843,-0.52482636166,-0.664317276155,-0.48606619763000003,-0.43684925163500005,-0.11975713983200001,-0.36082319080799996,-0.49254230231299995,-0.295070516077,-0.148595365062,-0.151333141244,-0.135084789785,-0.356605716228,-0.42106800201300004,-0.426254411495,-0.410966377213,-0.47473139132299996,-0.44844369625,-0.430845264781,-0.612110887208,-0.499853862003,-0.438149023517,-0.538830083212,-0.574566353729,-0.694987040395,-0.479189692954,-0.261346833845,-0.570818858932,-0.280929946712,-0.578024925967,-0.456884006919,-0.38294795633400003,-0.391344190149,-0.40174047799900003,-0.357798301726,-0.5037713195979999,-0.597289449346,-0.23548889820399999,-0.522637496029,-0.576552976803,-0.52915643418,-0.377779975762,-0.47234034979500006,-0.47629351593999997,-0.21004558746399998,-0.661042897896,-0.425487504857,-0.421159924666,-0.358249165779,-0.383977304429,-0.640555038636,-0.297903303281,0.00901780237482,-0.403336704777
FOXA3,-0.528215171619,-0.453594544892,-0.473349740418,-0.573246653337,-0.5912187624840001,-0.375759499269,-0.442167633112,-0.367385302406,-0.535317020633,-0.66081774126,-0.591221779327,-0.44917724940700005,-0.47395738470700005,-0.407812074266,-0.535678771588,-0.780466682298,-0.603482310932,-0.632771002044,-0.43545223309799996,-0.542951410533,-0.414202111919,-0.552512582759,-0.448661803425,-0.42242042709100003,-0.554232632225,-0.563533309119,-0.114303251811,-0.5914630283910001,-0.644965926796,-0.494324477881,-0.29664080562,-0.48121122966200003,-0.36436561304,-0.42635178789000006,-0.534599145618,-0.47994784035099997,-0.600163992899,-0.543807747318,-0.519452840794,-0.434452798414,-0.538623992408,-0.33994724271399995,-0.605615068236,-0.614053970063,-0.611327997706,-0.604312691602,-0.494720293112,-0.580293002388,-0.6076227241309999,-0.41287122380999997,-0.623388609499,-0.595849244337,-0.563117399825,-0.509360835926,-0.488223797824,-0.244278124119,-0.435862033745,-0.488535034029,-0.415470725466,-0.20300826432799998,-0.227272734912,-0.227675983008,-0.408053297717,-0.47779232241999997,-0.47511961207099995,-0.43051053308799997,-0.561143159262,-0.528131718121,-0.491623148391,-0.646575809371,-0.59299511064,-0.435203529716,-0.5438675730070001,-0.523896004178,-0.5377115736029999,-0.42173830512599997,-0.31570703608899997,-0.61410855067,-0.33701262289800005,-0.578683873522,-0.456792936818,-0.439292298243,-0.478650254205,-0.507067293259,-0.380189489846,-0.548079683372,-0.553430896425,-0.330418496726,-0.5963434426650001,-0.636843813324,-0.55573194707,-0.41889095187200004,-0.492356922908,-0.44543852812,-0.270916600775,-0.5899039270750001,-0.514547176904,-0.528114275849,-0.408751939383,-0.411709440938,-0.524122394078,-0.372810148638,-0.032489109131,-0.47517659877999996
FOXF1,-0.586904101801,-0.51232487706,-0.5483988606669999,-0.590588143275,-0.557428207485,-0.411476399388,-0.39750308655100003,-0.337694379754,-0.537172153692,-0.629203457221,-0.5597457707360001,-0.374579824756,-0.47638780429300004,-0.41172636133100005,-0.534005551503,-0.791507319595,-0.636256232976,-0.572562568473,-0.39800968482,-0.485173457147,-0.33027996609099997,-0.536646634606,-0.370398828812,-0.45514201343000005,-0.548229454398,-0.608534176193,-0.112378783707,-0.551191675239,-0.632069192203,-0.451520638062,-0.279234289728,-0.501875462815,-0.19287601929,-0.38566508749399997,-0.555558907161,-0.600163992899,-0.363915998398,-0.619985029225,-0.576875898946,-0.399935065814,-0.661018676049,-0.36399744214699997,-0.61049310692,-0.647196244363,-0.601373955861,-0.632337457451,-0.512065085727,-0.609770295877,-0.648884938738,-0.36847085291599996,-0.5113048279819999,-0.5690219727920001,-0.6220803652369999,-0.45310417831999994,-0.474591817253,-0.159041081899,-0.400996351218,-0.570488756319,-0.370560410975,-0.19304833168299998,-0.215898686694,-0.22346640433899997,-0.403669699329,-0.448586657913,-0.499945063075,-0.524215084677,-0.515280263681,-0.531982152279,-0.465840373245,-0.722986995711,-0.602332123663,-0.409294260911,-0.575909502444,-0.569172206175,-0.6197703071239999,-0.533393806679,-0.299784170954,-0.600891395913,-0.390970712689,-0.556179578138,-0.49798063929200004,-0.407595352014,-0.422961782839,-0.47802537681,-0.366618127623,-0.509774304403,-0.5495025724279999,-0.352008907915,-0.602149250315,-0.720877907612,-0.538501408703,-0.43219234300899995,-0.552135692672,-0.435751512511,-0.306357596464,-0.683480998645,-0.427183621104,-0.403034802681,-0.36144852020499996,-0.434764530448,-0.615987455418,-0.319632526542,-0.0644423174358,-0.43526024919699996
FOXL2,-0.538733527426,-0.543642289006,-0.5329703568949999,-0.62614568868,-0.576953351126,-0.363744912913,-0.488107706835,-0.40189513013899997,-0.5298833637,-0.442100865818,-0.556641113752,-0.498497592234,-0.485175170228,-0.38493183834100003,-0.477520108024,-0.767290190326,-0.588855832813,-0.715185824826,-0.4862721123899999,-0.533937111659,-0.5090124199,-0.564400088403,-0.388033181409,-0.45026173178900003,-0.44145155767,-0.496538263607,-0.197849652318,-0.54227629723,-0.63808038205,-0.51179701096,-0.372104018401,-0.44820644061000003,-0.25527933284800003,-0.427489686388,-0.60742652336,-0.543807747318,-0.619985029225,-0.46913377454800004,-0.499581030426,-0.472619537499,-0.572855198144,-0.351895022826,-0.614271340672,-0.632780208582,-0.540834405052,-0.651415791386,-0.537862580033,-0.523774641256,-0.601680938116,-0.3747536051,-0.606375727538,-0.549245475809,-0.5595177961159999,-0.505073718128,-0.518105498975,-0.21121446070500002,-0.46829392760099997,-0.541766368596,-0.469763182025,-0.27823048584800003,-0.199344993418,-0.23229467631499998,-0.483481874153,-0.520856383245,-0.535338812579,-0.45458450002800005,-0.5492525140460001,-0.5262792863979999,-0.489731944432,-0.736360755516,-0.498209170079,-0.52179687672,-0.559802182033,-0.612010635992,-0.527657289714,-0.612068422219,-0.330694304716,-0.569805210952,-0.37491402671400004,-0.6884926344399999,-0.5204582507769999,-0.39969141354500004,-0.49545989032300003,-0.46489018441299995,-0.443417844213,-0.517832237546,-0.659722223273,-0.299581026625,-0.601236129077,-0.601831173779,-0.585591699695,-0.479989670923,-0.576029943878,-0.438827892471,-0.369076611636,-0.5504639752480001,-0.526377510458,-0.49753063008599996,-0.42720395229,-0.517240585364,-0.543802062831,-0.331109595094,-0.0925864412941,-0.525646248987
FOXO4,-0.46809254443400006,-0.493576651988,-0.517157412444,-0.494281716654,-0.645223037725,-0.392017800503,-0.49699087326200003,-0.429588118605,-0.488212415146,-0.647071837355,-0.561659931887,-0.51558651485,-0.436981850871,-0.456162860085,-0.492454660625,-0.666708215734,-0.549673702476,-0.568208436379,-0.491457988309,-0.436941998848,-0.48458877586800003,-0.543996240833,-0.478818869115,-0.472700756965,-0.467454183506,-0.520018282871,-0.25848138424,-0.546028847496,-0.524604240518,-0.424712200201,-0.412538475136,-0.443845790688,-0.348757296581,-0.423384049753,-0.557573503677,-0.519452840794,-0.576875898946,-0.499581030426,-0.41862702925399997,-0.481683795136,-0.635085653655,-0.537387372213,-0.49149005463100004,-0.622580013786,-0.44441026513000004,-0.593962747413,-0.5298417506449999,-0.577463516473,-0.5610343681350001,-0.5828721474440001,-0.5279781484089999,-0.514126211097,-0.596036647808,-0.479090462848,-0.485165544772,-0.29131481820099997,-0.492387914058,-0.49598807091700003,-0.525343723583,-0.32601485208299996,-0.338210603525,-0.28523639175,-0.39654957094400006,-0.535169586047,-0.54323952315,-0.43793545658699995,-0.507631693571,-0.49797365485,-0.460435485717,-0.661998367499,-0.578951888205,-0.502033651717,-0.511640326582,-0.512451801466,-0.5650644116800001,-0.538300721607,-0.43589890751000004,-0.523578872703,-0.44088875580200004,-0.544391367114,-0.561380003579,-0.46720924583400003,-0.49527180267300003,-0.469774072833,-0.503552928589,-0.59246056874,-0.46245905657799996,-0.40429258102300003,-0.546866389043,-0.512584760396,-0.596739692239,-0.476122070317,-0.454493972339,-0.491885639115,-0.390267640484,-0.49000717685199996,-0.535054554019,-0.494084227777,-0.463634626944,-0.48610185492700003,-0.484309869033,-0.47960875718199997,-0.103820794333,-0.55646807697
GLB1L2,-0.40468737183200004,-0.45068455445100003,-0.343752500049,-0.502398726276,-0.522971587622,-0.271305197051,-0.19656570571499998,-0.22032539957199998,-0.256578798801,-0.640629677555,-0.334216991904,-0.308304611427,-0.388706247464,-0.37098403760399995,-0.44774687561399995,-0.763494230079,-0.526516666155,-0.537087804535,-0.238028551893,-0.408808801778,-0.25197387230900004,-0.391680068398,-0.286004346769,-0.23525387921100002,-0.525016458111,-0.48303946881000004,-0.013543608326600001,-0.406485657125,-0.391522334217,-0.287176113819,-0.0243088434364,-0.20979062301100002,-0.293321868898,-0.242007547225,-0.377654685881,-0.434452798414,-0.399935065814,-0.472619537499,-0.481683795136,-0.308209073279,-0.508909434746,-0.1936589906,-0.501555452505,-0.5654955387789999,-0.320197264855,-0.580017526199,-0.357480704626,-0.419287889231,-0.5212987861280001,-0.34145755235299996,-0.293682174564,-0.4665759581600001,-0.45119021864799996,-0.28350556095,-0.259522479709,0.108666475583,-0.26037406355,-0.341375151853,-0.244394997267,0.009372789599680001,0.0711829851657,0.0678166947533,-0.201013130893,-0.21998302228500002,-0.19499125069,-0.269623464563,-0.258167543464,-0.405988425066,-0.27062467590100003,-0.603393237044,-0.268697623572,-0.305545573237,-0.403794824743,-0.5282038723100001,-0.5232298535100001,-0.419232814497,-0.191089789089,-0.404884557801,-0.2199576007,-0.434525235242,-0.371485040872,-0.198722862657,-0.29487002452399996,-0.38636818038500004,-0.33869222232900004,-0.35181627747,-0.478827128764,-0.17287643201699998,-0.416104051187,-0.490090129772,-0.415162243047,-0.213627781992,-0.287985534753,-0.21942602660799998,-0.11461055456399999,-0.548228519191,-0.244738361712,-0.257037498425,-0.255180721052,-0.319567327843,-0.564623827615,-0.216314138061,0.103567229624,-0.208845138314
