	b.mean	b.std	a.mean	a.std
AHR_-_17338164.23-P1P2	-0.33158748111	0.0469073112954	-0.33158748111	0.0469073112954
AHR_-_17338168.23-P1P2	-0.318926456668	0.0437926491436	-0.318926456668	0.0437926491436
ARID1A_+_27022167.23-P1P2	-0.411709728744	0.0500375646809	-0.411709728744	0.0500375646809
ARID1A_-_27022243.23-P1P2	-0.210253541992	0.0234279952787	-0.210253541992	0.0234279952787
ARRDC3_+_90679525.23-P1P2	-0.0979465882351	0.0203086551983	-0.0979465882351	0.0203086551983
ARRDC3_-_90679309.23-P1P2	-0.149085426842	0.0217460804647	-0.149085426842	0.0217460804647
ATL1_+_50999374.23-P1P2	-0.459068855788	0.0532395614742	-0.459068855788	0.0532395614742
ATL1_-_50999367.23-P1P2	-0.367324211278	0.0495066441331	-0.367324211278	0.0495066441331
BAK1_+_33548177.23-P1P2	-0.393482767801	0.0624433319896	-0.393482767801	0.0624433319896
BAK1_-_33548176.23-P1P2	-0.413685938254	0.0571844515318	-0.413685938254	0.0571844515318
BCL2L11_+_111878321.23-P1	-0.146784973787	0.0320669429059	-0.146784973787	0.0320669429059
BCL2L11_-_111878313.23-P1	-0.0708200250968	0.0274598118605	-0.0708200250968	0.0274598118605
BCORL1_+_129116278.23-P1P2	-0.0146260047615	0.0233220342444	-0.0146260047615	0.0233220342444
BCORL1_+_129116290.23-P1P2	-0.0946030607509	0.0273580062812	-0.0946030607509	0.0273580062812
BCR_-_23522065.23-P1P2	-0.0440933153956	0.0396706935011	-0.0440933153956	0.0396706935011
BCR_-_23522198.23-P1P2	0.0334451375117	0.0242625135748	0.0334451375117	0.0242625135748
BPGM_+_134331304.23-P1P2	-0.096944734925	0.012307021025	-0.096944734925	0.012307021025
BPGM_+_134331476.23-P1P2	-0.139296502951	0.0220287451506	-0.139296502951	0.0220287451506
C19orf26_+_1238161.23-P1P2	-0.163378018502	0.0154094240188	-0.163378018502	0.0154094240188
C19orf26_+_1238358.23-P1P2	-0.0837838821819	0.0258493468803	-0.0837838821819	0.0258493468803
C3orf72_-_138665928.23-P1P2	-0.470254529921	0.0674215753689	-0.470254529921	0.0674215753689
C3orf72_-_138665944.23-P1P2	-0.537680719969	0.0736113962969	-0.537680719969	0.0736113962969
CBFA2T3_+_89043662.23-P2	-0.185163564002	0.0331760849619	-0.185163564002	0.0331760849619
CBFA2T3_+_89043673.23-P2	-0.136172600806	0.0170169378914	-0.136172600806	0.0170169378914
CBL_+_119076546.23-P1P2	-0.120056432037	0.0156583178135	-0.120056432037	0.0156583178135
CBL_-_119076622.23-P1P2	-0.122512520509	0.0221606081598	-0.122512520509	0.0221606081598
CDKN1A_+_36646320.23-P1P2	-0.288498240001	0.0285515317641	-0.288498240001	0.0285515317641
CDKN1A_-_36646141.23-P1P2	-0.169283247792	0.0153258700407	-0.169283247792	0.0153258700407
CDKN1B_+_12869867.23-P1P2	-0.270216640642	0.0369048348354	-0.270216640642	0.0369048348354
CDKN1B_-_12869956.23-P1P2	-0.246412464922	0.0400379247675	-0.246412464922	0.0400379247675
CDKN1C_-_2907198.23-P1P2	-0.398217024389	0.0580555914234	-0.398217024389	0.0580555914234
CDKN1C_-_2907316.23-P1P2	-0.242094574788	0.0324980680858	-0.242094574788	0.0324980680858
CEBPA_+_33793624.23-P1P2	-0.580183623132	0.0713233464454	-0.580183623132	0.0713233464454
CEBPA_+_33793774.23-P1P2	-0.731820936056	0.1084659205	-0.731820936056	0.1084659205
CEBPB_+_48807216.23-P1P2	-0.46215695452	0.0511829957214	-0.46215695452	0.0511829957214
CEBPB_-_48807249.23-P1P2	-0.160229227477	0.0397533396379	-0.160229227477	0.0397533396379
CEBPE_+_23588994.23-P1P2	-0.498322075369	0.0678163713875	-0.498322075369	0.0678163713875
CEBPE_-_23589034.23-P1P2	-0.309538626366	0.0373479260726	-0.309538626366	0.0373479260726
CELF2_+_11059740.23-P1P2	-0.14023297444	0.0447286780431	-0.14023297444	0.0447286780431
CELF2_+_11206754.23-P1P2	-0.00728676227724	0.0243457068045	-0.00728676227724	0.0243457068045
CITED1_+_71526082.23-P1	-0.341754600285	0.0508410775549	-0.341754600285	0.0508410775549
CITED1_-_71526062.23-P1	-0.0493397193638	0.0293559973921	-0.0493397193638	0.0293559973921
CKS1B_-_61808483.23-ENST00000600888.1	-0.163245635104	0.0304432636857	-0.163245635104	0.0304432636857
CLDN6_-_3068282.23-P1P2	-0.302748543835	0.0326457809053	-0.302748543835	0.0326457809053
CLDN6_-_3068298.23-P1P2	-0.210751585609	0.0373234107265	-0.210751585609	0.0373234107265
CNN1_+_11649447.23-P1	-0.0969857455562	0.0379563971801	-0.0969857455562	0.0379563971801
CNN1_-_11649410.23-P1	-0.0984339867021	0.0277160811286	-0.0984339867021	0.0277160811286
CNNM4_-_97426363.23-P1P2	-0.168885852895	0.0187053322967	-0.168885852895	0.0187053322967
CNNM4_-_97426428.23-P1P2	-0.101043344095	0.0173004820495	-0.101043344095	0.0173004820495
COL1A1_+_48279052.23-P1P2	-0.519392351776	0.0786724705061	-0.519392351776	0.0786724705061
COL1A1_-_48279241.23-P1P2	-0.38100808935	0.0525520537589	-0.38100808935	0.0525520537589
COL2A1_+_48398427.23-P1P2	-0.356346932063	0.0418313008991	-0.356346932063	0.0418313008991
COL2A1_+_48398512.23-P1P2	-0.330251411217	0.0356758074186	-0.330251411217	0.0356758074186
CSRNP1_+_39196217.23-P1P2	0.0922421173823	0.0343681909184	0.0922421173823	0.0343681909184
CSRNP1_-_39196126.23-P1P2	0.0884488592986	0.0255438595541	0.0884488592986	0.0255438595541
DLX2_-_172967775.23-P1P2	-0.134941107186	0.0171965900587	-0.134941107186	0.0171965900587
DLX2_-_172967845.23-P1P2	-0.262070276627	0.0281789470778	-0.262070276627	0.0281789470778
DUSP9_+_152912501.23-P1	-0.33603787897	0.0396056691184	-0.33603787897	0.0396056691184
DUSP9_+_152912564.23-P1	-0.328069841071	0.0314969591248	-0.328069841071	0.0314969591248
EGR1_+_137800818.23-P1	-0.177090618879	0.0190579471247	-0.177090618879	0.0190579471247
