	AHR	ARID1A	ARRDC3	ATL1	BAK1	BCL2L11	BCORL1	BCR	BPGM	C19orf26	C3orf72	CBFA2T3	CBL	CDKN1A	CDKN1B	CDKN1C	CEBPA	CEBPB	CEBPE	CELF2	CITED1	CKS1B	CLDN6	CNN1	CNNM4	COL1A1	COL2A1	CSRNP1	DLX2	DUSP9	EGR1	ELMSAN1	ETS2	FEV	FOSB	FOXA1	FOXA3	FOXF1	FOXL2	FOXO4	GCH1	GLB1L2	HES7	HK2	HNF4A	HOXA13	HOXB9	HOXC13	IER5L	IGDCC3	IKZF3	IRF1	ISL2	JUN	KIAA1804	KIF18B	KIF2C	KLF1	KMT2A	LHX1	LYL1	MAML2	MAP2K3	MAP2K6	MAP4K3	MAP4K5	MAP7D1	MAPK1	MCOLN3	MEIS1	MIDN	NCL	NIT1	OSR2	PEG10	PIK3CB	PLEKHO2	PLK4	POU3F2	PRDM1	PRTG	PTPN1	PTPN12	PTPN13	PTPN9	RHOXF2	RREB1	RUNX1T1	S1PR2	SAMD1	SET	SGK1	SLC38A2	SLC4A1	SLC6A9	SNAI1	SPI1	STIL	TBX2	TBX3	TGFBR2	TMEM173	TMSB4X	TP73	TSC22D1	UBASH3A	UBASH3B	ZBTB1	ZBTB10	ZBTB25	ZC3HAV1	ZNF318	negative
LHX1	-0.538107840064	-0.470435240912	-0.343602732224	-0.563429789082	-0.532899933232	-0.254382839683	-0.243585966446	-0.200614573793	-0.302207713572	-0.284390414338	-0.620942091507	-0.468504390437	-0.263893379811	-0.404421704576	-0.427037963047	-0.390418674828	-0.674032779094	-0.408878511318	-0.466680706897	-0.251846811864	-0.373972691419	-0.380174433011	-0.410858830244	-0.277762227065	-0.310427392821	-0.535976425732	-0.512241955583	-0.0446021922586	-0.436492244346	-0.42302854221	-0.270463704048	-0.226971524386	-0.260098147269	-0.292592216014	-0.302938466412	-0.497311590134	-0.466379893868	-0.466478857509	-0.448979611601	-0.529632686213	-0.174738205294	-0.293043268605	-0.345761112722	-0.286776972365	-0.566935823589	-0.599177588076	-0.482503347952	-0.563146531946	-0.414832529347	-0.448745341631	-0.578459864535	-0.3373581556	-0.240937027998	-0.49625722811	-0.518903942506	-0.412254890848	-0.279163690576	0.0578525287477	-0.28467024555	-0.436814988787	-0.210458272045	-0.0953670053935	-0.148258066938	-0.0946237795199	-0.20815576745	-0.314078482697	-0.333473352472	-0.265250298584	-0.254034607441	-0.331021957194	-0.482031161317	-0.29849817527	-0.541438910365	-0.370908540044	-0.257169643679	-0.293863890824	-0.453091183102	-0.358630012415	-0.482283732541	-0.590585718274	-0.448971763814	-0.411435444793	-0.239727505936	-0.364980817775	-0.305478642236	-0.519255912536	-0.422034021175	-0.286469249172	-0.340650938254	-0.397261002255	-0.371699538589	-0.293249758554	-0.161270754083	-0.554031358314	-0.212171492274	-0.333584925762	-0.526663189239	-0.470527617417	-0.270485645759	-0.360186004122	-0.204768789576	-0.213954664491	-0.196011270238	-0.55945648198	-0.260649642382	-0.270109378508	-0.303834365763	-0.360424423311	-0.537300417225	-0.253053398999	-0.0683767165864	-0.326833135907	-0.196362944192
LYL1	-0.367846617408	-0.327355474185	-0.192347046374	-0.488691358053	-0.45480923589	-0.156279152597	-0.0966763870905	-0.0481322435417	-0.19190303872	-0.191636278473	-0.549408426079	-0.298616679727	-0.251927768145	-0.259594674901	-0.248309113027	-0.319673662291	-0.595898895214	-0.222341378825	-0.329068798524	-0.0966864127973	-0.206882781624	-0.189594909535	-0.286762513166	-0.260792799347	-0.165840489972	-0.43532639473	-0.344131320745	0.0297636609305	-0.193625104861	-0.402284543319	-0.152045928744	0.0021619605152	-0.122649697959	-0.306339988277	-0.158524809354	-0.238613469212	-0.263692059904	-0.256002532756	-0.286870727389	-0.435057969961	-0.057205879271	-0.138916296357	-0.295192334751	-0.169742594747	-0.354224273367	-0.506838777585	-0.230301001706	-0.465621278473	-0.459223617865	-0.45509153127	-0.572737647591	-0.192990465992	-0.151774004529	-0.34462698241	-0.303670575392	-0.210923118792	-0.135702266434	0.0775387907368	-0.17323303007	-0.210458272045	-0.112316090181	0.00787187203337	0.0546966217519	0.0441755684314	-0.149185228256	-0.138207841708	-0.135413659069	-0.139416760109	-0.0993266288184	-0.228204232889	-0.286742878401	-0.146699828801	-0.391748081154	-0.111228913796	-0.152549538702	-0.176568979946	-0.285174086299	-0.14760754241	-0.273297654136	-0.494791184578	-0.451283664397	-0.340758059359	-0.145561719092	-0.179277461286	-0.176794894156	-0.415435111913	-0.191363585761	-0.138303105357	-0.186814584632	-0.313956291218	-0.184646773498	-0.197711454962	-0.0559571438645	-0.429959652204	-0.0914203398961	-0.221609264543	-0.411699058553	-0.202554789803	-0.0748684894679	-0.130193309507	-0.200688761139	-0.0802383131603	-0.0780712713681	-0.568723703568	-0.14416835073	-0.140272639436	-0.231033725222	-0.200437264311	-0.426393557962	-0.162200245178	0.0707940973345	-0.131024576201	-0.0778732855905
MAML2	-0.237635202367	-0.217472916001	-0.0213229980225	-0.309648605426	-0.353708718111	-0.018643266158	0.0260785235419	0.074003325748	-0.0250197660688	-0.0422143506059	-0.462129394722	-0.0481673696949	-0.0402987529406	-0.143537072063	-0.172801482798	-0.276913126218	-0.642281116796	-0.257948800725	-0.39896875489	0.000668817964243	-0.104226017338	-0.0383543458719	-0.14969682162	-0.0174939784139	-0.027156510937	-0.387156256159	-0.282477516546	0.155186691135	-0.133648126814	-0.294376434114	-0.0615206098463	0.0959575859507	-0.0275678841996	-0.0991688853461	-0.0905370826025	-0.124351549753	-0.115512023994	-0.108526315669	-0.164200420298	-0.316189054025	0.0984486551836	0.0216124076178	-0.28710626131	-0.0339112594397	-0.304897257447	-0.465868236549	-0.0591469739943	-0.390529875415	-0.261734801217	-0.197362457703	-0.342176357269	-0.0440428415528	-0.109902200383	-0.192747220563	-0.172718485221	-0.188271534579	-0.026255429371	0.185706490816	0.00688263070949	-0.0953670053935	0.00787187203337	0.0692800355162	0.117190263452	0.13215041951	-0.0693121963528	0.0112939730404	-0.0320957317443	-0.023602729851	0.0598727698912	-0.0654165785171	-0.183068225968	-0.0139794592025	-0.356188246107	-0.0492552266311	-0.090910829212	-0.0850291881805	-0.22263808258	-0.0578818775462	-0.127607656392	-0.329285925905	-0.229676278815	-0.175247401518	-0.00643412171887	-0.0597291139745	-0.00697367003434	-0.268222822241	-0.101592417007	0.00814108839413	-0.0832520423978	-0.166627227325	-0.0958776518143	-0.039390112876	0.0693028121116	-0.281300431548	0.0214704301907	-0.192043091185	-0.370158149631	-0.175391258711	0.0350030554183	0.0252966130607	0.0267638176138	0.0658676519796	0.0216744068517	-0.566837070049	-0.0100295297184	0.000280941228743	-0.0265365627594	-0.042777180956	-0.343240142166	0.0207967155034	0.157571264394	0.0185929943686	0.060808079864
MAP2K3	-0.237010667037	-0.188012014873	-0.0354610234511	-0.312499578962	-0.380987751792	-0.0819824384789	0.0723281371861	0.0798485109042	-0.0160794507657	-0.0110300281441	-0.442289412182	-0.0653760186901	0.00381775693033	-0.172818610448	-0.18192580097	-0.270299413626	-0.707057949214	-0.310955988211	-0.371139336181	-0.0184803501496	-0.126318736274	-0.0193129287199	-0.130486733052	0.0219435202984	-0.0282051651928	-0.3844444691	-0.363407655515	0.146706339368	-0.140976933321	-0.253574941441	-0.0608410115044	0.0607251839987	-0.0713350536583	-0.101212376957	-0.125797860817	-0.126547214489	-0.139682910363	-0.116274491485	-0.128661416661	-0.358215358085	0.095573597374	0.0360835452923	-0.28799235909	-0.0213512263858	-0.338999542628	-0.420724272113	-0.0404409273146	-0.376141781631	-0.245933669217	-0.148082782462	-0.205927509922	-0.0713344950072	-0.108095682846	-0.156641979467	-0.167284988645	-0.225880689227	-0.0485708767474	0.166511280813	0.0141664438443	-0.148258066938	0.0546966217519	0.117190263452	0.0451681748921	0.0874918920469	-0.0589063235902	0.0220620383707	-0.078225953495	-0.0439379186745	0.0627607251301	-0.00135752325196	-0.154609166109	0.00109659230386	-0.311439289807	-0.08319748258	-0.0741389203981	-0.0858204443071	-0.161237658726	-0.0307210209091	-0.0713082639175	-0.372033397502	-0.194227952134	-0.120654920142	0.0290540710137	-0.0878801585799	0.0413660586586	-0.203883200121	-0.144201912017	0.0261674368572	-0.0512341028753	-0.083195248303	-0.125331863884	-0.00835745380201	0.0830551773877	-0.343145870639	0.0449606104355	-0.219168489069	-0.323674471465	-0.139549739831	0.0410543692228	-0.00263834641851	0.050969073768	0.0561109870497	0.0220361968962	-0.543366086521	0.00284819979229	0.0361819556868	0.00712119000688	-0.00198097042625	-0.328328165251	0.0515581351831	0.175495006417	0.0424436209509	0.0662186983967
MAP2K6	-0.249556626554	-0.202236816779	-0.0297847661162	-0.307108211712	-0.359299319678	-0.0163269278957	0.0670597560826	0.0897268898235	-0.00286210688514	-0.00820193492017	-0.444703912867	-0.0540921427611	0.0222848001246	-0.149553845612	-0.145990604653	-0.251136334643	-0.694134840841	-0.26640173497	-0.344781802678	0.0191290251643	-0.114861495039	-0.00853441287299	-0.128279759068	0.0448758656315	-0.0301860232317	-0.420758317828	-0.341187302887	0.161632456808	-0.159074310006	-0.202252065158	-0.0527129929586	0.0819037297236	-0.0325411090433	-0.0946453651516	-0.079810174055	-0.139307397139	-0.140256593725	-0.11793665162	-0.146602213173	-0.351122879481	0.101377004341	0.0480487407782	-0.281532262177	-0.00894328128686	-0.281580156529	-0.455749799737	-0.0668670377041	-0.376049491904	-0.251662330656	-0.142538720603	-0.251443587178	-0.00283079141937	-0.106792650961	-0.176192818259	-0.149587702052	-0.205743015065	-0.0463022112943	0.193307403605	0.023448840626	-0.0946237795199	0.0441755684314	0.13215041951	0.0874918920469	0.0997567069771	-0.0680211344457	0.0283941588773	-0.0531503413594	-0.018878293809	0.0618722237846	0.00169584667938	-0.143699418651	-0.00971852125339	-0.324773276653	-0.0431889945167	-0.0786806811742	-0.08449533757	-0.169408436204	-0.0112685182522	-0.0845117512673	-0.345136816331	-0.208496714403	-0.119417170706	0.0340432522093	-0.0793238720663	0.0353497110799	-0.238828788123	-0.130620875106	0.0204529439032	-0.0592615995255	-0.0884668516983	-0.072629905687	0.000540091820963	0.0972076386136	-0.294070251052	0.0368768887076	-0.215326017165	-0.274643664383	-0.139275631674	0.0301552066598	-0.00536220111668	0.0603038087988	0.072545169379	0.0232762273726	-0.547595775393	0.0102230131757	0.0365818133206	-0.0043578260973	0.00685432391144	-0.345019948036	0.061254430343	0.172122435143	0.0451609362194	0.0765190505262
MAP4K3	-0.251167948848	-0.269784895687	-0.182914652805	-0.329271854849	-0.307291596926	-0.140303083784	-0.122766918034	-0.0980905122568	-0.16032001968	-0.183229059331	-0.388132481816	-0.212664883319	-0.17519258835	-0.200910551676	-0.196030989442	-0.237590371858	-0.39924674676	-0.233999222895	-0.293793292952	-0.128229498313	-0.198690282413	-0.171552792749	-0.233654778364	-0.133169528056	-0.171231960091	-0.287752039224	-0.279398510083	-0.0621645788902	-0.214882211792	-0.304451122509	-0.161051121936	-0.0817679656454	-0.153321487617	-0.205629632627	-0.177299356127	-0.24364331599	-0.22875926106	-0.218462712656	-0.253177382839	-0.306874852652	-0.115594571583	-0.147625478955	-0.223723419277	-0.163562844429	-0.275180144353	-0.356789740166	-0.206476672316	-0.332443819873	-0.255427013438	-0.279313663847	-0.3053952933	-0.168787595131	-0.173029732562	-0.243773387765	-0.249852222096	-0.186040183037	-0.156573835139	-0.0314047428234	-0.157662273487	-0.20815576745	-0.149185228256	-0.0693121963528	-0.0589063235902	-0.0680211344457	-0.135719791001	-0.165828746434	-0.143772406576	-0.156935850901	-0.128978399481	-0.193956765412	-0.25388442101	-0.170628064862	-0.285677517514	-0.168847446169	-0.158451523994	-0.185748619618	-0.255601103315	-0.152826239548	-0.243054602935	-0.309098605948	-0.282939250645	-0.235990827239	-0.13645822004	-0.188773998772	-0.140764852137	-0.282140203335	-0.206747087778	-0.143533096825	-0.190050174539	-0.204047080128	-0.174044359717	-0.165877520889	-0.0959567914136	-0.299744386627	-0.110877095066	-0.235141274699	-0.299133325562	-0.19571306091	-0.136675774162	-0.163656049448	-0.155868336087	-0.123812064589	-0.126624385963	-0.352974803661	-0.15615225923	-0.141492988964	-0.156851192231	-0.178037493078	-0.322913296089	-0.145876362164	-0.0447261984487	-0.159718402223	-0.11617945637
MAP4K5	-0.348071775747	-0.376913335682	-0.246528605708	-0.520742524187	-0.430258550822	-0.179135243905	-0.102020597493	-0.0714174992012	-0.181311829091	-0.216530192499	-0.603621621376	-0.248026489402	-0.165814477619	-0.290942719877	-0.303227104874	-0.363742412457	-0.647377764127	-0.33839681016	-0.454809738077	-0.117459897769	-0.258768082985	-0.188050534603	-0.308971963563	-0.175403625737	-0.20385002778	-0.433668604649	-0.455698365794	0.0270400173706	-0.270524049373	-0.424513796926	-0.171827762109	-0.00788826064084	-0.184684287603	-0.223784155254	-0.215738209982	-0.36896019994	-0.328567695608	-0.324107023462	-0.334792747193	-0.518786335258	-0.068410281786	-0.157886816164	-0.327255607309	-0.170087374226	-0.416010160165	-0.557914156591	-0.295274904024	-0.518756985691	-0.400108603636	-0.400535523579	-0.46649184277	-0.224342203519	-0.200659516005	-0.361867663535	-0.353303472372	-0.268252670533	-0.177857837693	0.0693320483635	-0.158583847967	-0.314078482697	-0.138207841708	0.0112939730404	0.0220620383707	0.0283941588773	-0.165828746434	-0.22195368523	-0.167723849481	-0.16467077821	-0.108233104213	-0.263273442569	-0.338298860468	-0.169134122207	-0.426465834017	-0.240664461681	-0.160199684024	-0.192272502074	-0.347784602686	-0.181612679966	-0.341279808417	-0.465881228199	-0.396007857733	-0.329305938602	-0.126554620095	-0.246413933451	-0.157068115488	-0.407300879075	-0.30023412905	-0.117723157589	-0.228709046965	-0.263854823445	-0.250564073986	-0.21424104265	-0.0420629500062	-0.428368135645	-0.0773031646382	-0.322023625554	-0.496364511439	-0.286881324571	-0.134311517214	-0.178357572597	-0.190746442895	-0.0895959028504	-0.106419525096	-0.609306819488	-0.187224249084	-0.131118641468	-0.138634187701	-0.189954771541	-0.523692572449	-0.11910486663	0.0658314155781	-0.148402643842	-0.0866669221541
MAP7D1	-0.409225962184	-0.389209979798	-0.202339757364	-0.480478884886	-0.542925677146	-0.194745039577	-0.148876934568	-0.151654784986	-0.172281136907	-0.192809932694	-0.592762395082	-0.255456529041	-0.20556715983	-0.248358851033	-0.325921058577	-0.334768454275	-0.678284059815	-0.414620156193	-0.439556533355	-0.164198664878	-0.253960217273	-0.205183060016	-0.296204165134	-0.154507529591	-0.21461744025	-0.438271592334	-0.431218938287	0.00906526224111	-0.237972503005	-0.395657964249	-0.19227773641	-0.103556133622	-0.336661765833	-0.433927201822	-0.22065373673	-0.365559096937	-0.341318143639	-0.32920614797	-0.370836320803	-0.500090967851	-0.0667114004872	-0.135292881141	-0.313945421002	-0.143016121176	-0.37573225014	-0.538531615379	-0.279785754678	-0.522640789824	-0.418182646495	-0.364530681225	-0.517675627732	-0.191240160993	-0.224636329708	-0.34192446188	-0.315947657657	-0.367590919396	-0.173080126776	0.0678499350843	-0.181312139524	-0.333473352472	-0.135413659069	-0.0320957317443	-0.078225953495	-0.0531503413594	-0.143772406576	-0.167723849481	-0.12158485549	-0.249083189051	-0.124779100281	-0.284943971778	-0.36146873792	-0.20916095299	-0.40421672744	-0.262420284586	-0.147219840504	-0.204155718486	-0.348504698372	-0.193704600368	-0.289911667223	-0.484191837924	-0.400269447806	-0.313383144244	-0.144492524853	-0.225250304162	-0.180606156826	-0.380697442979	-0.252768592387	-0.128809402803	-0.257567142832	-0.274462984049	-0.328526608811	-0.219429100278	-0.134313066303	-0.535569796546	-0.208680906179	-0.274559108934	-0.452185890861	-0.330767259324	-0.0948909059178	-0.113407733318	-0.142371889396	-0.111793066574	-0.0928806247174	-0.588680158744	-0.177365446298	-0.161592960862	-0.196661660524	-0.203404292975	-0.475569006744	-0.111790808723	-0.00713043670328	-0.129076961081	-0.1069903363
MAPK1	-0.496322856533	-0.415216419605	-0.261699157332	-0.394767073459	-0.468154987453	-0.238713413643	-0.170254995213	-0.112783237064	-0.184932806179	-0.165391967721	-0.555665639512	-0.297662113156	-0.183857163987	-0.257333510335	-0.314981059491	-0.323552609512	-0.682722403268	-0.349683213503	-0.360126337472	-0.173207065098	-0.300170662759	-0.208239322889	-0.287575960686	-0.132552904612	-0.23810071332	-0.484456879184	-0.394255951485	0.0106775199728	-0.27413322303	-0.192623608311	-0.214628369385	-0.080685986857	-0.250252572434	-0.311154415502	-0.290339905296	-0.344477158473	-0.323251295991	-0.333989919011	-0.338358855473	-0.429367030016	-0.100497984149	-0.158636450988	-0.299227600302	-0.169360035486	-0.362767729221	-0.546250594473	-0.31396773365	-0.480584955925	-0.411729957558	-0.260745293209	-0.402889239543	-0.209844919033	-0.198422869732	-0.33146927698	-0.301636529764	-0.335535584697	-0.235022473391	0.0728939420813	-0.192552011417	-0.265250298584	-0.139416760109	-0.023602729851	-0.0439379186745	-0.018878293809	-0.156935850901	-0.16467077821	-0.249083189051	-0.2056950977	-0.13451246318	-0.235893025616	-0.333021939546	-0.175462277322	-0.450948675415	-0.269123010773	-0.180802053778	-0.235703832423	-0.289537812222	-0.208890307885	-0.289617502814	-0.58598851954	-0.336083635701	-0.315704730766	-0.171228956303	-0.253445576458	-0.196141678752	-0.299074651811	-0.266639169859	-0.167913203604	-0.221742572808	-0.271433028206	-0.289680824315	-0.171479364497	-0.0611388282972	-0.479351172883	-0.173640149466	-0.266394532807	-0.479510405837	-0.33397651615	-0.125026264107	-0.135242256927	-0.106697469877	-0.120984081813	-0.201296020571	-0.600757982487	-0.206609490562	-0.170799591551	-0.19815223758	-0.2364599538	-0.460326762878	-0.122622483888	-0.000946617707355	-0.177409463172	-0.108529948506
MCOLN3	-0.367515647959	-0.346796078354	-0.164607976813	-0.423653598825	-0.446078396095	-0.123230909156	-0.0690453704261	-0.0350157884213	-0.145400957642	-0.166995643711	-0.574207223807	-0.207670394469	-0.133119228308	-0.253424857742	-0.30344590313	-0.334848107984	-0.686875864454	-0.347072717694	-0.445025826248	-0.117814550079	-0.219605083415	-0.198518830929	-0.317337145081	-0.116660263245	-0.18173098705	-0.429615322681	-0.379419273817	0.0862371457991	-0.232104155231	-0.370760255607	-0.145028573788	0.0196016556579	-0.175021320396	-0.163118274763	-0.168551860163	-0.281155205675	-0.293071675293	-0.256150011533	-0.322783349242	-0.489786792363	0.00815891821752	-0.111498510385	-0.323836772486	-0.0998653833222	-0.389679672332	-0.574691227183	-0.222173641743	-0.527766550351	-0.370424637708	-0.310589035242	-0.488133043361	-0.158601862865	-0.154833387837	-0.30404109392	-0.333420836437	-0.243902428913	-0.120732830993	0.141996930002	-0.106648737678	-0.254034607441	-0.0993266288184	0.0598727698912	0.0627607251301	0.0618722237846	-0.128978399481	-0.108233104213	-0.124779100281	-0.13451246318	-0.0625747511458	-0.152992137855	-0.337296691019	-0.138294691691	-0.462626613695	-0.175763882828	-0.137899951315	-0.180706566469	-0.356940943433	-0.155766908531	-0.232664561029	-0.50198316929	-0.351727794709	-0.318214989416	-0.0857545692915	-0.19596859758	-0.115467844669	-0.389184885135	-0.257903141951	-0.09138367749	-0.193888697728	-0.272093534815	-0.198095533374	-0.155649266615	0.0248655033359	-0.447910544509	-0.0831726613796	-0.275570426025	-0.477643438206	-0.251573289151	-0.0976648119509	-0.143752592155	-0.049051175228	-0.0362129376068	-0.0577001941019	-0.572457064971	-0.115187278865	-0.10859143554	-0.127189199233	-0.189746945318	-0.471818090224	-0.0769800801325	0.110151876188	-0.0736517766841	-0.0210352167727
MEIS1	-0.500477350011	-0.442716718644	-0.266471894349	-0.530149242228	-0.404658375096	-0.186042991015	-0.192174989066	-0.12738956104	-0.228421148701	-0.27333742695	-0.582257195567	-0.372498086677	-0.284350911619	-0.348732678254	-0.348428622548	-0.374645628139	-0.626153957358	-0.380159529434	-0.441736713686	-0.162243476338	-0.306591819331	-0.281591846465	-0.414875497759	-0.20224498288	-0.291594371475	-0.466771902177	-0.472833172377	0.0157018052592	-0.314775549078	-0.563020085017	-0.243490898651	-0.0590481468819	-0.247910387411	-0.345494458536	-0.268749525847	-0.480868120118	-0.438599822345	-0.426488813018	-0.432329647664	-0.518785462056	-0.104834884884	-0.202193655946	-0.348409353292	-0.216368687469	-0.465286522133	-0.62068525521	-0.430417242435	-0.596021566654	-0.444035500276	-0.414858909635	-0.577512253041	-0.276720062044	-0.235628346137	-0.459087439715	-0.455912399908	-0.272211406139	-0.211632884878	0.0591723507548	-0.207859754223	-0.331021957194	-0.228204232889	-0.0654165785171	-0.00135752325196	0.00169584667938	-0.193956765412	-0.263273442569	-0.284943971778	-0.235893025616	-0.152992137855	-0.149282394834	-0.447542090372	-0.259516825633	-0.482274702312	-0.231270718646	-0.20480995204	-0.245094471511	-0.473264752154	-0.24383690303	-0.424342238263	-0.585027085986	-0.462706369194	-0.382932271591	-0.192020094751	-0.306639676757	-0.227619285334	-0.523480870633	-0.333987722096	-0.178447005189	-0.2720928697	-0.347829529547	-0.237366264554	-0.267109416973	-0.110458057197	-0.475687570149	-0.147248860603	-0.364889725406	-0.53592546362	-0.369098083538	-0.175522503887	-0.183880074456	-0.212216003366	-0.146464831153	-0.126965797414	-0.576536051664	-0.207754447497	-0.233623972849	-0.24054116126	-0.269600138116	-0.611805130896	-0.172724057572	0.0299700564027	-0.238404058994	-0.127397787868
MIDN	-0.472834767232	-0.477917791463	-0.363732446954	-0.536947046706	-0.553356131146	-0.326799035456	-0.295518784442	-0.283853606287	-0.358703453685	-0.413687916439	-0.599762422234	-0.453579627957	-0.392262049552	-0.380754594071	-0.417745497851	-0.44814492556	-0.652249849022	-0.459361441945	-0.548887956872	-0.323744426635	-0.420092706927	-0.364867590886	-0.508385553007	-0.392502653797	-0.361248225193	-0.507155248133	-0.497913488392	-0.137589823866	-0.439204873895	-0.554903268377	-0.31461952378	-0.197041868807	-0.343531554685	-0.346248427854	-0.351403521721	-0.509651226049	-0.497621347945	-0.483172743949	-0.449511299293	-0.515931651845	-0.255316635366	-0.356975956197	-0.333742031271	-0.326288735294	-0.495608167566	-0.600179451628	-0.451436806164	-0.550042184601	-0.519386407217	-0.51106224645	-0.601227620111	-0.362778871882	-0.307444661625	-0.513258678394	-0.51665141141	-0.405298541633	-0.328015400397	-0.0503939541101	-0.358187247328	-0.482031161317	-0.286742878401	-0.183068225968	-0.154609166109	-0.143699418651	-0.25388442101	-0.338298860468	-0.36146873792	-0.333021939546	-0.337296691019	-0.447542090372	-0.413494499808	-0.379118870612	-0.537422802603	-0.377212737668	-0.273056202777	-0.326057324771	-0.478559867003	-0.373033882592	-0.505588319753	-0.535002241185	-0.479088144609	-0.422677313585	-0.290107513702	-0.400429786714	-0.317158021153	-0.542624219746	-0.478118849986	-0.313597587925	-0.370585203337	-0.43131865057	-0.419723778934	-0.358636902252	-0.257406680102	-0.540786208509	-0.250963595569	-0.358943553691	-0.513713440157	-0.465573016406	-0.308646721083	-0.342613475445	-0.406611030154	-0.312301810591	-0.218112468479	-0.562785496733	-0.364814707698	-0.349009153779	-0.372116806897	-0.389794173844	-0.586427671588	-0.285374828581	-0.0334869700655	-0.374141681978	-0.268205580126
NCL	-0.480131189264	-0.445432117623	-0.230960363333	-0.579180955759	-0.486373832334	-0.193594247948	-0.151481605994	-0.0543701455099	-0.190816741285	-0.238766217132	-0.637530275407	-0.138184342446	-0.238485399266	-0.292291265214	-0.29627560772	-0.388584247533	-0.665617847849	-0.338131889588	-0.359236371691	-0.131448228621	-0.292261264481	-0.273982245369	-0.321992928384	-0.138615305633	-0.229429779646	-0.473937281961	-0.388617629105	0.0298976715956	-0.289573219332	-0.412499351341	-0.227756128524	-0.0317003134538	-0.185129589332	-0.232972156261	-0.240417964931	-0.378857498295	-0.363493727905	-0.352437255093	-0.356171858413	-0.538828911088	-0.0803673038696	-0.189874519716	-0.338491785183	-0.193909452638	-0.40958083723	-0.569601726865	-0.263383530473	-0.55531517268	-0.510847529484	-0.493435743051	-0.532488328161	-0.199111066989	-0.2122758782	-0.421217288474	-0.374896441215	-0.346982606611	-0.195690528212	0.0552366052696	-0.202049078661	-0.29849817527	-0.146699828801	-0.0139794592025	0.00109659230386	-0.00971852125339	-0.170628064862	-0.169134122207	-0.20916095299	-0.175462277322	-0.138294691691	-0.259516825633	-0.379118870612	-0.135666866201	-0.436197039371	-0.217685890258	-0.166183924653	-0.221849590474	-0.412010157992	-0.175188316021	-0.337949650256	-0.523663384089	-0.469211127076	-0.389939209677	-0.166343039635	-0.254483204219	-0.181714178933	-0.451247829778	-0.330177387936	-0.117117526139	-0.217183803319	-0.334199137889	-0.368388523624	-0.21629404382	-0.0559230479482	-0.55856122204	-0.153932253108	-0.277878546373	-0.510547569704	-0.272250851183	-0.146919949964	-0.206497252716	-0.185630841174	-0.107891577534	-0.104240893115	-0.572462884675	-0.184649162415	-0.177290364403	-0.225908415888	-0.22029324022	-0.511837279453	-0.175147416948	0.0277820736368	-0.161224982383	-0.0955066763632
NIT1	-0.54270788277	-0.507201199529	-0.507117635329	-0.607644002291	-0.562067135221	-0.476767218247	-0.401416264637	-0.443285004383	-0.43371341632	-0.439468303866	-0.633840778098	-0.507629752493	-0.455937233807	-0.390609702317	-0.404376022308	-0.404392072618	-0.756397967351	-0.528578194697	-0.586085796274	-0.453727578486	-0.488652310768	-0.448858153621	-0.473010064791	-0.488896662469	-0.415952320634	-0.496243124051	-0.581433658345	-0.309296160421	-0.452757199749	-0.587648273182	-0.453158874357	-0.35381188826	-0.44996803144	-0.403370785053	-0.424949309079	-0.516748033136	-0.520862267284	-0.527697558101	-0.513041990104	-0.621989386971	-0.43374388124	-0.498796436365	-0.395531222267	-0.448511128302	-0.513842210862	-0.639225173235	-0.511046641231	-0.613914889418	-0.531704219416	-0.529173197265	-0.627433790857	-0.608474605366	-0.340364055179	-0.56342845057	-0.495444296014	-0.534405517629	-0.489716546624	-0.324455206124	-0.492520661429	-0.541438910365	-0.391748081154	-0.356188246107	-0.311439289807	-0.324773276653	-0.285677517514	-0.426465834017	-0.40421672744	-0.450948675415	-0.462626613695	-0.482274702312	-0.537422802603	-0.436197039371	-0.588359753406	-0.441823611548	-0.329219591176	-0.402423974585	-0.531597119535	-0.486477176802	-0.530468248531	-0.557801712268	-0.536476506804	-0.513847340102	-0.431723937451	-0.473203043214	-0.426255110441	-0.600123282135	-0.465163898717	-0.386146841394	-0.38858458125	-0.428220309687	-0.619185670691	-0.445802900052	-0.370814210986	-0.530927187683	-0.376217433224	-0.34655424166	-0.576182485179	-0.493354037341	-0.346587586304	-0.409438134234	-0.497345256047	-0.439385725768	-0.391873985327	-0.639341922136	-0.462648450151	-0.466279479203	-0.47300354633	-0.424491398512	-0.592816999943	-0.359431427788	-0.151783976187	-0.485355420924	-0.428724726734
