	AHR	ARID1A	ARRDC3	ATL1	BAK1	BCL2L11	BCORL1	BCR	BPGM	C19orf26	C3orf72	CBFA2T3	CBL	CDKN1A	CDKN1B	CDKN1C	CEBPA	CEBPB	CEBPE	CELF2	CITED1	CKS1B	CLDN6	CNN1	CNNM4	COL1A1	COL2A1	CSRNP1	DLX2	DUSP9	EGR1	ELMSAN1	ETS2	FEV	FOSB	FOXA1	FOXA3	FOXF1	FOXL2	FOXO4	GCH1	GLB1L2	HES7	HK2	HNF4A	HOXA13	HOXB9	HOXC13	IER5L	IGDCC3	IKZF3	IRF1	ISL2	JUN	KIAA1804	KIF18B	KIF2C	KLF1	KMT2A	LHX1	LYL1	MAML2	MAP2K3	MAP2K6	MAP4K3	MAP4K5	MAP7D1	MAPK1	MCOLN3	MEIS1	MIDN	NCL	NIT1	OSR2	PEG10	PIK3CB	PLEKHO2	PLK4	POU3F2	PRDM1	PRTG	PTPN1	PTPN12	PTPN13	PTPN9	RHOXF2	RREB1	RUNX1T1	S1PR2	SAMD1	SET	SGK1	SLC38A2	SLC4A1	SLC6A9	SNAI1	SPI1	STIL	TBX2	TBX3	TGFBR2	TMEM173	TMSB4X	TP73	TSC22D1	UBASH3A	UBASH3B	ZBTB1	ZBTB10	ZBTB25	ZC3HAV1	ZNF318	negative
DLX2	-0.476788368828	-0.484820266998	-0.318667264648	-0.498235841415	-0.5459202058	-0.306983951937	-0.185019139595	-0.217591873919	-0.249135743899	-0.302224603458	-0.643341388044	-0.410710141413	-0.258168095335	-0.313493221156	-0.355919018315	-0.367622954461	-0.667993954769	-0.434263344057	-0.50283544674	-0.218167544234	-0.344967652517	-0.183209210426	-0.373223554549	-0.160993621977	-0.295806140296	-0.49452758214	-0.432843980819	-0.108322514868	-0.426750639102	-0.441872354683	-0.247450442405	-0.183714250251	-0.295245960073	-0.327875325241	-0.313204396916	-0.493217265595	-0.465588052082	-0.456949647525	-0.440157336064	-0.510222460325	-0.190791564206	-0.274089523806	-0.332664899356	-0.251833016543	-0.495781208087	-0.560997988588	-0.378092055483	-0.512095647628	-0.401614147877	-0.477158366021	-0.471796447507	-0.281071034004	-0.271611356359	-0.440882572092	-0.446283504126	-0.352354484415	-0.280445492178	-0.060995114124	-0.252081038596	-0.436492244346	-0.193625104861	-0.133648126814	-0.140976933321	-0.159074310006	-0.214882211792	-0.270524049373	-0.237972503005	-0.27413322303	-0.232104155231	-0.314775549078	-0.439204873895	-0.289573219332	-0.452757199749	-0.372177186594	-0.230322355644	-0.309188207662	-0.434800193122	-0.246707620395	-0.427808659753	-0.494417044757	-0.470088651128	-0.343030725388	-0.191113366602	-0.324955641338	-0.21284029441	-0.475644772588	-0.382888594468	-0.257414736142	-0.278150521421	-0.341690324072	-0.26872619359	-0.290481699385	-0.2181057417	-0.529388656951	-0.218193800313	-0.37298552016	-0.493807423166	-0.326395485789	-0.187785728277	-0.246854342802	-0.283780693013	-0.226807666615	-0.153599010169	-0.621616277299	-0.24189642551	-0.240160334461	-0.248805871306	-0.28250678146	-0.60458265566	-0.215035574375	-0.0417044004956	-0.320127628282	-0.198505691907
DUSP9	-0.580001255051	-0.479184218273	-0.437388591791	-0.563560567721	-0.570126125456	-0.373049313507	-0.347710581675	-0.275305449516	-0.417381545642	-0.498142747573	-0.630693374693	-0.416563260605	-0.554941228493	-0.475159426733	-0.415237554595	-0.470153192457	-0.612289808578	-0.501710131382	-0.598091303786	-0.381753988778	-0.440285449564	-0.4390187324	-0.531073153974	-0.457722535746	-0.450736133675	-0.536539617095	-0.508434426313	-0.188113074897	-0.441872354683	-0.471017111091	-0.334896299322	-0.302383871846	-0.295025293075	-0.343886462225	-0.41106467466	-0.597756504749	-0.545339091021	-0.505767167211	-0.52973684629	-0.562300585985	-0.323627231443	-0.378934844439	-0.344466681521	-0.405229632603	-0.52055755056	-0.646111150623	-0.474582374494	-0.612187642113	-0.542074478697	-0.578553711395	-0.619050686889	-0.430827698348	-0.332235213321	-0.498557940392	-0.541571720889	-0.428274417443	-0.367939218409	-0.336476739096	-0.369084556482	-0.42302854221	-0.402284543319	-0.294376434114	-0.253574941441	-0.202252065158	-0.304451122509	-0.424513796926	-0.395657964249	-0.192623608311	-0.370760255607	-0.563020085017	-0.554903268377	-0.412499351341	-0.587648273182	-0.427271073474	-0.281453609805	-0.378587517049	-0.561905945812	-0.398059476042	-0.600884612993	-0.632368097058	-0.530079639399	-0.528448131707	-0.4089682961	-0.464125550118	-0.389416346257	-0.597526575127	-0.453294143248	-0.334894428957	-0.463478492795	-0.527258581337	-0.495731118436	-0.484220674018	-0.330559424622	-0.546175789569	-0.28916014021	-0.412397326629	-0.55063355753	-0.47860048494	-0.404767495652	-0.428087184295	-0.483156326546	-0.355934930643	-0.304711359323	-0.645032924047	-0.396554113958	-0.403577534767	-0.464874780949	-0.464656899505	-0.606349316675	-0.439689223348	-0.160943664066	-0.41893613368	-0.332053860021
EGR1	-0.395979157324	-0.374220468867	-0.255284165432	-0.429191517644	-0.383475936486	-0.176208025695	-0.17338564141	-0.0949869955505	-0.179176764719	-0.212195274785	-0.59465111979	-0.271320443117	-0.213254603873	-0.34680662818	-0.333241998915	-0.412848753794	-0.673809542323	-0.346853282778	-0.418425588529	-0.150682279124	-0.313632757679	-0.253799168533	-0.299063301827	-0.170148173825	-0.217398601458	-0.471811643128	-0.42060646301	-0.0321371114405	-0.247450442405	-0.334896299322	-0.193624297649	-0.0886185706909	-0.196310989227	-0.296710799963	-0.244154744123	-0.324571980008	-0.342027639068	-0.32900332635	-0.347196542412	-0.452401193576	-0.0936606498055	-0.191481178736	-0.323867843717	-0.172368060449	-0.392180149091	-0.506162298191	-0.270686411919	-0.4874069391	-0.428796863162	-0.310913866199	-0.490789596381	-0.187557117307	-0.214714077237	-0.340342092611	-0.340421446711	-0.283753815773	-0.213451490432	0.014706392695	-0.200347127119	-0.270463704048	-0.152045928744	-0.0615206098463	-0.0608410115044	-0.0527129929586	-0.161051121936	-0.171827762109	-0.19227773641	-0.214628369385	-0.145028573788	-0.243490898651	-0.31461952378	-0.227756128524	-0.453158874357	-0.211352425037	-0.16956133938	-0.225818922446	-0.373586757053	-0.195248896907	-0.279846065318	-0.553371945175	-0.349123754659	-0.328595738305	-0.188613030904	-0.24359439103	-0.176092468445	-0.386188017747	-0.303381275671	-0.155924269447	-0.241082957023	-0.318305256843	-0.276183946418	-0.203585290322	-0.0697645457669	-0.462247443626	-0.161734145997	-0.241384754015	-0.453012076759	-0.312824515025	-0.151454439867	-0.223411349021	-0.159297467437	-0.142754068656	-0.152008073241	-0.596408860696	-0.194795753945	-0.198236992112	-0.227278324015	-0.228942196801	-0.455387227778	-0.165347125544	0.00838687707762	-0.171955680691	-0.122139154636
ELMSAN1	-0.345163235858	-0.277796858967	-0.0726450873028	-0.322190265212	-0.302690677933	-0.0144831847663	0.00608631952051	0.0384247399389	-0.0646042157067	-0.0533709964411	-0.522478579645	-0.128333329205	-0.0594037698029	-0.174433835033	-0.191518309458	-0.27705750343	-0.677114316971	-0.263506225739	-0.35086296232	-0.0157557022502	-0.159428612996	-0.069884925397	-0.183992693981	-0.036239623429	-0.0687338444492	-0.425415503183	-0.357100917242	0.139351799026	-0.183714250251	-0.302383871846	-0.0886185706909	0.0444414816319	-0.0878825884749	-0.140277065003	-0.110464219572	-0.177011155487	-0.190004770291	-0.17574314348	-0.219836068494	-0.410127429885	0.0598618913604	-0.00581175605054	-0.31539238381	-0.0227877592355	-0.385420776733	-0.457947483151	-0.115708355336	-0.406325523632	-0.245050694712	-0.189377323282	-0.447279853617	-0.0534088844727	-0.136063911916	-0.238535804661	-0.215101673586	-0.205493630367	-0.0660540216277	0.146854763934	-0.0219689025822	-0.226971524386	0.0021619605152	0.0959575859507	0.0607251839987	0.0819037297236	-0.0817679656454	-0.00788826064084	-0.103556133622	-0.080685986857	0.0196016556579	-0.0590481468819	-0.197041868807	-0.0317003134538	-0.35381188826	-0.0866868268888	-0.107551192838	-0.127236743278	-0.210035000798	-0.068155927102	-0.103777735599	-0.407477998797	-0.228595692329	-0.189372529058	-0.0291510948733	-0.110565903308	-0.0325928878176	-0.228115737898	-0.149581288989	-0.013378867932	-0.102864770954	-0.175563497578	-0.165001654854	-0.0480212032007	0.0649255029041	-0.386729135645	-0.00199709128058	-0.216405765729	-0.369222183305	-0.206554750368	-0.0032211754995	-0.0609357589182	0.00722044824826	0.0305596760242	-0.002769681796	-0.601484585347	-0.0379415437916	-0.0297593298077	-0.0644892488941	-0.0549939822994	-0.473956480387	0.00810056814688	0.122678871621	0.0045197797308	0.0363236090397
ETS2	-0.491145298051	-0.436830744437	-0.279995456718	-0.442478156848	-0.55571232527	-0.26404967661	-0.187400474634	-0.124205194484	-0.183442386568	-0.163272630095	-0.619315524002	-0.29594423722	-0.176195601764	-0.236013669789	-0.28017045147	-0.299467096254	-0.681230894575	-0.31330924155	-0.355184889613	-0.226173132878	-0.271283559773	-0.203575626727	-0.25349259432	-0.138969526071	-0.247425056238	-0.490381244338	-0.379665117642	0.0115735012083	-0.295245960073	-0.295025293075	-0.196310989227	-0.0878825884749	-0.216311125228	-0.295114751005	-0.267846073143	-0.355952751375	-0.328857970317	-0.351619954075	-0.346750791128	-0.448433795711	-0.113953347752	-0.163138267253	-0.297697650277	-0.180940991316	-0.284507904568	-0.557595259277	-0.346125537652	-0.527041156084	-0.406269075141	-0.290680722974	-0.421125400865	-0.204444109864	-0.204102535178	-0.319073323563	-0.300735636522	-0.361819392702	-0.233513136439	0.0687109998511	-0.209344972884	-0.260098147269	-0.122649697959	-0.0275678841996	-0.0713350536583	-0.0325411090433	-0.153321487617	-0.184684287603	-0.336661765833	-0.250252572434	-0.175021320396	-0.247910387411	-0.343531554685	-0.185129589332	-0.44996803144	-0.289922499308	-0.173417495192	-0.222506397322	-0.26463959935	-0.20724858815	-0.33932267247	-0.582341225606	-0.357869520074	-0.319310137163	-0.172995476993	-0.257665685129	-0.197885939019	-0.299313207241	-0.276448780901	-0.187796198154	-0.234401758639	-0.255304157759	-0.272484657007	-0.15842441589	-0.081595165421	-0.456857807869	-0.168931501905	-0.27129266883	-0.513221198182	-0.3437579804	-0.102946068405	-0.0957197270967	-0.0996719378275	-0.139942778824	-0.216280485543	-0.635578888274	-0.202984930407	-0.178263941616	-0.190708386809	-0.207025580414	-0.491617103285	-0.106021129157	-0.0139234324666	-0.190124033382	-0.123139654297
FEV	-0.450829850893	-0.337825466295	-0.221222003845	-0.3889163208	-0.362399498446	-0.208360609946	-0.262458536879	-0.1876678734	-0.249649328937	-0.244048451004	-0.387784086755	-0.346511932899	-0.268639793795	-0.344145817663	-0.354074555548	-0.33556971597	-0.473866206439	-0.272874180805	-0.386760023619	-0.22676761734	-0.341151478003	-0.318735316656	-0.360783583795	-0.205238208845	-0.310059282068	-0.365963917576	-0.359559336434	-0.0677389472663	-0.327875325241	-0.343886462225	-0.296710799963	-0.140277065003	-0.295114751005	-0.190431269539	-0.212150439759	-0.419990817218	-0.380642277838	-0.268949120135	-0.334003814152	-0.413918592471	-0.155571763752	-0.243849715111	-0.288428050859	-0.254989808633	-0.387623354148	-0.517003424683	-0.375733695049	-0.472708449045	-0.36267150482	-0.252526948197	-0.476910246767	-0.26540203213	-0.258172048555	-0.339671599833	-0.367822760858	-0.303706160254	-0.199501821584	-0.00905700258486	-0.267387150402	-0.292592216014	-0.306339988277	-0.0991688853461	-0.101212376957	-0.0946453651516	-0.205629632627	-0.223784155254	-0.433927201822	-0.311154415502	-0.163118274763	-0.345494458536	-0.346248427854	-0.232972156261	-0.403370785053	-0.20874235867	-0.210307093058	-0.194338262187	-0.380263023727	-0.316367404549	-0.389014299668	-0.414571547207	-0.229351189183	-0.38023107828	-0.32279418516	-0.30535518874	-0.291831058062	-0.366222197463	-0.300667790783	-0.219338626264	-0.282710418715	-0.330478111376	-0.309055249307	-0.219142166347	-0.176806100803	-0.429686071355	-0.277393207372	-0.249126340173	-0.404037958519	-0.37128769129	-0.237148762204	-0.264985661085	-0.173139796914	-0.159324263597	-0.204299294871	-0.380970229643	-0.237511457891	-0.284491314827	-0.292966957128	-0.319792497489	-0.44788409986	-0.193603592325	-0.124221385986	-0.203807070189	-0.168077125293
FOSB	-0.483737835105	-0.38487473494	-0.248447347624	-0.489178603164	-0.47395267405	-0.260708099624	-0.140973467007	-0.145703433964	-0.189305460352	-0.25344361648	-0.546636829383	-0.315332183639	-0.182286435907	-0.337693730575	-0.316577797784	-0.379775534289	-0.702368041172	-0.438009914268	-0.590114621067	-0.237478053792	-0.296153625195	-0.214100272383	-0.317246759462	-0.149907456483	-0.224368037837	-0.491129729836	-0.360836316624	-0.0181865931474	-0.313204396916	-0.41106467466	-0.244154744123	-0.110464219572	-0.267846073143	-0.212150439759	-0.241909657844	-0.36725457885	-0.388928332966	-0.352696437513	-0.374860899737	-0.433777395553	-0.11691560705	-0.200187476384	-0.316726588512	-0.167859927326	-0.447060795701	-0.579218190761	-0.326797721874	-0.542661804428	-0.430533983483	-0.378158285268	-0.340620614968	-0.243646101516	-0.209107463348	-0.444711676479	-0.400343690735	-0.320078573534	-0.229073341986	0.00503151429581	-0.20676718499	-0.302938466412	-0.158524809354	-0.0905370826025	-0.125797860817	-0.079810174055	-0.177299356127	-0.215738209982	-0.22065373673	-0.290339905296	-0.168551860163	-0.268749525847	-0.351403521721	-0.240417964931	-0.424949309079	-0.333587471797	-0.199546291376	-0.237583603018	-0.366653198252	-0.247106587572	-0.363380959055	-0.534402964717	-0.428983513027	-0.283903962769	-0.132781971741	-0.281222139736	-0.163718846261	-0.426892067175	-0.324067158881	-0.187983175834	-0.266915217811	-0.314417198732	-0.295516981835	-0.209486470405	-0.135217521265	-0.486429161401	-0.151831884268	-0.303680032892	-0.533004463606	-0.356381423983	-0.125932439114	-0.144770752503	-0.17919408326	-0.168075864197	-0.153003018627	-0.580049342664	-0.225032346719	-0.192083138413	-0.168986714462	-0.220263091688	-0.520734438327	-0.135290349352	0.00599580238165	-0.194184910314	-0.146418874959
FOXA1	-0.498087208531	-0.503671731409	-0.370700799898	-0.588531900959	-0.478663896412	-0.253831667778	-0.216635894635	-0.239831240573	-0.30372090251	-0.411138965295	-0.63055920406	-0.50943263964	-0.355707729185	-0.390377439543	-0.396940624418	-0.457188054295	-0.685728075279	-0.43908933548	-0.536963237325	-0.269313842874	-0.417334663758	-0.277637530106	-0.455958983677	-0.359264954386	-0.359714263095	-0.488313598113	-0.491451133121	-0.0493045109726	-0.493217265595	-0.597756504749	-0.324571980008	-0.177011155487	-0.355952751375	-0.419990817218	-0.36725457885	-0.431981893419	-0.467053458608	-0.514781708337	-0.497106173058	-0.601033213849	-0.218806281381	-0.329072728373	-0.368869255398	-0.268235721542	-0.503510383226	-0.601100538245	-0.511218681953	-0.606669438146	-0.510145571798	-0.519374276434	-0.56440682999	-0.350130140367	-0.349601193484	-0.517208124624	-0.529251621281	-0.389152595528	-0.331417847893	-0.161684018353	-0.299686604297	-0.497311590134	-0.238613469212	-0.124351549753	-0.126547214489	-0.139307397139	-0.24364331599	-0.36896019994	-0.365559096937	-0.344477158473	-0.281155205675	-0.480868120118	-0.509651226049	-0.378857498295	-0.516748033136	-0.41921408552	-0.265316632239	-0.327435205838	-0.503071926176	-0.354824285141	-0.542863130303	-0.554881389945	-0.49504082947	-0.41676844919	-0.230428240059	-0.38954071652	-0.257180866984	-0.558229206739	-0.493006947067	-0.275983058508	-0.35875942626	-0.35596169866	-0.401490700451	-0.371230589419	-0.226597907471	-0.557314308859	-0.190999293313	-0.36108874797	-0.55621732931	-0.423067213862	-0.274967180132	-0.378269254653	-0.353221592922	-0.272284686938	-0.19518829027	-0.607281275153	-0.346197628025	-0.347944769351	-0.301085667185	-0.355752053344	-0.627278256317	-0.184170673174	-0.0184924224533	-0.361719191087	-0.232629824836
FOXA3	-0.510377705909	-0.49319339182	-0.36361232557	-0.57605029718	-0.488448245837	-0.263746601886	-0.236966093894	-0.227894654431	-0.303900804555	-0.380252161446	-0.686695868186	-0.475506972506	-0.361437914973	-0.386349085061	-0.379818190522	-0.445510681035	-0.697359027579	-0.438641835654	-0.544437968803	-0.270360589392	-0.397163569429	-0.333002354271	-0.446085561354	-0.331996142926	-0.337315069189	-0.517203910833	-0.501159194696	-0.0578889119933	-0.465588052082	-0.545339091021	-0.342027639068	-0.190004770291	-0.328857970317	-0.380642277838	-0.388928332966	-0.467053458608	-0.412562009648	-0.463838726925	-0.460528795352	-0.567054808384	-0.232275396836	-0.308421038254	-0.34303645807	-0.26699209158	-0.512769190075	-0.570029583382	-0.470492435928	-0.60189303912	-0.518040187963	-0.491227575122	-0.590817839187	-0.314088206577	-0.332177197472	-0.520042019324	-0.470306304748	-0.372874997918	-0.317271110808	-0.1377095612	-0.316057569218	-0.466379893868	-0.263692059904	-0.115512023994	-0.139682910363	-0.140256593725	-0.22875926106	-0.328567695608	-0.341318143639	-0.323251295991	-0.293071675293	-0.438599822345	-0.497621347945	-0.363493727905	-0.520862267284	-0.404525181177	-0.253653008349	-0.311611744903	-0.49163862637	-0.322494205243	-0.510354509059	-0.544243117635	-0.458129668842	-0.390820503879	-0.243822331348	-0.400218495515	-0.264490306475	-0.510224070135	-0.442793497611	-0.282931568702	-0.361150850999	-0.42009592217	-0.350494509809	-0.338656072662	-0.215637063388	-0.555678464399	-0.214767204814	-0.357229048948	-0.542000142746	-0.395093401706	-0.261836950545	-0.336016595241	-0.312482158901	-0.255813442893	-0.193211857763	-0.550616494719	-0.339208169966	-0.338479156773	-0.316529805966	-0.350300866349	-0.563181369321	-0.239195543728	-0.0172235396519	-0.37419285498	-0.236897417453
FOXF1	-0.546216663845	-0.500357610088	-0.35138644871	-0.58427240581	-0.496619296578	-0.27104887992	-0.228474874672	-0.220936379274	-0.264509949481	-0.338906783255	-0.666136504188	-0.441054065697	-0.305218571862	-0.355100884663	-0.405979156731	-0.430120773409	-0.679229382104	-0.463384767558	-0.510103284494	-0.27429509304	-0.367431994304	-0.276234379809	-0.420610167859	-0.300863247029	-0.333220382537	-0.530845284797	-0.516421611632	-0.0640806217213	-0.456949647525	-0.505767167211	-0.32900332635	-0.17574314348	-0.351619954075	-0.268949120135	-0.352696437513	-0.514781708337	-0.463838726925	-0.493886365044	-0.485773173743	-0.557980152187	-0.210186994874	-0.282652520583	-0.396171833327	-0.265449328783	-0.510688920071	-0.615963965958	-0.451957637887	-0.581690392533	-0.494263771827	-0.497121403969	-0.549328215763	-0.324719441166	-0.293917353542	-0.468803392943	-0.470990817234	-0.35495351281	-0.319903309214	-0.047466965419	-0.293238682435	-0.466478857509	-0.256002532756	-0.108526315669	-0.116274491485	-0.11793665162	-0.218462712656	-0.324107023462	-0.32920614797	-0.333989919011	-0.256150011533	-0.426488813018	-0.483172743949	-0.352437255093	-0.527697558101	-0.40993371251	-0.244799925498	-0.297547969782	-0.472266385095	-0.306960456969	-0.47472189414	-0.55037230053	-0.469686856272	-0.407111599028	-0.234457512821	-0.372932663323	-0.28778057439	-0.529465959273	-0.43606968212	-0.258003235088	-0.325259430924	-0.377099937277	-0.314198846619	-0.328600062329	-0.227621837323	-0.518713689136	-0.237604182392	-0.36621279999	-0.564049979639	-0.367002739616	-0.274742673609	-0.365190208483	-0.30606165678	-0.225694274601	-0.196207899061	-0.59189636344	-0.296189676722	-0.294979640538	-0.29015964241	-0.307663979342	-0.585095967668	-0.208373359087	-0.0258779317039	-0.309287025886	-0.216387937648
FOXL2	-0.504777072291	-0.491256274108	-0.38591586523	-0.560711995339	-0.508671872545	-0.283068709818	-0.27138864674	-0.256013577329	-0.278452540736	-0.375727470525	-0.507864731306	-0.426596383537	-0.358718309938	-0.375149014258	-0.381375483601	-0.411324822556	-0.712147730023	-0.435168193289	-0.565215191521	-0.293902061108	-0.389438240492	-0.358478359799	-0.421186458529	-0.286288842376	-0.349931963534	-0.486822390321	-0.488937728993	-0.0948320216427	-0.440157336064	-0.52973684629	-0.347196542412	-0.219836068494	-0.346750791128	-0.334003814152	-0.374860899737	-0.497106173058	-0.460528795352	-0.485773173743	-0.459041708501	-0.520398402683	-0.24830136784	-0.318004815393	-0.356426713011	-0.270290600083	-0.493355840183	-0.605053420521	-0.436672116251	-0.589222456468	-0.52430056357	-0.457501024505	-0.544515862905	-0.325080983581	-0.314810130286	-0.502250335614	-0.450401129888	-0.392615782433	-0.342493578069	-0.145377696855	-0.323086105587	-0.448979611601	-0.286870727389	-0.164200420298	-0.128661416661	-0.146602213173	-0.253177382839	-0.334792747193	-0.370836320803	-0.338358855473	-0.322783349242	-0.432329647664	-0.449511299293	-0.356171858413	-0.513041990104	-0.343152504438	-0.279110279789	-0.327910217175	-0.470123901109	-0.351784649934	-0.508750795342	-0.545480871397	-0.445200277685	-0.44350344638	-0.265392997223	-0.385862503936	-0.288617697891	-0.563130826284	-0.434054339747	-0.2817518164	-0.343364198558	-0.390692028686	-0.371326892131	-0.343432498554	-0.241431122096	-0.576915652514	-0.21261303595	-0.357304079023	-0.546193563148	-0.427621808497	-0.293593264367	-0.34902368708	-0.282947224168	-0.286642559564	-0.245593716917	-0.567615259817	-0.350011143033	-0.341300591222	-0.32361695242	-0.33323766587	-0.538984995949	-0.211507847859	-0.0543773595163	-0.370838079184	-0.254307044529
FOXO4	-0.550648180005	-0.516409392028	-0.488290564337	-0.512697079076	-0.580592275541	-0.433506674577	-0.475809615556	-0.38410300104	-0.462150297817	-0.488559721382	-0.566338792848	-0.539451619682	-0.542482434645	-0.474296760858	-0.489575053967	-0.509464631498	-0.634162043038	-0.476654523131	-0.526800834185	-0.42515363166	-0.498174945468	-0.507554598254	-0.553279188373	-0.501753344036	-0.519596284684	-0.521986163798	-0.538599519214	-0.264043227203	-0.510222460325	-0.562300585985	-0.452401193576	-0.410127429885	-0.448433795711	-0.413918592471	-0.433777395553	-0.601033213849	-0.567054808384	-0.557980152187	-0.520398402683	-0.371952939546	-0.429532603478	-0.483137558024	-0.369891213766	-0.506537312581	-0.551480974496	-0.663664425303	-0.544802237858	-0.585971441452	-0.553535021375	-0.583055195319	-0.562449008646	-0.552569330926	-0.341010702411	-0.546917128575	-0.558744743123	-0.494353539009	-0.487154914876	-0.428118631539	-0.469827398098	-0.529632686213	-0.435057969961	-0.316189054025	-0.358215358085	-0.351122879481	-0.306874852652	-0.518786335258	-0.500090967851	-0.429367030016	-0.489786792363	-0.518785462056	-0.515931651845	-0.538828911088	-0.621989386971	-0.540556251421	-0.316454242202	-0.393573611771	-0.511679890649	-0.495355315352	-0.580899083233	-0.529666712199	-0.539570226961	-0.511243191408	-0.427134989653	-0.521393827227	-0.411551914651	-0.581471730307	-0.550981091635	-0.440420381566	-0.501990390717	-0.472647053307	-0.517903279888	-0.5328639089	-0.417349194634	-0.489941740235	-0.376153698082	-0.378128296078	-0.556116841053	-0.513804011452	-0.464989283488	-0.446412367323	-0.503165661351	-0.45668276253	-0.373926454872	-0.544055404876	-0.516709054327	-0.466962470053	-0.475334201035	-0.490893909442	-0.555440370128	-0.430185479672	-0.200483929267	-0.527810235605	-0.428540109407
GCH1	-0.305305217512	-0.288752090417	-0.115332071112	-0.420961140609	-0.399748635201	-0.0827331223448	-0.0364365026333	0.0251958549773	-0.104605350143	-0.11115299031	-0.518368128532	-0.167269079568	-0.0996104808644	-0.22807317616	-0.266084695069	-0.333171620354	-0.6394758782	-0.30696812356	-0.39453142844	-0.050062633645	-0.192695456062	-0.122185103604	-0.257125776319	-0.0694436016238	-0.11929714527	-0.449744971237	-0.331900845034	0.106493774233	-0.190791564206	-0.323627231443	-0.0936606498055	0.0598618913604	-0.113953347752	-0.155571763752	-0.11691560705	-0.218806281381	-0.232275396836	-0.210186994874	-0.24830136784	-0.429532603478	0.0498567685331	-0.0477085147789	-0.322644423675	-0.0723688713674	-0.353333329749	-0.530925599237	-0.1609947227	-0.445777491035	-0.307628621008	-0.254443672026	-0.439339315921	-0.0829086473221	-0.12829009922	-0.24639929776	-0.277040747206	-0.225388257952	-0.0798724320726	0.176483039859	-0.0571093586587	-0.174738205294	-0.057205879271	0.0984486551836	0.095573597374	0.101377004341	-0.115594571583	-0.068410281786	-0.0667114004872	-0.100497984149	0.00815891821752	-0.104834884884	-0.255316635366	-0.0803673038696	-0.43374388124	-0.138111014882	-0.116149916019	-0.162659566041	-0.306476426967	-0.108504009144	-0.187988762306	-0.455760767712	-0.300207191246	-0.259415828874	-0.0585842022541	-0.153903532249	-0.073313236963	-0.349557873899	-0.208969215761	-0.0569552503342	-0.1604645976	-0.248639440145	-0.126514742404	-0.109718269947	0.0564485071536	-0.385248312147	-0.0405907902689	-0.239330767685	-0.447989865516	-0.230187854373	-0.0324042869908	-0.0846972994193	-0.0121001588471	0.0208777297756	-0.0239632370436	-0.599564766159	-0.0545352237116	-0.0565470479821	-0.0923175881269	-0.140087047077	-0.425573051001	-0.0513553044136	0.119855286112	-0.0176673349195	0.0230903645975
GLB1L2	-0.38679463317	-0.350826432064	-0.215278072963	-0.457618454361	-0.458775479004	-0.194550305526	-0.10779115974	-0.0756827969289	-0.175705246854	-0.194770045714	-0.560218631474	-0.241407950031	-0.202970495866	-0.275231887675	-0.331513185799	-0.361162971099	-0.656576275874	-0.373323014613	-0.44899601467	-0.158883694005	-0.270118922915	-0.228031309311	-0.328136378203	-0.20793133768	-0.208535970259	-0.468472494661	-0.42083323458	0.0390276969531	-0.274089523806	-0.378934844439	-0.191481178736	-0.00581175605054	-0.163138267253	-0.243849715111	-0.200187476384	-0.329072728373	-0.308421038254	-0.282652520583	-0.318004815393	-0.483137558024	-0.0477085147789	-0.168653631124	-0.335822635971	-0.146245725074	-0.424619355108	-0.561952704169	-0.258984522144	-0.511396698367	-0.395832654276	-0.354993248532	-0.458431895289	-0.232716259263	-0.185812033421	-0.336291475718	-0.359499116142	-0.253115405942	-0.163651895191	0.0984833691564	-0.178036683389	-0.293043268605	-0.138916296357	0.0216124076178	0.0360835452923	0.0480487407782	-0.147625478955	-0.157886816164	-0.135292881141	-0.158636450988	-0.111498510385	-0.202193655946	-0.356975956197	-0.189874519716	-0.498796436365	-0.208581101837	-0.175418994706	-0.198336723408	-0.396788954826	-0.205599050602	-0.300719603416	-0.487897961057	-0.370584311919	-0.317562172334	-0.141771768376	-0.226231714963	-0.161813009049	-0.403191075667	-0.276227410018	-0.120539975774	-0.216051814223	-0.296806615511	-0.262974991038	-0.19388553584	-0.0362219544918	-0.449159641977	-0.0986449364298	-0.277800464177	-0.49828534194	-0.286021870308	-0.0983263933449	-0.153808327007	-0.134954752416	-0.0922271729962	-0.084333953414	-0.574284115549	-0.150474470593	-0.138138150743	-0.189947524284	-0.223612476917	-0.474956379919	-0.107729138346	0.0830108091063	-0.130736368359	-0.0737906472857
