	b.mean	b.std	a.mean	a.std
AHR_-_17338164.23-P1P2	-0.339128498858	0.0429320543689	-0.339128498858	0.0429320543689
AHR_-_17338168.23-P1P2	-0.329669861191	0.0478343842369	-0.329669861191	0.0478343842369
ARID1A_+_27022167.23-P1P2	-0.407916677435	0.0578757825325	-0.407916677435	0.0578757825325
ARID1A_-_27022243.23-P1P2	-0.215127564032	0.0322976239627	-0.215127564032	0.0322976239627
ARRDC3_+_90679525.23-P1P2	-0.101089342856	0.0197255498205	-0.101089342856	0.0197255498205
ARRDC3_-_90679309.23-P1P2	-0.166704877038	0.0268213688838	-0.166704877038	0.0268213688838
ATL1_+_50999374.23-P1P2	-0.443985617983	0.0671499049968	-0.443985617983	0.0671499049968
ATL1_-_50999367.23-P1P2	-0.361959384212	0.059485824429	-0.361959384212	0.059485824429
BAK1_+_33548177.23-P1P2	-0.36340885119	0.0654900567654	-0.36340885119	0.0654900567654
BAK1_-_33548176.23-P1P2	-0.398088963185	0.0538020737493	-0.398088963185	0.0538020737493
BCL2L11_+_111878321.23-P1	-0.138673874655	0.0360301428359	-0.138673874655	0.0360301428359
BCL2L11_-_111878313.23-P1	-0.0692130374418	0.0272635453507	-0.0692130374418	0.0272635453507
BCORL1_+_129116278.23-P1P2	-0.0277232900061	0.0200920762082	-0.0277232900061	0.0200920762082
BCORL1_+_129116290.23-P1P2	-0.0984114745272	0.0237004909929	-0.0984114745272	0.0237004909929
BCR_-_23522065.23-P1P2	-0.0358580389643	0.039378316552	-0.0358580389643	0.039378316552
BCR_-_23522198.23-P1P2	0.0379698464334	0.0266789474477	0.0379698464334	0.0266789474477
BPGM_+_134331304.23-P1P2	-0.0970059275399	0.0166068429109	-0.0970059275399	0.0166068429109
BPGM_+_134331476.23-P1P2	-0.142380095342	0.0300529405016	-0.142380095342	0.0300529405016
C19orf26_+_1238161.23-P1P2	-0.156648176514	0.0194467292608	-0.156648176514	0.0194467292608
C19orf26_+_1238358.23-P1P2	-0.0842416395678	0.0265118556582	-0.0842416395678	0.0265118556582
C3orf72_-_138665928.23-P1P2	-0.442732802543	0.0708674819931	-0.442732802543	0.0708674819931
C3orf72_-_138665944.23-P1P2	-0.515100793823	0.0705474760497	-0.515100793823	0.0705474760497
CBFA2T3_+_89043662.23-P2	-0.187792899387	0.0334552503561	-0.187792899387	0.0334552503561
CBFA2T3_+_89043673.23-P2	-0.145647480296	0.0223789651717	-0.145647480296	0.0223789651717
CBL_+_119076546.23-P1P2	-0.127935114592	0.0156388111763	-0.127935114592	0.0156388111763
CBL_-_119076622.23-P1P2	-0.127722372402	0.0232208341893	-0.127722372402	0.0232208341893
CDKN1A_+_36646320.23-P1P2	-0.291934368515	0.0280697186721	-0.291934368515	0.0280697186721
CDKN1A_-_36646141.23-P1P2	-0.174323626545	0.0217455444799	-0.174323626545	0.0217455444799
CDKN1B_+_12869867.23-P1P2	-0.276247955796	0.0370709163931	-0.276247955796	0.0370709163931
CDKN1B_-_12869956.23-P1P2	-0.250547103218	0.0463640453235	-0.250547103218	0.0463640453235
CDKN1C_-_2907198.23-P1P2	-0.382153977467	0.0573560684604	-0.382153977467	0.0573560684604
CDKN1C_-_2907316.23-P1P2	-0.236627260868	0.0324279255076	-0.236627260868	0.0324279255076
CEBPA_+_33793624.23-P1P2	-0.566692165378	0.075058614356	-0.566692165378	0.075058614356
CEBPA_+_33793774.23-P1P2	-0.70570934623	0.115782303873	-0.70570934623	0.115782303873
CEBPB_+_48807216.23-P1P2	-0.435944987188	0.0636130117558	-0.435944987188	0.0636130117558
CEBPB_-_48807249.23-P1P2	-0.153157636018	0.0384730085784	-0.153157636018	0.0384730085784
CEBPE_+_23588994.23-P1P2	-0.488679400324	0.0680252297683	-0.488679400324	0.0680252297683
CEBPE_-_23589034.23-P1P2	-0.299095077007	0.0414039819795	-0.299095077007	0.0414039819795
CELF2_+_11059740.23-P1P2	-0.13833085138	0.0372204289344	-0.13833085138	0.0372204289344
CELF2_+_11206754.23-P1P2	-0.0180603260344	0.0416562465857	-0.0180603260344	0.0416562465857
CITED1_+_71526082.23-P1	-0.338620466398	0.0527512818092	-0.338620466398	0.0527512818092
CITED1_-_71526062.23-P1	-0.0456399074742	0.0290254502215	-0.0456399074742	0.0290254502215
CKS1B_-_61808483.23-ENST00000600888.1	-0.171740002085	0.0334421390323	-0.171740002085	0.0334421390323
CLDN6_-_3068282.23-P1P2	-0.281568251209	0.0354511194364	-0.281568251209	0.0354511194364
CLDN6_-_3068298.23-P1P2	-0.205280272109	0.033587248807	-0.205280272109	0.033587248807
CNN1_+_11649447.23-P1	-0.0897185500449	0.0373465230222	-0.0897185500449	0.0373465230222
CNN1_-_11649410.23-P1	-0.109951387465	0.027606670113	-0.109951387465	0.027606670113
CNNM4_-_97426363.23-P1P2	-0.16239666697	0.021507754295	-0.16239666697	0.021507754295
CNNM4_-_97426428.23-P1P2	-0.104886844172	0.0188090922051	-0.104886844172	0.0188090922051
COL1A1_+_48279052.23-P1P2	-0.480534090742	0.0770586129424	-0.480534090742	0.0770586129424
