	AHR_-_17338164.23-P1P2	AHR_-_17338168.23-P1P2	ARID1A_+_27022167.23-P1P2	ARID1A_-_27022243.23-P1P2	ARRDC3_+_90679525.23-P1P2	ARRDC3_-_90679309.23-P1P2	ATL1_+_50999374.23-P1P2	ATL1_-_50999367.23-P1P2	BAK1_+_33548177.23-P1P2	BAK1_-_33548176.23-P1P2	BCL2L11_+_111878321.23-P1	BCL2L11_-_111878313.23-P1	BCORL1_+_129116278.23-P1P2	BCORL1_+_129116290.23-P1P2	BCR_-_23522065.23-P1P2	BCR_-_23522198.23-P1P2	BPGM_+_134331304.23-P1P2	BPGM_+_134331476.23-P1P2	C19orf26_+_1238161.23-P1P2	C19orf26_+_1238358.23-P1P2	C3orf72_-_138665928.23-P1P2	C3orf72_-_138665944.23-P1P2	CBFA2T3_+_89043662.23-P2	CBFA2T3_+_89043673.23-P2	CBL_+_119076546.23-P1P2	CBL_-_119076622.23-P1P2	CDKN1A_+_36646320.23-P1P2	CDKN1A_-_36646141.23-P1P2	CDKN1B_+_12869867.23-P1P2	CDKN1B_-_12869956.23-P1P2	CDKN1C_-_2907198.23-P1P2	CDKN1C_-_2907316.23-P1P2	CEBPA_+_33793624.23-P1P2	CEBPA_+_33793774.23-P1P2	CEBPB_+_48807216.23-P1P2	CEBPB_-_48807249.23-P1P2	CEBPE_+_23588994.23-P1P2	CEBPE_-_23589034.23-P1P2	CELF2_+_11059740.23-P1P2	CELF2_+_11206754.23-P1P2	CITED1_+_71526082.23-P1	CITED1_-_71526062.23-P1	CKS1B_-_61808483.23-ENST00000600888.1	CLDN6_-_3068282.23-P1P2	CLDN6_-_3068298.23-P1P2	CNN1_+_11649447.23-P1	CNN1_-_11649410.23-P1	CNNM4_-_97426363.23-P1P2	CNNM4_-_97426428.23-P1P2	COL1A1_+_48279052.23-P1P2	COL1A1_-_48279241.23-P1P2	COL2A1_+_48398427.23-P1P2	COL2A1_+_48398512.23-P1P2	CSRNP1_+_39196217.23-P1P2	CSRNP1_-_39196126.23-P1P2	DLX2_-_172967775.23-P1P2	DLX2_-_172967845.23-P1P2	DUSP9_+_152912501.23-P1	DUSP9_+_152912564.23-P1	EGR1_+_137800818.23-P1	EGR1_-_137801018.23-P1	ELMSAN1_+_74227119.23-P1	ELMSAN1_-_74227099.23-P1	ETS2_+_40177604.23-P1P2	ETS2_-_40177491.23-P1P2	FEV_+_219850574.23-P1P2	FEV_+_219850595.23-P1P2	FOSB_+_45971009.23-P1	FOSB_-_45971150.23-P1	FOXA1_-_38064459.23-P1P2	FOXA1_-_38064583.23-P1P2	FOXA3_+_46367435.23-P1P2	FOXA3_-_46367354.23-P1P2	FOXF1_+_86544016.23-P1P2	FOXF1_-_86543821.23-P1P2	FOXL2_+_138666046.23-P1P2	FOXL2_+_138666114.23-P1P2	FOXO4_-_70315829.23-P1P2	FOXO4_-_70315963.23-P1P2	GCH1_-_55369782.23-P1P2	GCH1_-_55369897.23-P1P2	GLB1L2_+_134201608.23-P1P2	GLB1L2_+_134201679.23-P1P2	HES7_-_8027532.23-P1P2	HES7_-_8027539.23-P1P2	HK2_+_75060993.23-P1P2	HK2_+_75061007.23-P1P2	HNF4A_+_43029788.23-P1P2	HNF4A_-_43029858.23-P1P2	HOXA13_+_27239889.23-P1P2	HOXA13_+_27240051.23-P1P2	HOXB9_+_46704211.23-P1P2	HOXB9_-_46704088.23-P1P2	HOXC13_+_54332230.23-P1P2	HOXC13_-_54332182.23-P1P2	IER5L_+_131940706.23-P1P2	IER5L_+_131940785.23-P1P2	IGDCC3_+_65670566.23-P1P2	IGDCC3_-_65670556.23-P1P2	IKZF3_-_38020553.23-P1P2	IKZF3_-_38020571.23-P1P2	IRF1_+_131826642.23-P1P2	IRF1_-_131826619.23-P1P2	ISL2_+_76628878.23-P1P2	ISL2_-_76628853.23-P1P2	JUN_+_59249990.23-P1P2	JUN_-_59249929.23-P1P2	KIAA1804_-_233463315.23-P1P2	KIAA1804_-_233463431.23-P1P2	KIF18B_-_43025293.23-P1P2	KIF18B_-_43025338.23-P1P2	KIF2C_-_45205402.23-P1P2	KIF2C_-_45205435.23-P1P2	KLF1_+_12998353.23-P1P2	KLF1_-_12998104.23-P1P2	KMT2A_+_118306901.23-P1P2	KMT2A_+_118306992.23-P1P2	LHX1_+_35293939.23-P1P2	LHX1_+_35293972.23-P1P2	LYL1_+_13213738.23-P1P2	LYL1_-_13213808.23-P1P2	MAML2_-_96076499.23-P1P2	MAML2_-_96076530.23-P1P2	MAP2K3_-_21187851.23-P1P2	MAP2K3_-_21187855.23-P1P2	MAP2K6_+_67410733.23-P1P2	MAP2K6_+_67410755.23-P1P2	MAP4K3_+_39664546.23-P1P2	MAP4K3_+_39664622.23-P1P2	MAP4K5_-_50999552.23-P1P2	MAP4K5_-_50999632.23-P1P2	MAP7D1_+_36621448.23-P1P2	MAP7D1_+_36621468.23-P1P2	MAPK1_+_22222272.23-P1P2	MAPK1_-_22222117.23-P1P2	MCOLN3_-_85514289.23-P1P2	MCOLN3_-_85514516.23-P1P2	MEIS1_+_66662147.23-P1P2	MEIS1_+_66662171.23-P1P2	MIDN_+_1248189.23-P2	MIDN_-_1248372.23-P2	NCL_-_232329542.23-P1	NCL_-_232329555.23-P1	NIT1_+_161087777.23-P1P2	NIT1_+_161087799.23-P1P2	OSR2_-_99956563.23-P1P2	OSR2_-_99956605.23-P1P2	PEG10_+_94285426.23-P1	PEG10_+_94285507.23-P1	PIK3CB_+_138553654.23-P1P2	PIK3CB_-_138553855.23-P1P2	PLEKHO2_+_65133841.23-P1P2	PLEKHO2_+_65133906.23-P1P2	PLK4_+_128801906.23-P1P2	PLK4_-_128801714.23-P1P2	POU3F2_-_99282213.23-P1P2	POU3F2_-_99282242.23-P1P2	PRDM1_-_106534082.23-P1P2	PRDM1_-_106534101.23-P1P2	PRTG_+_56035430.23-P1P2	PRTG_-_56035322.23-P1P2	PTPN12_-_77166401.23-P1P2	PTPN12_-_77166524.23-P1P2	PTPN13_+_87556134.23-P1P2	PTPN13_-_87515370.23-P1P2	PTPN1_-_49126654.23-P1P2	PTPN1_-_49126776.23-P1P2	PTPN9_-_75871727.23-P1P2	PTPN9_-_75871826.23-P1P2	RHOXF2_+_119292271.23-ENST00000371388.3	RHOXF2_+_119292286.23-ENST00000371388.3	RREB1_+_7107827.23-P1P2	RREB1_+_7107890.23-P1P2	RUNX1T1_+_93115566.23-P2	RUNX1T1_+_93115606.23-P2	S1PR2_+_10342062.23-P1P2	S1PR2_+_10342094.23-P1P2	SAMD1_+_14201604.23-P1P2	SAMD1_+_14201736.23-P1P2	SET_+_131451355.23-P1P2	SET_-_131451279.23-P1P2	SGK1_+_134496352.23-P1	SGK1_-_134496214.23-P1	SLC38A2_+_46766709.23-P1P2	SLC38A2_+_46766743.23-P1P2	SLC4A1_+_42345604.23-P1P2	SLC4A1_+_42345700.23-P1P2	SLC6A9_+_44497266.23-P1P2	SLC6A9_+_44497273.23-P1P2	SNAI1_+_48599301.23-P1P2	SNAI1_+_48599338.23-P1P2	SPI1_+_47400397.23-P1P2	SPI1_+_47400477.23-P1P2	STIL_-_47779900.23-P1P2	STIL_-_47780136.23-P1P2	TBX2_+_59476912.23-P1P2	TBX2_+_59477100.23-P1P2	TBX3_+_115122163.23-P1P2	TBX3_-_115122232.23-P1P2	TGFBR2_-_30647895.23-P1P2	TGFBR2_-_30647920.23-P1P2	TMEM173_+_138862463.23-P1P2	TMEM173_-_138862534.23-P1P2	TMSB4X_+_12993106.23-P1	TMSB4X_+_12993114.23-P1	TP73_+_3568744.23-P1P2	TP73_-_3568729.23-P1P2	TSC22D1_-_45011354.23-P1P2	TSC22D1_-_45011365.23-P1P2	UBASH3A_+_43823772.23-P1P2	UBASH3A_-_43823838.23-P1P2	UBASH3B_+_122526277.23-P1P2	UBASH3B_-_122526266.23-P1P2	ZBTB10_+_81398318.23-P1P2	ZBTB10_-_81398128.23-P1P2	ZBTB1_+_64970303.23-P1P2	ZBTB1_-_64971139.23-P1P2	ZBTB25_-_64971433.23-P1P2	ZBTB25_-_64971449.23-P1P2	ZC3HAV1_+_138794557.23-P1P2	ZC3HAV1_+_138794578.23-P1P2	ZNF318_+_43337335.23-P1P2	ZNF318_-_43337365.23-P1P2	negative_control_0	negative_control_1	negative_control_10	negative_control_11	negative_control_12	negative_control_13	negative_control_14	negative_control_15	negative_control_2	negative_control_3	negative_control_4	negative_control_5	negative_control_6	negative_control_7	negative_control_8	negative_control_9
AHR_-_17338164.23-P1P2	-0.531112644773	-0.423231284048	-0.443862920261	-0.485455441258	-0.429449527723	-0.416508115464	-0.589736991098	-0.7111111041	-0.400043683329	-0.726855422182	-0.40942572776	-0.428768994893	-0.286680525589	-0.414168383751	-0.373389410777	-0.407533799053	-0.429803617958	-0.334356081637	-0.460307469022	-0.388189143537	-0.622354514694	-0.625352114427	-0.423699396543	-0.449290796221	-0.519139005806	-0.6080019598	-0.535208972743	-0.495738730423	-0.434545981054	-0.459549650313	-0.4634786811	-0.4638601045	-0.652532434765	-0.678656698049	-0.532740273771	-0.484405557195	-0.671617411669	-0.564695369559	-0.479401754143	-0.355978418507	-0.416854186606	-0.388343233647	-0.411329083302	-0.434646871454	-0.434900132077	-0.349890887628	-0.464266317973	-0.388285835828	-0.401322879425	-0.614970468942	-0.404281229624	-0.552727860948	-0.447530283345	-0.150857765556	-0.27002652845	-0.39658047862	-0.550115190127	-0.71040496518	-0.59766325691	-0.358016222083	-0.453937292992	-0.421104048753	-0.326175224133	-0.54987221257	-0.458815056103	-0.341319814795	-0.582858453531	-0.573050474792	-0.469851434786	-0.440119384787	-0.438000486516	-0.54983269653	-0.473861636941	-0.495738730423	-0.454171832787	-0.636809289029	-0.400601411446	-0.690016195017	-0.414888479931	-0.318800326649	-0.345248960475	-0.409639989279	-0.485961211429	-0.129169942354	-0.462498395809	-0.392927062758	-0.411484034518	-0.559221739988	-0.337987070736	-0.73843716372	-0.513470608405	-0.518364269749	-0.473035679983	-0.586668647898	-0.535289525166	-0.726112197614	-0.448721647251	-0.526011903031	-0.479542536472	-0.503531362106	-0.537411945037	-0.474899406555	-0.495959990013	-0.129169942354	-0.487718440863	-0.57561426684	-0.540489139777	-0.593178431462	-0.373357831059	-0.552148325025	-0.380555750745	-0.449077313293	-0.460715135329	-0.0475903563017	-0.152478375562	-0.509640514665	-0.436727885839	-0.424522561502	-0.448475885783	-0.337059412765	-0.508748035466	-0.31149921645	-0.223239869827	-0.271559704227	-0.251540162219	-0.274746483347	-0.264963739051	-0.129169942354	-0.395688942568	-0.322541688293	-0.273501098213	-0.427655945386	-0.414583578896	-0.568467660324	-0.381317955337	-0.307912354576	-0.39995954993	-0.500778322738	-0.561338001392	-0.525718822885	-0.561543339723	-0.447038230788	-0.499846139652	-0.447322189681	-0.620017636146	-0.4763136844	-0.613037575487	-0.439232532333	-0.129169942354	-0.362799439998	-0.129169942354	-0.44100888895	-0.4327885729	-0.377685198922	-0.367954581197	-0.61909889103	-0.542981596297	-0.617881795595	-0.473693631528	-0.588516163059	-0.370920400465	-0.441853704306	-0.389912084763	-0.360209268557	-0.498781561833	-0.574581860512	-0.427395845014	-0.362658659687	-0.407956075914	-0.620734345284	-0.675929915579	-0.491380367392	-0.491380367392	-0.320426366357	-0.523356171458	-0.330272023137	-0.374956145656	-0.434693631915	-0.442026428533	-0.443262596816	-0.49464843208	-0.310794577456	-0.546069616408	-0.358032173106	-0.387301752041	-0.632890557112	-0.501049579336	-0.310120540642	-0.411448034754	-0.129169942354	-0.66423358996	-0.495139915095	-0.523632065407	-0.396852838244	-0.503531362106	-0.313407751673	-0.336057506567	-0.24009507396	-0.420347443667	-0.417047427219	-0.438723457053	-0.4777199845	-0.315951093581	-0.337675353581	-0.422464207268	-0.783999167816	-0.451819655221	-0.542674052387	-0.409931100791	-0.430473758885	-0.302157681975	-0.434348917415	-0.504561300602	-0.561904424763	-0.486480932354	-0.438058788832	-0.383369539815	-0.248103149544	-0.34705791809	-0.161770087687	-0.0756145409426	-0.426977026079	-0.424034887268	-0.349623450607	-0.284145759368	-0.35257845604	-0.343020843192	-0.415578106043	-0.431755625397	-0.35009387719	-0.316569788381	-0.375446338822	-0.374720823108	-0.392369573002	-0.335559920681	-0.307782104914	-0.426906786159	-0.32635507645	-0.397450527448
AHR_-_17338168.23-P1P2	-0.388318510763	-0.374902038705	-0.534881420704	-0.50568489123	-0.411013220857	-0.483077394845	-0.556630805484	-0.533222490675	-0.545490794952	-0.523688189143	-0.390461552307	-0.358455418819	-0.345371085781	-0.456014328468	-0.458562148718	-0.333763314573	-0.426180153741	-0.356351184577	-0.478980104031	-0.386856720776	-0.699236984841	-0.566559439833	-0.584676018314	-0.503901387572	-0.453199256402	-0.428773262086	-0.415488366259	-0.354146706287	-0.39165437948	-0.427675884067	-0.656958807957	-0.487718440863	-0.691971443363	-0.600801845022	-0.456512308018	-0.475936411421	-0.695311756053	-0.544230012194	-0.406105034394	-0.372674536094	-0.539411769251	-0.399119037586	-0.394709205048	-0.521071914187	-0.422086762913	-0.395434897075	-0.417164497725	-0.418278368712	-0.449421702167	-0.554068502565	-0.517202037441	-0.469007208353	-0.538651087458	-0.147256652053	-0.179976145206	-0.506001578669	-0.523114403544	-0.568747300448	-0.527251995299	-0.351152767493	-0.370448723596	-0.396419540779	-0.366449732974	-0.563595322305	-0.526791036321	-0.26585443863	-0.623693184398	-0.486132797297	-0.409946016418	-0.532266799748	-0.494989887509	-0.638562756553	-0.440231119799	-0.606616706182	-0.420977882799	-0.530730042841	-0.486818081323	-0.608981775131	-0.587742068449	-0.31485345882	-0.300287692739	-0.353661935548	-0.465442194635	-0.129169942354	-0.489321709673	-0.39220823575	-0.394036047298	-0.459743021069	-0.526341027017	-0.719234793983	-0.66566543523	-0.538351766178	-0.519962518673	-0.697113242486	-0.600610278696	-0.545814062386	-0.537503124585	-0.572034322159	-0.640022887375	-0.71501087581	-0.569232395994	-0.42879818938	-0.516873086934	-0.129169942354	-0.498547453945	-0.553915157252	-0.519587144171	-0.645112508142	-0.42127478548	-0.364919261779	-0.390054706626	-0.433314456587	-0.346345003315	-0.0229195539914	-0.167040272305	-0.453061573236	-0.404356980932	-0.412208790182	-0.508840045154	-0.370351366347	-0.401151501287	-0.271073603746	-0.211180005328	-0.328956985445	-0.21703025309	-0.297222183997	-0.246250837012	-0.129169942354	-0.321703064525	-0.336738287164	-0.367796768837	-0.410330582589	-0.439783746995	-0.565055404715	-0.446860519993	-0.38642740733	-0.479166234088	-0.458946939806	-0.512657514712	-0.637613730682	-0.382254700827	-0.561997153765	-0.51885718127	-0.503054451585	-0.644745528872	-0.383974625473	-0.507777756067	-0.41448163425	-0.129169942354	-0.356295180708	-0.129169942354	-0.561861134248	-0.484996787027	-0.531503234946	-0.473894654152	-0.61294892457	-0.766352772202	-0.622117202042	-0.389197210079	-0.57907516255	-0.453471779134	-0.398338563094	-0.492836358385	-0.286333307993	-0.421518778293	-0.541854044186	-0.461944539538	-0.464670184783	-0.413742371445	-0.481482191519	-0.543223519931	-0.352315498692	-0.415883071673	-0.392125458207	-0.388371124704	-0.449350690995	-0.442862990743	-0.537741712064	-0.492921987858	-0.45454643769	-0.502367888846	-0.252951037336	-0.57896262969	-0.281023666762	-0.407349572824	-0.459680870398	-0.452956425623	-0.471111057927	-0.402759210496	-0.129169942354	-0.519200059659	-0.439783746995	-0.55440028614	-0.373696383444	-0.440631459516	-0.282597388205	-0.256521436941	-0.220793414315	-0.356273048318	-0.488022522445	-0.456743639031	-0.410607329693	-0.367626169973	-0.329867556793	-0.28922329784	-0.555061954368	-0.589557995868	-0.408412752842	-0.366791866824	-0.470198979718	-0.441278211984	-0.475758457395	-0.419046285206	-0.586668647898	-0.427009475588	-0.405968655891	-0.397838350574	-0.345853907052	-0.39260401564	-0.195926411674	-0.0834318584748	-0.474112652011	-0.46285322641	-0.357105684956	-0.327775755963	-0.31485345882	-0.348058159976	-0.308033858082	-0.455468657489	-0.364849821816	-0.410801513658	-0.425234945119	-0.450252482879	-0.425516486865	-0.306280199876	-0.362523527925	-0.351126673588	-0.297648646365	-0.396988857761
ARID1A_+_27022167.23-P1P2	-0.497686005073	-0.417184630919	-0.402039886372	-0.624731874534	-0.465817532988	-0.499721167739	-0.566115503956	-0.409087065345	-0.544861549742	-0.633941207995	-0.497522864852	-0.463793830251	-0.415847176267	-0.413769695405	-0.468401455013	-0.383806207212	-0.534226448636	-0.512351953831	-0.472322276239	-0.521662928058	-0.449156670981	-0.54762060318	-0.386337589772	-0.440870627453	-0.531900019685	-0.397618102971	-0.531977684183	-0.395694505921	-0.424068189903	-0.485576235962	-0.423206549699	-0.375772791616	-0.529059695361	-0.530228342582	-0.47116098071	-0.434377972449	-0.391593541836	-0.344227889876	-0.446188158976	-0.436543337414	-0.486875285371	-0.450819272619	-0.363104503656	-0.495068276326	-0.475327417332	-0.597131343	-0.492585454164	-0.454360132605	-0.526946443651	-0.640820944041	-0.467654888512	-0.523504784296	-0.45885315735	-0.291489432921	-0.320873604258	-0.420660574238	-0.519446831039	-0.471089212187	-0.466881651407	-0.414676307898	-0.386183836445	-0.355869423304	-0.476391058588	-0.526287291278	-0.4179070463	-0.174652588762	-0.53952707146	-0.52789380012	-0.504020932793	-0.496732182226	-0.52423335446	-0.360696558317	-0.442066937206	-0.55607871309	-0.456306420981	-0.672729390241	-0.389299515697	-0.456562487298	-0.513128732622	-0.431020162355	-0.447610803341	-0.365275450244	-0.53616081297	-0.129169942354	-0.41965014137	-0.456205367719	-0.378091557172	-0.554068502565	-0.384634924011	-0.491489890528	-0.522124702725	-0.394849196631	-0.443024156577	-0.419966140118	-0.533673354037	-0.544861549742	-0.492907978657	-0.517612349739	-0.468097266718	-0.519861065084	-0.529944043383	-0.661306543422	-0.466506825607	-0.129169942354	-0.454019735029	-0.567022342285	-0.447755582069	-0.692954517311	-0.40544696767	-0.577667949549	-0.497321331018	-0.392330545694	-0.383761306908	-0.185150914368	-0.358879104492	-0.54153121939	-0.501726887738	-0.655180773241	-0.499347381037	-0.398867065354	-0.50261654803	-0.293569473099	-0.322842268672	-0.272898030106	-0.327268817105	-0.344493102279	-0.207276694961	-0.129169942354	-0.39372227913	-0.559342588278	-0.382583339532	-0.366094323807	-0.432405745659	-0.511816201771	-0.438402410084	-0.499597650195	-0.372436898133	-0.476380347298	-0.410892882352	-0.356791347852	-0.550672938544	-0.528915771015	-0.421258287087	-0.501506733369	-0.562072674073	-0.343347403583	-0.400906693774	-0.377804221835	-0.129169942354	-0.388299451133	-0.129169942354	-0.487474790977	-0.430174609777	-0.32972323995	-0.451672779955	-0.532090175316	-0.442430468102	-0.543841800536	-0.48716102281	-0.599307537132	-0.50140425732	-0.513792159301	-0.525718822885	-0.395087300869	-0.390856811161	-0.342492469989	-0.466506825607	-0.401595283069	-0.510580058845	-0.642623631326	-0.415286075903	-0.454682457207	-0.382666265564	-0.341638192966	-0.433742826892	-0.353033712034	-0.430917694761	-0.521539695876	-0.431004308236	-0.526471458793	-0.476575537613	-0.364232699039	-0.437929645202	-0.430376907943	-0.379594902183	-0.418038870356	-0.64499842004	-0.411788785458	-0.352586955175	-0.129169942354	-0.50737778949	-0.514636193122	-0.489655409228	-0.414462582999	-0.492559277211	-0.387349212202	-0.374577730351	-0.438748777562	-0.471590969021	-0.392364132222	-0.461944539538	-0.49910697094	-0.416974082085	-0.492985739579	-0.381413841304	-0.539811963661	-0.404191662655	-0.432498773225	-0.414132645962	-0.426170940228	-0.428257293886	-0.475820492417	-0.419949927177	-0.547755721554	-0.474874196511	-0.341419761103	-0.451141153904	-0.414084936445	-0.418496290632	-0.248284287953	-0.180801587877	-0.444737137268	-0.464952045094	-0.394330282788	-0.344372215424	-0.508313923763	-0.495914459648	-0.514672502027	-0.444923551629	-0.468476811182	-0.485595343911	-0.482277407891	-0.500456215128	-0.349740567337	-0.367512344056	-0.388398041382	-0.452525903385	-0.325759091797	-0.399820888201
ARID1A_-_27022243.23-P1P2	-0.548091895356	-0.541221376832	-0.415758884178	-0.220882166089	-0.349659767119	-0.370048329378	-0.68890912274	-0.595295147199	-0.505481403648	-0.624358662624	-0.284344400051	-0.237155265919	-0.207440594292	-0.306909445086	-0.230847148317	-0.151170463069	-0.332378111514	-0.302162465619	-0.386016260922	-0.296376195177	-0.694648822683	-0.598629035815	-0.49533975012	-0.488376016962	-0.282589074723	-0.364447500717	-0.448776084955	-0.455952476551	-0.504639077473	-0.593529936885	-0.502502534961	-0.421424331619	-0.629162308794	-0.818750743331	-0.496901228427	-0.287334063833	-0.596497174945	-0.390149722723	-0.334767276946	-0.250565626545	-0.554214241847	-0.310311936593	-0.44392133875	-0.44081257414	-0.350806311411	-0.232655155295	-0.319043103248	-0.452824243485	-0.37870053976	-0.56948134614	-0.481522039092	-0.450183756555	-0.527718635863	-0.0968542218018	-0.0885953644268	-0.413546943219	-0.565577145953	-0.496484352498	-0.426064749189	-0.442020640807	-0.246813218675	-0.220744088133	-0.206905534169	-0.447890220141	-0.336669128182	-0.129169942354	-0.371121362888	-0.255348405848	-0.352486351914	-0.472451071893	-0.470701147907	-0.583229535082	-0.347808889407	-0.601979031173	-0.400348188766	-0.494132592893	-0.44128468161	-0.379625185503	-0.453407910628	-0.196514647925	-0.231331665154	-0.19111476939	-0.367051900585	-0.129169942354	-0.655577471046	-0.225898288823	-0.293056658452	-0.4511008805	-0.43577200415	-0.765381219882	-0.468128510633	-0.41039960782	-0.36621228648	-0.52159011963	-0.567022342285	-0.594126006922	-0.411231879033	-0.386671675181	-0.357779269842	-0.751995322073	-0.618809569479	-0.305462477298	-0.259876023257	-0.129169942354	-0.353740493365	-0.489922729042	-0.374243387209	-0.492875753196	-0.416818512799	-0.404706645457	-0.292695970861	-0.299323107148	-0.258484692579	-0.00104391622373	-0.0421854414609	-0.394598842354	-0.331282840527	-0.417752615539	-0.391387471244	-0.24155162535	-0.278237957988	-0.108123111599	-0.105005683116	-0.154619757091	-0.0932399109185	-0.211093373753	-0.134073291676	-0.129169942354	-0.382457932814	-0.329409082734	-0.33137943739	-0.361818589013	-0.326808730626	-0.462778577289	-0.20557921526	-0.263070187278	-0.271293181818	-0.378782783866	-0.30034019728	-0.558830730299	-0.519446831039	-0.42286524615	-0.305112125177	-0.510909363443	-0.583938562103	-0.194385880696	-0.375736243497	-0.363356419844	-0.129169942354	-0.255713719618	-0.129169942354	-0.575414398901	-0.376180355574	-0.257958263946	-0.169012990899	-0.383369539815	-0.442879487566	-0.480654710878	-0.64142392505	-0.511870367328	-0.49967882878	-0.298567587519	-0.301832942202	-0.198666705764	-0.375823749787	-0.4226318278	-0.549053457113	-0.32558969391	-0.385431582913	-0.438418725257	-0.546010881234	-0.389020787863	-0.376152128453	-0.259744313126	-0.322549613239	-0.494830625334	-0.405188067952	-0.321775453828	-0.435834672696	-0.460323346374	-0.441278211984	-0.202998120419	-0.345237287948	-0.193107567357	-0.209434077606	-0.638081270189	-0.634985529618	-0.21198696782	-0.226932023939	-0.129169942354	-0.694333914576	-0.391719784825	-0.420265806338	-0.310408445995	-0.525921777287	-0.225222752722	-0.455318629903	-0.307343742261	-0.348351259812	-0.241378220019	-0.287181114736	-0.205910300061	-0.17956297901	-0.223519027481	-0.265188960404	-0.638693839255	-0.573821522165	-0.380838737713	-0.332724701368	-0.321659044093	-0.31481948837	-0.347643562684	-0.298017400369	-0.529572737656	-0.482796440809	-0.314767615316	-0.201119032442	-0.217897909479	-0.339397168118	-0.12728998891	-0.0579930444786	-0.289371626445	-0.27251682525	-0.199326596926	-0.218224419127	-0.253024713255	-0.258254327251	-0.243855729278	-0.195003382286	-0.222360714506	-0.19819537762	-0.257530974837	-0.253443187351	-0.228661111334	-0.104446807807	-0.232251134384	-0.172803431335	-0.207300183628	-0.193960966656
ARRDC3_+_90679525.23-P1P2	-0.407250009196	-0.370239209011	-0.318347236129	-0.304537905159	-0.15789415129	-0.274009859204	-0.616578523329	-0.402673198653	-0.466079311543	-0.45129032087	-0.247963510777	-0.209452000815	-0.150346009623	-0.133225258623	-0.116991632516	-0.0527534605125	-0.197914145255	-0.200692711014	-0.224001118139	-0.146216228602	-0.480961599942	-0.426268578566	-0.260725934753	-0.208604775061	-0.244495540887	-0.227528777936	-0.312290732296	-0.243684461861	-0.372561930136	-0.229763354726	-0.460481177891	-0.310374032722	-0.516940423064	-0.773786741632	-0.514823707327	-0.204999854117	-0.576850869332	-0.2840687256	-0.265037358413	-0.0309813984011	-0.377044660819	-0.176570918608	-0.29574032999	-0.335666372551	-0.202778038432	-0.180509495364	-0.19377576152	-0.262022077283	-0.203393814324	-0.507723269478	-0.417255403267	-0.372218903826	-0.344220268622	0.015237395545	0.00435999792449	-0.265501908026	-0.394284494728	-0.356176276849	-0.382847851593	-0.32777402065	-0.133974597187	-0.0322687999467	-0.0243142496508	-0.287265308453	-0.231908013386	-0.221157992504	-0.280717761946	-0.206772574788	-0.233294961675	-0.258635290365	-0.389507517799	-0.466184900045	-0.254653644775	-0.329700987609	-0.226127268472	-0.4740781977	-0.236484638912	-0.373722012786	-0.474571389683	-0.0650437669939	-0.115619542369	-0.160878341293	-0.237103771231	-0.129169942354	-0.400406257203	-0.215148290748	-0.176650437502	-0.506316271236	-0.359713121302	-0.609041584296	-0.47013746857	-0.215197623409	-0.179218409156	-0.470455899906	-0.442546464671	-0.437521835958	-0.302747154832	-0.478865277683	-0.326778383691	-0.364951225799	-0.48311286428	-0.389473761229	-0.172578090152	-0.129169942354	-0.249331764645	-0.423200235366	-0.235540769801	-0.309778061092	-0.357339612327	-0.239373451891	-0.223967727676	-0.236099914242	-0.144783929467	0.0698839889533	0.0370593922183	-0.195985900665	-0.183710982889	-0.289930796135	-0.242991707166	-0.116352513728	-0.226509123436	0.0030186753884	0.00721315100991	-0.0791693423204	0.0385280866827	-0.0424146650753	0.0214128516426	-0.129169942354	-0.178539847752	-0.181907072555	-0.170776395968	-0.14282714837	-0.181943976625	-0.394543727449	-0.133755437053	-0.155839524015	-0.123994726247	-0.243139789817	-0.20429632617	-0.278598021362	-0.506535889047	-0.237331937105	-0.184060601679	-0.402863017005	-0.534881420704	-0.120249293253	-0.259381015561	-0.168376356082	-0.129169942354	-0.171861365835	-0.129169942354	-0.418103054152	-0.325652336738	-0.139909502231	-0.149079315394	-0.245138743037	-0.294167958353	-0.648500698048	-0.505063244226	-0.439247867542	-0.288333025699	-0.144025710562	-0.176860986336	-0.118235873544	-0.391309619276	-0.542122837725	-0.253475950799	-0.149489633187	-0.191832943717	-0.349115816672	-0.374769030017	-0.211035811628	-0.314249291506	-0.172771663998	-0.141152093734	-0.301043471531	-0.259457671262	-0.26910461232	-0.344458620555	-0.393979771736	-0.264632654571	-0.111770461546	-0.279631507391	0.024907316332	0.0360312998597	-0.52717929374	-0.407521639206	-0.137382421853	-0.108869174152	-0.129169942354	-0.339587675171	-0.395389184907	-0.570455263674	-0.194538673803	-0.384373055584	-0.124756092082	-0.273524041154	-0.208045727491	-0.189487949123	-0.145860191862	-0.174469819251	-0.0902657795955	-0.0792982801211	-0.123634703349	-0.118299234852	-0.451541259681	-0.514823707327	-0.17349531547	-0.196669046114	-0.186672233855	-0.18387769192	-0.301934900321	-0.311950015077	-0.474186579613	-0.369493586936	-0.326963162841	-0.211210233342	-0.140137842475	-0.219601315997	-0.0331093908134	0.00989739150516	-0.168182047587	-0.122203773931	-0.089842853996	-0.0592600105708	-0.119424221585	-0.0932265197937	-0.083594068266	-0.122229600591	-0.131816663461	-0.102687470117	-0.110191390849	-0.11760853474	-0.12280049464	-0.0787435376794	-0.0870664142606	-0.0678411055188	-0.0837241372724	-0.116789803953
