	AHR_-_17338164.23-P1P2	ARID1A_+_27022167.23-P1P2	ARRDC3_-_90679309.23-P1P2	ATL1_+_50999374.23-P1P2	BAK1_-_33548176.23-P1P2	BCL2L11_+_111878321.23-P1	BCORL1_+_129116290.23-P1P2	BPGM_+_134331476.23-P1P2	C19orf26_+_1238161.23-P1P2	C3orf72_-_138665944.23-P1P2	CBFA2T3_+_89043662.23-P2	CBL_-_119076622.23-P1P2	CDKN1A_+_36646320.23-P1P2	CDKN1B_+_12869867.23-P1P2	CDKN1C_-_2907198.23-P1P2	CEBPA_+_33793774.23-P1P2	CEBPB_+_48807216.23-P1P2	CEBPE_+_23588994.23-P1P2	CELF2_+_11059740.23-P1P2	CITED1_+_71526082.23-P1	CKS1B_-_61808483.23-ENST00000600888.1	CLDN6_-_3068282.23-P1P2	CNN1_-_11649410.23-P1	CNNM4_-_97426363.23-P1P2	COL1A1_+_48279052.23-P1P2	COL2A1_+_48398427.23-P1P2	CSRNP1_+_39196217.23-P1P2	DLX2_-_172967845.23-P1P2	DUSP9_+_152912501.23-P1	EGR1_+_137800818.23-P1	ELMSAN1_-_74227099.23-P1	ETS2_+_40177604.23-P1P2	FEV_+_219850574.23-P1P2	FOSB_+_45971009.23-P1	FOXA1_-_38064583.23-P1P2	FOXA3_+_46367435.23-P1P2	FOXF1_+_86544016.23-P1P2	FOXL2_+_138666046.23-P1P2	FOXO4_-_70315963.23-P1P2	GLB1L2_+_134201679.23-P1P2	HES7_-_8027539.23-P1P2	HK2_+_75060993.23-P1P2	HNF4A_+_43029788.23-P1P2	HOXA13_+_27239889.23-P1P2	HOXB9_+_46704211.23-P1P2	HOXC13_+_54332230.23-P1P2	IER5L_+_131940785.23-P1P2	IGDCC3_+_65670566.23-P1P2	IKZF3_-_38020571.23-P1P2	IRF1_+_131826642.23-P1P2	ISL2_-_76628853.23-P1P2	JUN_+_59249990.23-P1P2	KIAA1804_-_233463315.23-P1P2	KIF18B_-_43025293.23-P1P2	KIF2C_-_45205402.23-P1P2	KLF1_+_12998353.23-P1P2	KMT2A_+_118306901.23-P1P2	LHX1_+_35293972.23-P1P2	LYL1_-_13213808.23-P1P2	MAML2_-_96076530.23-P1P2	MAP2K3_-_21187855.23-P1P2	MAP2K6_+_67410755.23-P1P2	MAP4K3_+_39664622.23-P1P2	MAP4K5_-_50999552.23-P1P2	MAP7D1_+_36621468.23-P1P2	MAPK1_+_22222272.23-P1P2	MEIS1_+_66662147.23-P1P2	MIDN_-_1248372.23-P2	NCL_-_232329555.23-P1	NIT1_+_161087799.23-P1P2	OSR2_-_99956605.23-P1P2	PLK4_+_128801906.23-P1P2	POU3F2_-_99282213.23-P1P2	PRDM1_-_106534101.23-P1P2	PRTG_+_56035430.23-P1P2	PTPN1_-_49126654.23-P1P2	PTPN12_-_77166524.23-P1P2	PTPN13_-_87515370.23-P1P2	PTPN9_-_75871826.23-P1P2	RHOXF2_+_119292286.23-ENST00000371388.3	RREB1_+_7107890.23-P1P2	RUNX1T1_+_93115606.23-P2	S1PR2_+_10342062.23-P1P2	SAMD1_+_14201736.23-P1P2	SET_+_131451355.23-P1P2	SGK1_-_134496214.23-P1	SLC4A1_+_42345604.23-P1P2	SLC6A9_+_44497266.23-P1P2	SNAI1_+_48599338.23-P1P2	SPI1_+_47400397.23-P1P2	STIL_-_47780136.23-P1P2	TBX2_+_59477100.23-P1P2	TBX3_-_115122232.23-P1P2	TGFBR2_-_30647920.23-P1P2	TMSB4X_+_12993106.23-P1	TP73_-_3568729.23-P1P2	TSC22D1_-_45011354.23-P1P2	UBASH3A_+_43823772.23-P1P2	UBASH3B_-_122526266.23-P1P2	ZBTB1_+_64970303.23-P1P2	ZBTB10_+_81398318.23-P1P2	ZBTB25_-_64971449.23-P1P2	ZC3HAV1_+_138794578.23-P1P2	ZNF318_+_43337335.23-P1P2
CBFA2T3_+_89043662.23-P2	-0.711257441573	-1.45916278692	-1.27282014869	1.41258701333	-0.406729547217	-2.08058686883	-0.872298608762	-0.806834603548	0.00577961646053	-1.23784627429	2.0019392216	0.284967567216	-0.524300721021	0.573115279733	1.50560899193	-2.29515424275	-1.76015305451	0.742302053982	-2.08872907807	-1.4179078818	0.110252066613	-0.413736343575	-0.174856192302	-0.968612000896	1.49831558837	0.567282643673	-1.24197260315	-1.74822852526	1.67448822871	1.19876338895	0.678180626002	-1.79164190573	1.32846532529	-1.42683888123	-1.47575978127	-2.09325669355	-2.15468404883	-0.982125093777	-0.874151818535	-0.712758645045	0.404468616583	1.12507673521	-0.0961700519448	-0.248056741437	-3.11165453542	-0.0667134440927	1.88231155594	-1.73533526323	-0.206042728875	0.171054698296	-3.26575750665	-1.18941057406	-0.297540895885	0.718178777661	-1.58739287678	3.90146483305	-3.60616262931	-2.56497666934	-2.98854048668	2.32172342462	1.12138546564	1.1952822992	-1.43721494759	-0.649742767421	-0.081226104526	-3.30868115629	-4.8223629571	-0.305555998623	4.46665713807	-0.662485203978	-1.85381498828	0.470135407895	-1.11692869363	-0.88946514312	-1.06532318446	-1.23050522829	0.302398060677	-0.876725893537	-1.23676208179	1.1010756373	-2.15405940049	-1.43626862653	-1.9851647945	0.094822064511	0.569815619317	-0.0635061247859	-0.116938231957	-0.0576925737027	-2.67005941843	1.11963260608	0.873966703163	-2.40775141286	-0.733524406527	2.59922499923	0.0310001899881	1.65758980692	0.534623301601	0.758614807225	1.27643355284	0.32877274091	-1.17513834764	0.0523826646283	-0.621034864671	0.58379933389
CBL_-_119076622.23-P1P2	-3.07015639614	0.394913067389	0.338072982382	-2.57821525621	1.90303575569	-1.88593758028	-1.77193829986	-2.95968098558	-1.63526469961	-0.088934349594	0.284967567216	1.92461525155	0.448408790523	2.14321429303	0.16141781209	-1.85452961787	1.33378073149	1.00940869013	0.391215495224	0.710951791833	-3.16329424663	-1.52143363193	-7.57770867261	-1.06707227929	0.169378139021	1.6765845606	-0.678903587592	0.625829957045	-4.94541466008	-0.156488779349	0.525276296834	3.37219798321	1.04916202815	2.4487052261	0.0515493097472	-0.244279257693	1.53421101086	-1.11950308041	-0.801081055194	-2.10151181329	-0.831421278728	-0.521761273595	-2.05609192802	-0.349666447407	1.35736381647	-0.301225030543	0.387440126202	0.132780003097	-1.68088223225	-1.22166351262	1.44462576166	-2.01180418499	-0.566039861096	2.58713940518	3.42200466545	-0.734204466152	-0.650514924644	1.07387809738	-3.49742053356	-0.608748011543	2.24144402898	3.45265594414	0.459653471264	1.0813081011	0.0270688738932	1.03325998095	-1.33365175763	-0.00527754506801	-1.10147390389	0.811481753602	4.89787448824	0.663307265652	-2.99933641492	0.00798340719988	-1.60442906444	-2.29622907304	-5.90966747532	0.090944102959	-4.02325900756	-0.0603932431563	0.684012883807	0.670888241115	0.19020473557	-0.148629192788	-1.81769759234	-4.04381115446	-0.994820443447	-1.27764611794	3.13600833812	2.31005694152	0.16028621913	-0.900619790795	0.718967839951	-6.12596935955	2.32141400395	0.0944636782274	-0.0728552450098	-9.9057485621	-10.8017020214	-0.155917717635	-0.674925671833	-3.95124308313	1.96711866943	-2.53650387488
CDKN1A_+_36646320.23-P1P2	-0.420505837626	0.89242652102	-1.84829373911	0.527651657864	0.588069897966	1.85943920864	1.39200511165	2.85334514394	0.194862557656	-0.178073129749	-0.524300721021	0.448408790523	2.98671477669	2.21269215113	-0.248506494225	-1.38047023913	1.22560269503	0.140188681677	0.290596747463	0.636304190054	0.958235993199	1.67491558917	1.05504930043	3.18231696892	0.976369774295	0.333924681261	1.52093876762	0.118670562731	0.0653879725634	-2.46191237556	2.00197198738	2.47879465739	1.6185215655	-0.241790705749	0.36514801078	0.155886202467	0.189113516964	0.0662304983936	1.50151982642	-0.637136280352	1.03066333021	1.7533163405	1.21607224526	-0.902991999973	0.848380020382	1.22796365343	0.0146844006083	0.344702559578	-0.3120512291	-0.473578390169	1.21234789598	-0.0508824501529	-1.48372049572	1.2332672758	-0.213141590089	-1.63652729592	0.854837257047	-0.473506952716	-1.13460244248	1.65610841662	-1.76100705024	1.03126108837	2.21487623481	-0.24494775648	1.7550141948	2.65710796567	0.00761457572802	1.14139677832	-0.450613734096	1.56544187927	0.06275347339	1.79880078176	-0.397064153271	1.0155944425	-1.95844481155	-0.313581145394	0.285874548619	0.143053138262	2.70047219739	0.858854893774	-0.380219578892	0.441161058243	2.49025968442	-0.681590834563	-0.485547877045	0.489675953621	1.97852183066	-2.32157595847	1.82475691614	0.269179629563	2.20869834375	0.571524629078	1.47292151761	-2.63267494201	-1.34882604181	1.36317738932	-0.0218993170035	-1.08250912423	-0.535400251901	0.954542294738	0.431091247919	1.53426313691	1.80411182869	2.01232555687
CDKN1B_+_12869867.23-P1P2	1.51539509875	0.256801766679	1.55389336451	0.537273070102	-0.134740927404	2.0123485691	1.78909197144	0.112310504404	-0.219209802749	0.403067217252	0.573115279733	2.14321429303	2.21269215113	-2.43770313285	-0.738297421016	-1.45852008138	1.83082135314	1.01352197009	1.34563839956	2.07349143903	1.21754163716	0.547578209783	-1.58772119307	3.3586735977	1.08037439219	1.14246395588	1.42039910864	0.23497304913	-0.966572847264	-0.486371290288	2.11760275072	2.30762206365	1.14582397054	0.964702700989	1.65117667706	0.853333075877	1.16701730877	1.3067452325	0.142295525139	-0.616772727587	1.8304167288	1.08693184099	1.42924605123	0.322415000075	1.72971694313	1.69481627469	2.6475987094	0.654144193072	-0.713144991259	-0.493788459985	3.3261363031	0.473175585045	-0.695473120235	2.39455607853	0.680675943222	0.331307929757	1.29522253068	-0.204603651229	0.382063287604	1.5821257497	-0.373582833354	1.18995256273	3.51227567777	0.92266818524	1.18100235026	2.39092840304	-0.117014684556	0.827706164725	1.30860529675	2.57986495093	1.04371314215	0.557679606263	-0.934888360192	0.62485666154	0.348470962775	0.962151183965	2.38875226507	1.23756572935	2.21286155455	1.19396684094	0.788450632247	-1.92457826718	1.56783194294	-0.219323171945	-1.10822608556	1.80568147399	0.0169780598819	1.98159124337	2.71606543119	-0.410174590251	2.95804021668	1.99486455003	1.76955255199	-3.27758883978	0.351089464743	2.68040150695	1.18101139892	0.0255415926834	1.9465546789	2.30918994829	1.43004718028	0.369596084515	2.34309795388	2.51601722827
CDKN1C_-_2907198.23-P1P2	-0.897161146287	0.559295799751	0.485390028564	-0.0862118274595	0.778675668876	-0.47982466502	0.953021967169	-1.19831335637	1.43832077518	0.233614871249	1.50560899193	0.16141781209	-0.248506494225	-0.738297421016	0.345731229236	0.411068365129	1.80455035781	-0.451026472265	0.243399683851	-1.17130852248	2.11679425756	1.28198635854	-0.939015343245	1.84116022682	-0.0977654536648	-0.374101245054	0.527435002424	1.04311917059	0.193652751127	-1.18409662575	-1.78369471098	3.54743079039	2.28206241344	-0.242689056411	0.00391883649032	-0.167118261463	0.192832761407	0.715170718854	0.401576992066	0.202327645334	1.78198693632	2.11507892231	2.14634998051	0.939305781987	0.666379098856	0.151261658305	1.12322462809	1.3994994887	0.192793382819	-1.06128709001	1.061023188	1.60614462899	0.357239796085	-0.100745039617	-0.242890307356	-1.85289716562	0.469335348512	1.23712109472	0.484440895959	-2.92082281407	-2.31682809824	0.069335520929	0.276227830896	0.0767115538337	1.02415876446	2.53073892333	-0.075320735037	-0.467585262527	1.3374982819	1.34603232898	1.11492943237	1.2080866961	2.01625668265	-0.155954881307	1.25072963012	0.942088675466	-0.511221349793	2.32226566962	0.447243201414	0.602586949138	0.442542052756	2.13034887142	0.486675023455	0.795101616258	-1.5452351774	0.885629326401	1.08049844123	-0.546572868835	0.260796293377	0.0665566381626	0.828645491661	0.976861025724	-0.748553148369	-0.0250914719023	-1.97810658939	0.238129738312	0.206074298106	0.804292083983	0.821879232361	0.0200908967419	-0.523331875026	0.0388739048162	1.0619102756	-0.414701700489
CEBPA_+_33793774.23-P1P2	-1.28646625301	-0.479518482956	-1.54669570165	-0.393920343308	1.78317393403	1.13840112516	-0.852956898279	-1.84214678815	0.680814719589	-1.06712152414	-2.29515424275	-1.85452961787	-1.38047023913	-1.45852008138	0.411068365129	-0.56235051761	-0.391156655857	0.636832309178	0.508169396048	-0.798580697931	-1.66634281435	-0.266389944799	-0.724289498862	-1.44614562294	-0.983044950172	-1.51978088708	-2.01644505585	-0.39161802939	0.359544312445	0.0225924157625	4.39460732605	0.175611963924	1.25237097405	0.414074501766	-0.146491359751	-1.58966534019	-1.81201639496	-1.41858111778	-0.650150788249	-1.56913745344	-0.273900827879	-1.4053332404	-0.718747094436	-0.0122942830044	-1.1415485675	-0.497787889318	-2.26270759736	-1.26030190056	-1.48237931031	-0.0658823394569	-0.131944717975	-1.97817399277	0.43426664327	1.747533964	0.950150269796	1.13446704516	-2.54483324126	-0.925506643254	-2.2030223333	0.589180463862	1.34185678859	-0.00160407948962	1.38624017588	-0.590582111665	-0.0418820028601	-2.5287322106	-2.34418700431	-1.41476677796	0.3321264483	-0.79715044624	-0.42345215602	-0.751296664428	-0.649694462051	-0.239424837065	-1.07654977409	-1.65019589634	-3.7553568047	-0.0450162784529	-1.36528156015	-0.519117308699	-0.300763627787	-3.49999244493	-0.138992944526	-0.323651298215	-0.968869851152	-0.682677486626	-0.986189536509	0.308224686396	0.231009651575	-1.17934237942	-0.467331201607	-1.8626349564	-1.89402135919	-2.6973617821	1.29321937454	-0.0698103275644	-0.0888939173359	-3.50691026246	-2.44306088498	-0.812129896125	-0.596557400173	2.84237489174	-3.27302918003	0.761592381198
CEBPB_+_48807216.23-P1P2	0.341753236116	0.759322256918	-0.863380066922	-0.649215069058	0.473930663911	1.34719019929	1.23507775533	0.363178484583	-1.10911373937	-0.368274281443	-1.76015305451	1.33378073149	1.22560269503	1.83082135314	1.80455035781	-0.391156655857	0.876803225408	-1.1474367216	-0.259839923362	-0.227994492279	1.63290270917	0.308632776896	-1.00103219423	1.2797230635	1.17907494959	-0.678683860847	1.57342108776	-0.428848312868	-1.53606155129	2.84698871305	-3.05608721446	2.21942804361	1.09550911889	-0.696913839102	0.34774702821	-0.583938456079	-1.13170485765	-0.283257604705	0.166350522299	-0.493303621113	-0.690991304636	3.10094190519	0.66821098028	-0.342477031382	-0.0446101111315	-1.66873425754	0.253011377095	-2.03912092731	2.13160317862	-0.669606126953	-1.4993284801	-0.595451068621	-0.987849889642	-1.89279503552	-0.708766497914	1.82036197692	2.55012772825	0.780337048581	3.35199242016	-0.436690470765	-0.931487215209	-0.237366918455	1.25098802161	-0.0189577717015	-4.17543720541	1.62732446274	-2.03850747293	0.264914139863	0.471586735662	-0.921699009617	-0.92655230399	-0.13194690584	-0.989361478941	-0.733321585856	0.137477441876	0.306613688566	6.52817390018	-0.189527488034	4.55241870683	-0.175716493712	0.291755257122	0.493705807026	0.784191031025	2.03968152673	-1.12285774209	0.884440522177	-0.618624702036	1.80895128253	-2.51062536071	1.31393211568	0.00433286952482	2.54191857329	0.075311398635	2.34160024783	1.37900829148	2.36407743194	-0.516490972808	0.0780878569301	2.41709865872	0.234364920188	0.473836791389	-0.718604010753	3.13398986589	-0.676450482598
CEBPE_+_23588994.23-P1P2	-0.82393531667	1.87180799868	1.00212920995	-0.347018139454	-1.19317550824	-0.819104483957	2.03103573188	2.05882366094	0.403286560108	-0.800649105433	0.742302053982	1.00940869013	0.140188681677	1.01352197009	-0.451026472265	0.636832309178	-1.1474367216	-1.0737114937	-0.306345483731	-0.0514963525914	2.23226955146	-0.148292077621	0.640737428392	2.60394013595	0.454610032358	2.6937944243	2.25064904775	-0.27059556398	-0.957316354349	0.431373335484	0.961951790574	1.75299546195	1.38887595094	-0.639741076452	-0.15319141304	-0.682368265925	0.660702693725	-1.7647401445	0.0632970171488	-0.0904342691312	-1.06560967472	-0.23275273128	-0.189833505435	-1.38790371723	-1.07934169351	-0.655542799439	0.171575340843	0.925138385134	0.12783622394	-2.34037451313	1.9294733086	-0.393962839287	-0.672938000136	0.474372531948	-2.3328261801	5.67454956722	1.43666429827	1.12243479279	1.87476132783	-1.44542900551	-0.151939731149	0.961511597856	0.766982571532	-0.364033181081	-0.44641506875	3.82054237463	0.518696562701	-0.575291384697	3.14522737313	-1.2727610339	-0.586121608519	1.82286374762	-1.54351092424	-2.0551251031	-0.771423831477	-0.992505994733	2.59353532989	-0.221319216707	1.66620306648	0.0430517847759	0.0231865672863	4.13910147078	0.133905275189	-0.137514624479	3.98207779585	-1.28618710721	1.13690252237	0.736136710073	-0.730275847048	-0.106750468449	-0.364505799709	3.63627126874	1.62504116046	2.04907090303	1.32463538448	0.00722037147538	0.6588003726	0.877732925607	-0.65869344526	1.74191020238	-0.00878335393747	-2.08794489192	4.83802804353	0.438597380881
CELF2_+_11059740.23-P1P2	-1.1944445146	0.729749521109	-1.04323756298	0.579349252499	-0.685502009353	-0.883307713523	1.79792733835	2.1480037898	2.85155575179	-0.952003246908	-2.08872907807	0.391215495224	0.290596747463	1.34563839956	0.243399683851	0.508169396048	-0.259839923362	-0.306345483731	-1.51406270769	0.291615879986	1.39870013104	0.253954918076	2.38870422909	0.650773201441	0.883723794575	0.23167810072	0.253546171478	0.899168256257	0.1562272459	1.66885433121	0.868198428816	-3.65241801987	-0.46279328256	-3.23468570383	0.545043340559	-0.182866612389	0.3561162008	-0.795026593236	-0.345543091025	0.334557067538	0.751822243103	3.9763061122	-0.73872211353	0.129461951377	0.769470181126	0.817199132641	-1.07814831068	0.356931795916	0.621228598245	0.501935586233	1.12533301424	0.271464394305	0.529120156894	-0.875794985456	-0.876109726142	4.15684374047	0.139743222952	-0.519360148514	2.11917033559	-0.635583772719	-0.629607583676	1.12117219459	3.68780811666	1.98824014077	-1.02410331732	-1.16063810713	2.40915864181	1.15955964776	1.42921430838	-0.396516340104	-0.971998165406	-0.588935378647	0.786098530076	0.902846856309	0.763093788603	-0.258465238133	3.97663228833	-0.334384244563	2.50270756178	-0.518010503173	1.53488433643	1.15313018563	1.05583210457	1.03249951281	0.22258852311	0.113752565715	0.878768314703	2.26843394312	0.943827224145	-1.43132565496	-1.05164306082	1.26108690494	1.17292596744	3.72059401052	1.27864361662	0.310693017308	0.305294085144	0.500038673455	1.1707170201	0.676915923412	-0.0593727024274	1.58168861269	2.33425585572	2.89678775381
CITED1_+_71526082.23-P1	0.840791822753	0.531143363922	-2.75807344163	-0.0257387270222	-0.102446702942	-0.711132131118	-0.825687606033	0.570962218264	0.840006766635	-0.741003519852	-1.4179078818	0.710951791833	0.636304190054	2.07349143903	-1.17130852248	-0.798580697931	-0.227994492279	-0.0514963525914	0.291615879986	0.633456393021	1.04306245699	1.11269403719	-0.151939114473	1.63452772151	0.569865636238	-0.251870074985	0.647037029109	-0.452501898185	-0.36703420577	-2.627220475	-1.38502268294	-0.642883416018	-1.29349546278	0.426434396132	-0.186929184216	-0.316646245831	0.988332391934	-0.0451312283208	1.67574831725	0.221459971733	0.366703412358	1.86417516693	0.890746638567	-0.491972393363	0.40058808101	-0.00621438660104	0.86761720252	-0.141128150031	-0.718761355866	-1.39361083268	-1.70647571939	0.47707980328	-0.094877679481	-2.3368283732	-1.18475613904	1.62442937109	-3.24312968275	-0.315285017937	1.52393426793	1.2024532269	-2.51470577701	-0.331063206288	1.68779857966	-0.00278251194473	1.50105465323	-0.713323514169	2.7935188849	0.146552590273	0.127665644749	0.483993817112	-0.204133758439	0.0613948288199	0.435558030577	0.961464051773	-0.0311987562613	1.64089113408	2.74386727883	0.065227676158	1.92404474787	0.611099563847	0.853303477765	0.487467472707	1.64648350597	0.88542072669	-2.21576988753	0.717397157485	-0.000308513782949	-0.320694261886	-0.637115575284	0.368426698287	-0.0848484393584	-1.72841492489	-0.0801749766714	1.82364865273	2.25340757898	0.0901380262176	-1.52188760848	2.45564291345	-0.195007835001	0.492951238443	-0.611231584137	0.950592584909	4.63948172511	-0.531439607771
CKS1B_-_61808483.23-ENST00000600888.1	-0.19145223678	0.023010776426	-0.839785286733	-0.604528495116	3.44460024018	2.35830300412	0.550303284283	0.753210135543	-0.57352547738	-2.34671584533	0.110252066613	-3.16329424663	0.958235993199	1.21754163716	2.11679425756	-1.66634281435	1.63290270917	2.23226955146	1.39870013104	1.04306245699	-0.423886570988	-1.64438120499	-1.84590800289	4.53982448725	-0.260017579563	-1.75900734399	4.20217309005	4.30606787795	-0.875539761093	1.70841022743	2.1473937511	2.0810249893	2.67074286592	3.50246547186	2.44299564195	0.205374023122	2.55705164157	-1.8587280477	-0.637229413691	0.563511111215	2.57612034	-1.38782746305	0.354292059826	0.10107612866	1.88417277137	0.445519126127	-0.209953741675	-1.31083149721	-3.2099916536	-0.961119817474	1.07635239776	-1.15035049244	3.12990120171	-0.589613289511	-0.570086059729	1.58901228965	-1.97653823502	-1.2693354939	0.248035068983	3.06023546973	2.87019240106	3.60479276483	1.90530479835	1.29506098606	0.716159607088	2.70858891662	0.638415907434	1.55560261371	-1.05829762099	-0.117275726649	3.28891262182	0.519355692297	0.879300249071	-0.416059124686	-0.3481784665	-1.60490810076	-4.62946658331	1.93286059591	-0.822616265297	0.0105031048876	1.22379788125	1.66329636997	1.84866241457	-0.408667393741	-3.79405293669	-0.830667497158	1.60346519083	-0.893440539773	3.8420163301	1.79484045456	0.851005149392	1.94833963983	2.75231353934	-1.72328408798	1.28798011966	0.194297808841	-1.46753820464	-6.24239776279	-1.9718693249	-0.315280950679	0.716901018824	-1.91188100113	3.10711211008	-2.2783973662
CLDN6_-_3068282.23-P1P2	1.02254561237	-0.231893013418	-1.7836800113	0.919358981548	1.36971674788	0.493060370271	0.0742701098099	-1.41208126457	-1.14120117424	-1.30864414691	-0.413736343575	-1.52143363193	1.67491558917	0.547578209783	1.28198635854	-0.266389944799	0.308632776896	-0.148292077621	0.253954918076	1.11269403719	-1.64438120499	0.217185282892	-1.59023919014	3.31367528466	0.147124867338	-0.572869916362	1.41174987464	-0.682870638046	-2.15432278737	2.00372623354	-0.506454998427	4.99912583456	0.338894732421	1.90994036534	0.418400814713	-0.778609157964	-0.594186762516	-0.75466512232	-0.127970213092	-0.105347273062	0.829898933563	-0.786626997987	1.3211055422	-0.718038276299	-0.595858844472	0.269827857113	0.0437782735059	-0.869567739073	-1.30462199341	-1.02720959008	-1.22932979362	-0.216089908591	-0.740596866529	-1.19553570297	-0.608317342421	-8.33077653419	-0.197639081532	1.09993384785	0.277330002956	2.54325835767	0.989470932449	4.1860733851	0.0326286980371	-0.296117562109	1.60702024616	4.73000412878	-1.94988840874	-0.679651145699	0.852144547932	0.945768248279	-0.507944497023	0.0713429408811	-0.67401781269	-1.60034245	-1.00917669262	-1.26031396011	-3.53074042876	-1.25395526481	0.600081003361	0.525700058	-0.509866499042	2.70796479713	1.56129892255	-0.60866521569	-2.67771543144	-0.926484187971	-0.156513031724	0.334203728372	-1.71777617272	-1.58000553624	0.469442760197	1.72828980615	-0.953599971992	-5.87480744603	3.27118896338	0.794617813928	-0.901692888149	-2.8383376504	-3.46347468857	1.12244161277	-1.39320472192	-6.0515371805	4.90812539375	-0.240830120572
CNN1_-_11649410.23-P1	0.286316951314	-0.580241823688	1.317395451	0.177978948219	0.386780088035	-2.68451387759	2.41656686155	-1.68290896117	0.1281234638	1.30501719371	-0.174856192302	-7.57770867261	1.05504930043	-1.58772119307	-0.939015343245	-0.724289498862	-1.00103219423	0.640737428392	2.38870422909	-0.151939114473	-1.84590800289	-1.59023919014	1.46204333651	0.468242626141	-0.690840973579	1.91791633389	-0.797516352892	5.45927398551	-0.964288198122	0.404989078778	-0.175433552352	2.71790293415	0.61524275666	3.42968607107	0.181214549402	-0.633073538889	1.00294356966	1.27169139707	-0.0874674227322	-1.95608845334	0.766457575877	0.700361172317	-0.425759645079	0.458005221182	0.552163233369	-0.994683104377	-0.266937400854	-2.36941673873	-3.19058200716	-0.762615272132	3.22187938999	-1.63240121579	0.321050986027	4.01313799993	3.25264186568	-3.16320566103	0.562248271173	1.28432204873	-6.55926206168	0.713106599182	1.18801185206	1.77398790557	2.55625009534	0.164964190415	2.62868087349	1.7348330308	0.600881459117	-0.640377871027	2.9071451076	-0.984534265516	4.8460597418	-0.150869389501	0.492441584757	-1.8325989474	-2.41706154279	-3.64079877019	-3.3116472821	0.233250956811	-5.80752145735	-0.58541554016	-0.835174433171	1.01410165346	-1.47700108644	-2.70945960256	-1.98785949005	-3.56299082407	-2.22256433543	-2.10750570471	2.15210647303	-0.412264775572	1.93772716666	-3.32259162295	-0.431040461329	-3.06148595531	2.27831038241	1.55033068224	-0.0117325928971	-12.6002829935	-13.0648775158	-0.766587414916	0.0446553187452	-4.50004310518	0.93544189588	-1.33983533568
CNNM4_-_97426363.23-P1P2	0.63033383278	1.64136217	-2.62574079375	-1.38444211744	-1.82916282841	1.92754161842	1.50976856091	2.32443648224	-0.260137817626	-3.83174141453	-0.968612000896	-1.06707227929	3.18231696892	3.3586735977	1.84116022682	-1.44614562294	1.2797230635	2.60394013595	0.650773201441	1.63452772151	4.53982448725	3.31367528466	0.468242626141	2.5542163999	0.223640242052	2.55433772685	3.63162543391	-3.71417111388	-2.81622000691	1.28164235219	1.48293338445	-0.438534695201	-1.82355098931	0.850498574719	0.978561944515	0.13884475253	-1.53962025203	-0.25013952632	0.288365616648	1.13432229139	0.109128884202	0.676105779658	2.78110611693	-0.272037297701	0.571675301951	1.66217089966	1.51737206445	-0.904188134774	-2.4243424549	3.38331677713	-2.06961705246	-0.7099630735	-3.45290369988	-1.39796741373	0.784550140739	-0.815724142846	-3.38842250563	0.0065807840667	1.51444670254	5.38809204354	1.94191309777	2.34811327639	0.832090408915	0.750063106438	-1.35433986683	-1.32123421035	-0.88331436394	2.05677938256	-0.660861944866	3.74902638677	0.927356941447	2.6633780772	-0.278001817705	0.661561890101	-1.24922615947	-0.288022355623	1.59488948299	2.32885196048	1.32987621539	1.10887531201	-0.0693177418407	1.3010958542	3.64108327838	1.18987531057	2.85335790732	0.765625369993	0.377957352368	0.967308035084	0.0986885720772	-0.0192897204366	2.09074937098	2.83318937264	0.95393605371	-1.81689817577	2.39978494729	-1.80101838422	0.297053216685	-0.481402305129	1.22561269253	2.5617622666	0.584569119881	-0.541543970804	4.31630848969	-2.65432798799
COL1A1_+_48279052.23-P1P2	-0.242226346156	0.662722649067	1.18508924643	1.23567084854	2.14068986473	3.78850459783	-0.573283634581	0.401517327629	1.28254002423	0.48516229995	1.49831558837	0.169378139021	0.976369774295	1.08037439219	-0.0977654536648	-0.983044950172	1.17907494959	0.454610032358	0.883723794575	0.569865636238	-0.260017579563	0.147124867338	-0.690840973579	0.223640242052	0.316730368007	-0.579264845025	0.0821928903848	0.10213812703	-0.248377759726	-0.122552182094	0.0656489476001	-0.262430109939	2.7343926801	0.77578345467	0.920577760825	0.221198046664	0.931222211737	1.62440835986	1.21167237429	0.388581550899	0.621686114807	1.58870503653	0.213158427934	-0.242451401522	-0.315977330531	0.807583760853	0.901857477796	0.489312036536	0.372192846129	0.626852244378	1.39071703263	0.516772595842	0.642459587956	2.28406864362	1.28344659429	0.788972617947	0.31945855889	-1.1894300295	-0.33578871933	1.18679381538	0.487726736725	-2.51927255838	3.46361885828	1.76447149142	3.52927099991	-1.68634931177	4.16274279561	0.00561277577517	2.35452987523	0.837574295044	-0.951042632842	0.904101639452	1.18758644185	1.2305509308	0.903569526698	1.27838289029	-2.20037058881	-0.458584151915	-1.70793244758	-0.0923294746555	0.473775255241	2.75163109479	0.302154936986	1.49550759288	-0.46771962444	0.643282879573	1.65406123653	1.27406907445	0.273988986753	1.78619105169	-0.20094999131	-1.57920012538	0.535529816846	2.2894961301	-3.92280928964	0.271265799719	1.83513087862	0.191042032961	0.925059086711	0.240785085648	0.699069608222	1.57591566712	2.13021570438	2.64217940192
