	AHR_-_17338164.23-P1P2	ARID1A_+_27022167.23-P1P2	ARRDC3_-_90679309.23-P1P2	ATL1_+_50999374.23-P1P2	BAK1_-_33548176.23-P1P2	BCL2L11_+_111878321.23-P1	BCORL1_+_129116290.23-P1P2	BPGM_+_134331476.23-P1P2	C19orf26_+_1238161.23-P1P2	C3orf72_-_138665944.23-P1P2	CBFA2T3_+_89043662.23-P2	CBL_-_119076622.23-P1P2	CDKN1A_+_36646320.23-P1P2	CDKN1B_+_12869867.23-P1P2	CDKN1C_-_2907198.23-P1P2	CEBPB_+_48807216.23-P1P2	CEBPE_+_23588994.23-P1P2	CELF2_+_11059740.23-P1P2	CITED1_+_71526082.23-P1	CKS1B_-_61808483.23-ENST00000600888.1	CLDN6_-_3068282.23-P1P2	CNN1_-_11649410.23-P1	CNNM4_-_97426363.23-P1P2	COL2A1_+_48398427.23-P1P2	CSRNP1_+_39196217.23-P1P2	DLX2_-_172967845.23-P1P2	DUSP9_+_152912501.23-P1	EGR1_+_137800818.23-P1	ELMSAN1_-_74227099.23-P1	ETS2_+_40177604.23-P1P2	FOSB_+_45971009.23-P1	FOXA1_-_38064583.23-P1P2	FOXA3_+_46367435.23-P1P2	FOXF1_+_86544016.23-P1P2	FOXL2_+_138666046.23-P1P2	FOXO4_-_70315963.23-P1P2	GLB1L2_+_134201679.23-P1P2	HES7_-_8027539.23-P1P2	HK2_+_75060993.23-P1P2	HNF4A_+_43029788.23-P1P2	HOXA13_+_27239889.23-P1P2	HOXB9_+_46704211.23-P1P2	HOXC13_+_54332230.23-P1P2	IER5L_+_131940785.23-P1P2	IGDCC3_+_65670566.23-P1P2	IKZF3_-_38020571.23-P1P2	IRF1_+_131826642.23-P1P2	ISL2_-_76628853.23-P1P2	JUN_+_59249990.23-P1P2	KIAA1804_-_233463315.23-P1P2	KIF18B_-_43025293.23-P1P2	KIF2C_-_45205402.23-P1P2	KLF1_+_12998353.23-P1P2	KMT2A_+_118306901.23-P1P2	LHX1_+_35293972.23-P1P2	LYL1_-_13213808.23-P1P2	MAML2_-_96076530.23-P1P2	MAP2K3_-_21187855.23-P1P2	MAP2K6_+_67410755.23-P1P2	MAP4K3_+_39664622.23-P1P2	MAP4K5_-_50999552.23-P1P2	MAP7D1_+_36621468.23-P1P2	MAPK1_+_22222272.23-P1P2	MEIS1_+_66662147.23-P1P2	MIDN_-_1248372.23-P2	NCL_-_232329555.23-P1	NIT1_+_161087799.23-P1P2	OSR2_-_99956605.23-P1P2	PLK4_+_128801906.23-P1P2	POU3F2_-_99282213.23-P1P2	PRDM1_-_106534101.23-P1P2	PRTG_+_56035430.23-P1P2	PTPN1_-_49126654.23-P1P2	PTPN12_-_77166524.23-P1P2	PTPN13_-_87515370.23-P1P2	PTPN9_-_75871826.23-P1P2	RHOXF2_+_119292286.23-ENST00000371388.3	RREB1_+_7107890.23-P1P2	RUNX1T1_+_93115606.23-P2	S1PR2_+_10342062.23-P1P2	SAMD1_+_14201736.23-P1P2	SET_+_131451355.23-P1P2	SGK1_-_134496214.23-P1	SLC4A1_+_42345604.23-P1P2	SLC6A9_+_44497266.23-P1P2	SNAI1_+_48599338.23-P1P2	SPI1_+_47400397.23-P1P2	STIL_-_47780136.23-P1P2	TBX2_+_59477100.23-P1P2	TBX3_-_115122232.23-P1P2	TGFBR2_-_30647920.23-P1P2	TMSB4X_+_12993106.23-P1	TSC22D1_-_45011354.23-P1P2	UBASH3A_+_43823772.23-P1P2	UBASH3B_-_122526266.23-P1P2	ZBTB1_+_64970303.23-P1P2	ZBTB10_+_81398318.23-P1P2	ZBTB25_-_64971449.23-P1P2	ZC3HAV1_+_138794578.23-P1P2	ZNF318_+_43337335.23-P1P2
CBFA2T3_+_89043662.23-P2	-0.630373710617	-1.71289537813	-1.82331222648	2.22370658218	-0.439563009456	-2.16814013085	-0.717264665318	-0.473608900811	0.383096809057	-1.81551168907	3.12466350231	0.83389454787	-0.278037083914	1.20229303102	2.4346999638	-2.17661579662	1.17779208983	-2.17141733994	-1.52036930996	0.578408075279	-0.0950186294476	0.053186266641	-0.66354609188	1.14381723053	-3.46431835979	-1.90236077582	3.10418494924	1.91142070341	0.521002747216	-1.70251805695	-1.36495233154	-1.54421620673	-2.54808079385	-2.7764692668	-1.08419208037	-1.29276867451	-0.54532775703	0.723834483019	1.71093405105	-0.0150318522127	-0.636171445718	-3.50697280392	-0.023566441279	3.01251118187	-2.28332762436	-0.124238694001	0.600374277524	-4.50025744857	-1.28268220304	-0.0510801697891	1.31449218241	-1.63324958597	6.32689783631	-4.07409145482	-2.95873730662	-3.19579614116	3.54747789913	1.48171471085	2.02511409476	-1.3894395908	-0.527291386786	0.197987066236	-3.44882769788	-5.18447222043	-0.0228702757462	5.24557942576	-1.06740965359	-1.90683881836	0.921089709042	-1.10760387668	-1.18239992217	-1.48902136987	-1.21980763253	0.827703725614	-0.817373886177	-1.56719779345	1.84733448754	-2.44026631374	-1.49595344991	-2.03645424801	0.520276898577	1.12001448092	0.304198171647	-0.0269489795497	0.139762787815	-2.93462937723	1.75958012435	1.59663374733	-2.34564050685	-0.500183601654	3.84410665728	0.258662250692	1.43862679604	1.59123628896	2.07294173396	0.828730213192	-1.90293003277	0.368795414919	-3.2248056071	0.673160685678
CBL_-_119076622.23-P1P2	-4.25261703132	0.827018172794	1.15208064934	-3.91529595024	3.15179324583	-2.20191973323	-1.99371465415	-3.29378799596	-2.72980654964	-0.25521626085	0.83389454787	3.37215660452	1.15592877113	3.59152289128	0.539897001813	1.98376868738	1.66137293992	0.869116881363	1.42126566581	-3.61167383476	-1.67479258341	-10.5349200064	-0.825229550511	3.0580515271	-2.46911823907	1.30754491744	-7.92733662482	0.325395868774	0.140287759955	4.69294880262	3.62560891054	0.451800849346	-0.00270218984134	2.93236730866	-1.36811994127	-1.16114927623	-2.51656239437	-1.23299937445	-0.306513412613	-3.17409198329	-1.24518529561	2.19909253959	-0.494910747085	1.03729850148	0.753936818173	-2.70284652669	-1.30380736885	2.56199155355	-2.69292560697	-0.506059834223	4.30958187896	4.90611031587	-2.47627858992	-0.537532993748	1.92883383796	-4.255977928	-1.80627504894	3.16478690654	7.10525782036	0.588464280001	1.68133308741	0.27930451756	1.96317372224	-1.51510281049	0.393726278919	-1.28678919366	1.01239354837	7.20161237088	1.24585363952	-3.99734359331	0.0334146475283	-2.40582425313	-2.93715025076	-9.04310245647	0.480417022368	-5.97825216586	0.188371208015	1.46406015396	1.20188628415	0.704262874653	0.20971069244	-2.02106386657	-5.20064067886	-1.50778119045	-1.40241524868	4.54880733545	3.59007649604	0.594534970422	-0.818977693764	1.3487689668	-8.54052290203	3.15056856908	0.203665565295	-14.9944066401	-14.4732743993	0.249017464213	-1.07552997083	-4.49721980455	3.34004750397	-3.18641267446
CDKN1A_+_36646320.23-P1P2	-0.175570283866	1.45789741992	-2.40040417054	1.00161969238	1.14525832856	2.48774646043	1.77329276255	3.59373943274	1.43997973121	-0.0673682464918	-0.278037083914	1.15592877113	4.37029403029	3.20472781635	-0.0949382880682	1.75778164757	0.471783556994	0.581150298953	1.11881111313	1.41663381988	2.21541307589	1.67428082583	4.10732073236	0.891125890692	1.71264925514	0.521417826534	0.831927994268	-2.63481944223	2.49387285143	3.13515879932	-0.0429224065794	0.752399268303	0.588295162932	0.99004290687	0.531406691126	2.77542418533	-0.524394063345	1.698908777	2.38778857395	2.15839471359	-1.48812816825	1.30925965364	2.47326187525	0.416252554616	1.19472034933	0.000865263990903	-0.284050685239	2.37493870947	0.449360401357	-1.57763012444	2.31373623128	0.0031680633046	-4.19075380218	1.47858293705	-0.261934747109	-1.1250409115	2.24235820335	-4.29053636784	0.314021853898	2.54258424379	-0.0467227188751	2.74619955735	3.5314254236	0.212772670555	1.80992167171	-0.347198688848	2.39756038794	0.316188485325	2.35242446111	-0.0871764240472	1.73304845095	-2.41328971676	-0.0258353198938	0.759703512555	0.4658434502	4.49982600368	1.53727762306	-0.162925474719	0.918728705019	3.2995780797	-0.533560659911	-0.294456565349	0.893612126469	3.20813999839	-2.43791592903	2.4492460208	0.59679729664	3.63056548006	0.8894439622	2.04897959678	-3.07648542229	-1.35261215904	0.886960838784	-1.01854863333	-0.277422827772	1.55308215347	1.18687592981	1.95968866035	0.867090920256	2.23536101022
CDKN1B_+_12869867.23-P1P2	2.43474598661	0.610127033675	3.60940669806	1.10711657274	0.192193219806	2.5015641073	2.12838476718	0.398899759278	0.75316375419	1.01130308922	1.20229303102	3.59152289128	3.20472781635	-2.62583149337	-0.685538827791	2.44973772851	2.06022516589	1.6744989877	2.81640581695	1.5855425882	0.809569985967	-1.67950754334	4.10836026558	2.11951077797	1.60512942645	0.686023619728	-0.620441742948	-0.259134576225	2.5848320863	2.80568492326	1.26227226155	2.27198359674	1.53616697592	2.54253176124	2.28111077177	0.840727273814	-0.458394071094	2.8633203497	1.57866033784	2.57224104442	0.391121641655	2.32459580623	3.60919275822	3.88813949098	1.74893269553	-0.292591076743	-0.294333133023	5.42178605044	1.27734938255	-0.350396337835	3.96268647366	1.05602180584	-0.694348015736	2.07035700161	0.13372601012	0.643613094509	2.10501213086	-1.7129197699	0.841495982925	3.77946774716	1.33971641373	1.98316479058	3.03054477006	0.145106500806	1.33968541786	1.62266277723	3.98470403869	1.380930468	0.80579071098	-0.694960538241	1.29762746397	2.20467739702	1.6431136994	4.05006004207	1.7989504887	3.75720663621	1.9987639994	1.27372716306	-2.01562434874	1.99743119845	0.0723440473225	-1.00015994739	2.40857574778	0.489271086499	2.32647261718	3.37169640918	-0.21657057749	4.63503078171	2.33541790111	2.29615772339	-3.74589286399	0.552806658261	3.24211951687	0.698058813227	2.90567552908	3.12079294202	3.20200719093	0.661022073712	2.65894883123	2.75209069374
CDKN1C_-_2907198.23-P1P2	-1.29696447143	0.971172208375	1.53400952195	-0.0811382965863	1.56018650476	-0.304116554206	1.30110417548	-1.23935949126	4.08680166873	0.359753657083	2.4346999638	0.539897001813	-0.0949382880682	-0.685538827791	0.75520637456	2.71796283453	-0.651644740064	0.584712025327	-1.62771712765	2.86966813994	1.72078786881	-1.10219506124	2.57148238849	-0.488479287841	0.473235322958	1.64702510986	0.803804307476	-1.17849524465	-2.03465664913	4.58858065137	-0.0499555497105	0.0854558045211	-0.198460148838	0.576122149171	1.34410059233	0.954723883771	0.440081465267	3.02463774449	2.97074860086	3.99921292928	1.19177464351	0.904826430475	0.517560759206	1.87325514691	2.81300199123	0.547751034295	-1.34985525838	2.16548027057	2.72200073063	0.78314611186	0.498762941208	-0.0688598819343	-3.88621596984	0.881678249154	1.88274208802	0.734445936623	-5.1268531408	-4.72707934288	-0.748458138781	0.726552053077	0.372636267414	1.93429914006	3.41782437891	0.0518606305522	-0.634202480983	1.83501023899	2.32520463181	1.64947301244	1.74391130541	3.18296713053	-0.213227216561	3.43531843676	1.49250170381	-0.655851415087	3.4910021869	1.11979055996	1.04642039597	0.821336125599	3.23454026293	0.899714320035	1.34945301766	-1.89269383048	1.31186048519	1.95025497017	-0.273004612427	0.341593962285	0.108404161422	1.58825141846	1.38141544756	-0.840911966168	0.395158305705	-1.88031726001	1.313966523	1.57943572331	1.38319617821	0.197115350171	-0.845602941353	0.450137788813	0.514593585405	-0.275368928478
CEBPB_+_48807216.23-P1P2	0.6272522805	1.11186750203	-1.31309624312	-0.88675284331	1.03651822964	1.82737366017	1.32735453008	0.376530298244	-1.45483400258	-0.571840028138	-2.17661579662	1.98376868738	1.75778164757	2.44973772851	2.71796283453	1.30782147401	-1.63589791093	-0.0761597835278	-0.135457574602	1.88696261285	0.51958215529	-1.17500951966	1.49446082831	-1.01524151137	1.70188954093	-0.36275860522	-2.13951567794	3.53214169883	-4.04945393208	2.59232790265	-0.542999480453	0.605033323604	-0.68296025936	-1.51481205215	-0.238027348778	0.280683992735	-0.491460023332	-0.887615592638	3.56115038378	1.1295461336	-0.55866235716	0.0221887708656	-2.90013282227	0.361221993092	-3.05558812872	3.63951734281	-0.65226362025	-1.77823562813	-0.726101447614	-1.02163423229	-2.10395360799	-0.559774236491	2.44572796657	3.00671531042	1.12007965397	3.74869548889	-1.15746215083	-2.30177589629	-2.40745753249	1.59576519716	0.186563908421	-5.17151009114	1.78905449318	-2.11822551355	0.43297819689	0.737341907356	-1.31008397319	-0.920813971432	0.022082799842	-1.00895320479	-0.976190838064	0.570741511414	0.47981480757	9.44796861746	-0.0651330551317	6.83157676268	-0.124406387765	0.538959693136	0.588946589021	1.10782637521	2.78757822425	-1.18031068147	1.20952885924	-0.852929389778	2.11420887898	-2.78300551603	1.86763330872	0.264525236	2.72949598454	0.113483306072	3.28856405945	1.57615464141	-0.388736111089	0.133975522345	3.0448318247	0.377116519581	0.861064479388	-0.563395765963	4.63978400523	-0.5010122217
CEBPE_+_23588994.23-P1P2	-1.37065937051	3.40905728675	2.3267293722	-0.509287258988	-1.71823399974	-0.688441520545	2.58045401914	2.70751961442	1.58300941543	-1.68547512175	1.17779208983	1.66137293992	0.471783556994	2.06022516589	-0.651644740064	-1.63589791093	-2.02233610196	-0.135247711402	0.0776235724857	3.16714271663	-0.132326515586	1.14085002484	3.49689062332	4.92218615057	4.92701582797	-0.415031396434	-1.75928045488	0.882105397259	2.30308018687	2.37296229012	-0.589088230253	-0.180886992883	-1.20986338894	1.03642229119	-3.20178301255	0.197361438678	-0.0496569702298	-1.73850507109	-0.213035906852	-0.241798211951	-2.52953270465	-1.74512566932	-1.50478949089	0.296855061864	1.81566474502	0.101003957917	-3.52873109312	3.5871775963	-0.79453488904	-1.05266766939	1.58258866063	-3.02938418073	12.0243490493	1.70107029288	1.67656611519	2.39304397881	-2.20183169307	0.226542117119	2.49402024963	1.41991598289	-0.273099588761	-0.255516255297	5.1809667397	0.615663659109	-0.915507749298	4.13170124814	-2.51414519703	-0.823139102615	2.74901173356	-2.29917279427	-3.73429845215	-1.93068768643	-1.58328894481	3.81131400958	-0.323269636423	2.84819987108	0.110409853753	0.191920398168	5.82944576371	0.46827677835	0.0139763190401	5.82159387449	-1.89149099475	2.21401086463	1.31594131856	-1.03859477903	-0.10336811731	-0.527053749796	4.77877446159	2.2501576937	3.03129784725	2.12938361988	2.05363070358	1.26488372385	-0.99395622445	2.76139025298	-0.125691321352	-2.07943883619	12.8318174301	0.691940206072
CELF2_+_11059740.23-P1P2	-1.09770364231	1.10859436455	-1.18303020615	1.05047945472	-0.616762199015	-0.841560685619	1.86631424646	2.32419314791	5.88051800195	-0.816776597411	-2.17141733994	0.869116881363	0.581150298953	1.6744989877	0.584712025327	-0.0761597835278	-0.135247711402	-1.47689002698	0.537898122144	1.50603586603	0.394087988484	2.96786531903	0.821266621908	0.642909581639	-0.583597117723	1.2843119008	0.757891064934	1.94051609343	0.59651857138	-3.72343169401	-3.19568294436	0.796902695232	0.130671180051	1.0574347275	-0.580009735572	-0.121608385752	0.472875448636	1.24147748852	4.50554836536	-0.694802989601	0.393701642615	1.03496007397	1.74321696952	-0.990486835252	1.02948551435	1.47082924382	0.736681750103	1.87419803079	0.80921839883	1.03913839475	-1.04954598129	-0.864860539173	6.03019627372	0.396452984787	-0.330942561384	2.28753031163	-1.77169122604	-2.11732217301	1.12289675051	3.494912418	2.25026889661	-1.14876173824	-1.02344770043	2.58415389605	1.56665273556	1.47245120014	-0.173863516744	-0.891573127245	-0.513965471728	1.24181480905	1.52803272939	2.29237445478	0.031352575286	6.14742714587	-0.151372144183	3.82007498113	-0.291833822855	1.91635110957	1.54547831989	1.16041771575	1.4001386364	0.384116741913	0.297790254793	1.52919256809	2.28898395618	1.19124750994	-1.39201481544	-1.01199584916	1.30853154717	1.39089986086	4.97021855994	1.2932410646	1.0127991527	1.09042073295	1.65290168234	0.948597715351	0.430463564916	1.62551575291	4.04647070618	2.79103802077
CITED1_+_71526082.23-P1	1.43156401955	0.879420892693	-4.42155702763	0.114425238935	0.101034473513	-0.541682340827	-0.733751628246	0.858866649691	2.57036470126	-0.996442194328	-1.52036930996	1.42126566581	1.11881111313	2.81640581695	-1.62771712765	-0.135457574602	0.0776235724857	0.537898122144	1.01127423449	1.38826633464	1.47946420508	0.0677463213918	2.1251083995	-0.153062222045	0.269403698646	-0.263952828539	-0.080604525326	-2.79294274201	-1.88023950181	-0.464837614765	0.704639736591	0.00715010302631	-0.159854521926	2.01081335729	0.237598887453	2.94204081185	0.482558539407	0.682292504247	2.46382140924	1.55260267574	-0.799777622179	0.712533005561	0.20581675688	1.42257460713	0.218273083827	-0.918480188624	-1.47502915333	-1.97142342035	1.05433781222	0.292815045318	-2.90199796674	-1.09924246439	2.13071939642	-3.60949478125	-0.10399081515	1.89162124869	1.80893893314	-5.38309130357	-2.49065727606	2.00241525374	0.272468801766	2.42864198597	-0.599838609085	3.34726141791	0.413490833449	0.403510319897	0.794623516975	-0.0344407016225	0.284570708283	0.972601189732	1.5812829319	0.708889254589	2.41064766142	4.42424080172	0.31015354754	3.2472265979	1.08261856516	1.31603952356	0.952654671305	2.11035466247	1.39257483299	-2.28440256493	1.11001262398	0.181505074666	-0.140775157084	-0.507211380946	0.666387589476	0.228572814971	-1.63234041107	0.133697691295	2.95285422235	2.7300733048	-2.20180129902	4.10638791954	0.118253009868	0.849927460544	-0.841413777288	1.34276708873	10.2927497322	-0.332214730408
CKS1B_-_61808483.23-ENST00000600888.1	0.215041356834	0.263312591561	-0.560769860635	-0.450955978159	4.33389539731	2.57298421149	0.646288083197	0.969135823786	-0.205637655825	-2.56468719544	0.578408075279	-3.61167383476	1.41663381988	1.5855425882	2.86966813994	1.88696261285	3.16714271663	1.50603586603	1.38826633464	-0.210308217419	-1.46428713211	-1.87775125651	4.98371744319	-1.78417644229	6.70024514794	5.17697672504	-0.46788119819	2.03110855641	1.91781896484	2.29150263654	3.61961362989	2.90601358237	0.655908814555	4.0242470923	-1.69678072212	-0.411696968619	0.788648339188	3.31082535184	-1.459797096	0.772759738189	-0.106458273481	2.31478168102	1.16883600259	0.142198923357	-0.985275579646	-3.71856417545	-0.733998645477	1.87964233697	-0.802153338813	4.22160713067	-0.51649029775	-0.432664273926	0.911852610627	-2.03087538862	-1.0073697011	0.384941570146	3.71999979661	3.32633816753	5.79351911641	1.76468895587	1.53148658881	1.05824229553	3.11790100657	0.81616030166	2.01931320248	-1.03028408051	-0.0223996457322	3.50208136583	0.677100381841	1.46505238758	-0.194928433557	0.728224313697	-1.38131638578	-6.54564475866	2.36911733404	-0.954368422114	0.383614319653	1.63010129731	2.10921376388	2.06204565288	-0.131770304575	-3.59141794129	-0.587826803762	2.29359422776	-0.948239617425	4.25516661184	2.29974051988	1.47340604626	2.04892401653	3.10872184737	-1.89525971162	1.23545274934	-1.96040087309	-7.74801016288	-1.99735732803	-0.0330263621252	1.600542883	-1.90593566672	4.14795372393	-2.32976656726
CLDN6_-_3068282.23-P1P2	1.57370765768	-0.0860716076071	-2.30522865539	1.30251633237	1.91586283096	0.704168741108	0.149516146032	-1.31327731177	-1.29177974749	-1.51313479348	-0.0950186294476	-1.67479258341	2.21541307589	0.809569985967	1.72078786881	0.51958215529	-0.132326515586	0.394087988484	1.47946420508	-1.46428713211	0.463683097127	-1.67501877193	3.71553880731	-0.562798869553	1.00933196188	-0.467830502938	-2.5436844825	2.37020249961	-1.22203743672	5.40298591908	2.1083273511	0.740308857974	-0.584825494075	-0.196181637471	-0.558175569814	-0.0702347082027	0.0629647423443	1.17623262548	-0.8365576072	1.89026722728	-0.933794762664	-0.358025518342	0.5471356808	0.301664863588	-0.688387459955	-1.58283769483	-0.897332008871	-1.13278966514	0.189329044309	-0.42572326216	-1.33424041365	-0.455957695002	-15.3284865078	-0.00147078033485	1.59927398317	0.40539708986	3.19013613702	0.478153508061	7.68246291712	0.0679195547545	-0.146008354824	2.26187248633	5.2494964272	-1.8098551647	-0.484461390519	1.0133333327	1.29981167137	-0.335011781977	0.254799217158	-0.36447229037	-1.8253462376	-0.857036336168	-1.13267823782	-5.35285457304	-1.13882814656	0.919146314191	0.927150026887	-0.323553187099	3.39809936757	1.80736963208	-0.420627304282	-2.5602618812	-0.737765437926	0.00113888290211	0.345073398372	-1.55710618921	-1.69238993188	0.944462589238	1.85182000186	-0.81625004861	-7.11415618803	3.39930679555	-0.979523469743	-3.4340424961	-3.88212725468	1.49341473465	-1.89372683426	-6.1233399003	8.35487328057	-0.189367345478
CNN1_-_11649410.23-P1	0.695479333946	-0.545492824064	2.60659457968	0.449080962642	0.725510165211	-3.02604410559	2.8790799634	-1.68069884972	0.521291460503	2.07675265298	0.053186266641	-10.5349200064	1.67428082583	-1.67950754334	-1.10219506124	-1.17500951966	1.14085002484	2.96786531903	0.0677463213918	-1.87775125651	-1.67501877193	2.05131870291	0.834329019779	3.04594423348	-2.44547152632	7.27262953627	-1.11918622163	0.744642874144	-0.765384544975	3.32401456727	4.18317637807	0.472069865304	-0.547211839733	1.85450721281	2.10045020807	0.111695122188	-2.18406423388	1.23194937038	0.977679864228	-0.407216897711	0.495673063448	0.884005248424	-1.33296254264	-0.0439778122547	-3.11263350613	-4.64872869484	-0.697370409635	4.8554395266	-1.92730377966	0.721419682809	5.87421026322	4.07771873757	-6.17820691075	0.886014935636	1.89783548238	-7.48431132348	0.577423436395	1.39682970884	3.15345109544	2.68489564435	0.316634329654	3.56608464491	2.39725560829	0.746551869034	-0.531876126712	3.29394238127	-1.30840175484	6.0557887575	-0.00614975112471	0.882493142689	-2.39110063137	-3.64019245101	-4.44660681517	-4.88065302821	0.541042338041	-8.5048165307	-0.532185383609	-0.774626949607	1.45132518915	-1.54160710065	-3.19704128238	-2.11710550939	-4.14169529708	-2.95460782141	-2.33740476969	2.78603006137	-0.366181628636	2.98425225837	-3.57908625758	-0.295727721125	-3.99252942135	2.69983517147	0.1983745571	-17.9710825605	-16.4681083235	-0.690534355952	0.401484053872	-4.91410530672	1.06317929209	-1.59717420372
CNNM4_-_97426363.23-P1P2	1.18437381352	2.10917122408	-3.0107963471	-1.55218752863	-2.0355127407	2.25603215271	1.71623627029	2.71265431179	0.633883536779	-4.72203527588	-0.66354609188	-0.825229550511	4.10732073236	4.10836026558	2.57148238849	1.49446082831	3.49689062332	0.821266621908	2.1251083995	4.98371744319	3.71553880731	0.834329019779	3.05363071486	3.64383920481	4.8899287367	-3.96484100417	-3.08741287289	1.67502208137	1.20935455955	-0.303411776152	1.04057137293	1.39334730708	0.566036056916	-1.26694513609	0.165439642744	0.67449506281	1.46484864236	0.22011613518	0.933947849777	3.80697763642	-0.77866002211	0.924837185953	2.50014440897	2.1960161004	-0.436318301626	-2.9213296129	4.17074063115	-2.1063718307	-0.342448705724	-3.71086223945	-1.50347721177	1.06209854695	-3.22029786265	-3.63926061549	0.40330945138	1.78463378145	7.25257807458	1.45856044479	2.06529712393	0.784922048549	1.01702882219	-1.37365438757	-1.13222625635	-0.80114080195	2.67661697802	-0.650498515463	4.55979930153	1.19654817826	2.95554663785	0.134294743514	0.967552356378	-0.719165193211	0.0530481344532	2.63115238481	2.92127504673	2.21132611417	1.6560430498	0.247490366963	1.82492423506	4.14482255104	1.67670900046	3.32001460589	1.126333855	0.675193137387	1.05882491031	0.28640588979	0.116817479685	3.01682087119	3.09078053127	1.30050756788	-1.89642677276	2.62487831119	1.39109352516	-0.00193709526923	1.86013224365	3.25322199665	1.10587229249	-0.492649980289	5.43659448512	-2.8248553901
COL2A1_+_48398427.23-P1P2	-1.11513854716	-0.608551554017	1.48149424004	0.0340534943382	0.0873802180364	-1.27323643596	1.84713995994	1.76249399949	-0.762562530252	0.0290261284279	1.14381723053	3.0580515271	0.891125890692	2.11951077797	-0.488479287841	-1.01524151137	4.92218615057	0.642909581639	-0.153062222045	-1.78417644229	-0.562798869553	3.04594423348	3.64383920481	3.45590732269	4.59827306998	0.972961027912	2.51167785706	-1.56475480181	-0.172915038623	0.593344436578	0.121484561218	-0.385077860953	-0.997803966751	-2.65121816798	1.16616373438	0.490603923942	-1.79335976072	1.66110981637	1.31756019862	0.12069535475	-1.11375365486	-0.602599456219	-1.83052800792	0.938923833035	-0.564395848529	1.5491193731	-0.783776603796	0.559517674759	2.16029817475	0.426494336707	-2.70061252513	-0.831032476597	-6.44058993816	-1.44404412854	0.366271747747	2.58509345146	4.47991397994	-5.88029895117	-7.30408090148	-0.653654423378	-1.49925525696	-2.2626758709	1.41053494135	-2.37346824486	-0.3968415563	2.46820453596	0.1983026118	-3.22944723356	0.158134731081	2.73971155966	1.18656883146	-2.16423267577	2.11813074251	-3.26937640039	2.36828616414	3.95897560446	-0.647033146294	0.830552981833	-1.59920823332	0.236712298688	0.855526357315	-2.36992251991	2.89350896425	0.238145594505	-4.17180071341	-0.508593705703	-1.14451910596	-0.269153437841	2.65913340582	1.02174750821	0.546774993491	-0.553396868465	-4.79507121978	0.391427106945	4.4793646955	0.357275434853	-1.55666579255	0.204497250674	-7.84560607677	1.94836751874
CSRNP1_+_39196217.23-P1P2	7.49090340584	0.315794938579	0.397088399958	3.54600566964	-10.5721386956	-5.98823738003	-0.790734508175	-1.01085746711	0.900001357439	-0.280369691025	-3.46431835979	-2.46911823907	1.71264925514	1.60512942645	0.473235322958	1.70188954093	4.92701582797	-0.583597117723	0.269403698646	6.70024514794	1.00933196188	-2.44547152632	4.8899287367	4.59827306998	-13.9846948202	-4.40791942362	-1.26005482416	-2.00169957247	2.64741556523	5.09214905897	3.84161410179	7.40669092695	8.61150149983	7.1714185082	3.60305179536	4.90988951745	-0.488229192864	0.153656221708	-2.82130299115	2.80314079682	3.44790348328	3.08812124597	5.72905816093	2.24192320568	-8.42753282735	-3.57748487766	-1.06275230415	-1.43860116561	-2.43903297117	-1.49596915966	-19.223838401	-5.11714822342	3.08018637703	-1.50341815606	1.68630724168	-0.918515640306	4.64206782991	-1.34110513169	2.36383084377	1.4096771672	0.165360024339	0.306858183468	1.82844150766	3.03915466244	-1.76527315637	1.13418300381	1.48030469637	4.61728533844	1.84455272534	2.36842953102	3.7232695583	-12.6848835659	-2.73664890472	-1.59134235835	5.88538655486	0.109280996717	1.60487910788	1.56930859651	-1.53937542377	2.26228050789	4.497642604	4.48990480604	-0.75987581669	-5.4065317717	1.35731647293	-0.314823992874	4.40224411224	9.82532653685	-5.94900394248	-3.24385369059	-5.68109706146	3.64823282707	-0.293622383469	-2.07572604402	-1.52975820978	5.61536037158	0.17852547214	-3.85646579926	3.70052185788	-1.3425134754
