	b.mean	b.std	a.mean	a.std
AHR_-_17338164.23-P1P2	-0.347577679859	0.0339923756928	-0.347577679859	0.0339923756928
AHR_-_17338168.23-P1P2	-0.338464457042	0.0393640907581	-0.338464457042	0.0393640907581
ARID1A_+_27022167.23-P1P2	-0.419886656229	0.0419775533088	-0.419886656229	0.0419775533088
ARID1A_-_27022243.23-P1P2	-0.223013786474	0.0206221193668	-0.223013786474	0.0206221193668
ARRDC3_+_90679525.23-P1P2	-0.10222979289	0.0203581055994	-0.10222979289	0.0203581055994
ARRDC3_-_90679309.23-P1P2	-0.171675518527	0.0235682851132	-0.171675518527	0.0235682851132
ATL1_+_50999374.23-P1P2	-0.458827936357	0.0434636530656	-0.458827936357	0.0434636530656
ATL1_-_50999367.23-P1P2	-0.376713218224	0.0298658651862	-0.376713218224	0.0298658651862
BAK1_+_33548177.23-P1P2	-0.375006771819	0.0537449828082	-0.375006771819	0.0537449828082
BAK1_-_33548176.23-P1P2	-0.408215777	0.0430110552841	-0.408215777	0.0430110552841
BCL2L11_+_111878321.23-P1	-0.142411539907	0.0359456575547	-0.142411539907	0.0359456575547
BCL2L11_-_111878313.23-P1	-0.0668082515333	0.0238638606916	-0.0668082515333	0.0238638606916
BCORL1_+_129116278.23-P1P2	-0.0255224716961	0.0151972206682	-0.0255224716961	0.0151972206682
BCORL1_+_129116290.23-P1P2	-0.0990367422461	0.0243141546773	-0.0990367422461	0.0243141546773
BCR_-_23522065.23-P1P2	-0.0303416491381	0.0300617200123	-0.0303416491381	0.0300617200123
BCR_-_23522198.23-P1P2	0.0416202089845	0.0190288343325	0.0416202089845	0.0190288343325
BPGM_+_134331304.23-P1P2	-0.101295183744	0.0124181437897	-0.101295183744	0.0124181437897
BPGM_+_134331476.23-P1P2	-0.139134751928	0.0250642207842	-0.139134751928	0.0250642207842
C19orf26_+_1238161.23-P1P2	-0.160055297503	0.0182883301608	-0.160055297503	0.0182883301608
C19orf26_+_1238358.23-P1P2	-0.0842320127855	0.0268505941353	-0.0842320127855	0.0268505941353
C3orf72_-_138665928.23-P1P2	-0.459229035946	0.0409580323662	-0.459229035946	0.0409580323662
C3orf72_-_138665944.23-P1P2	-0.530217632146	0.0476258586843	-0.530217632146	0.0476258586843
