	b.mean	b.std	a.mean	a.std
AHR_-_17338164.23-P1P2	-0.31922785605	0.0638365479849	-0.350038167613	0.0551904776604
AHR_-_17338168.23-P1P2	-0.305079697224	0.0548067116882	-0.324433308682	0.0498032396024
ARID1A_+_27022167.23-P1P2	-0.392050657156	0.043295153386	-0.455942148404	0.0763372901332
ARID1A_-_27022243.23-P1P2	-0.212396355957	0.0255845645346	-0.206704048159	0.0256537391066
ARRDC3_+_90679525.23-P1P2	-0.0927377966768	0.0327562486963	-0.0979549924915	0.0216856192578
ARRDC3_-_90679309.23-P1P2	-0.135313654562	0.0262314504662	-0.13607548563	0.0315491613261
ATL1_+_50999374.23-P1P2	-0.447494337653	0.0659861210552	-0.521965477341	0.0574996735444
ATL1_-_50999367.23-P1P2	-0.395425823184	0.0586800729401	-0.371450825741	0.0526765665253
BAK1_+_33548177.23-P1P2	-0.419962806724	0.0722161794938	-0.450238677795	0.0668173877678
BAK1_-_33548176.23-P1P2	-0.443444492752	0.0634334848823	-0.447154666852	0.0643300291588
BCL2L11_+_111878321.23-P1	-0.142933653075	0.0399126050441	-0.164669054352	0.0289570372333
BCL2L11_-_111878313.23-P1	-0.0644046485836	0.0338746737122	-0.0814308277264	0.0316801269139
BCORL1_+_129116278.23-P1P2	0.00304456338815	0.0240154592462	-0.000352327339053	0.0181802648803
BCORL1_+_129116290.23-P1P2	-0.0791083603517	0.0361607586302	-0.0992842146267	0.0308275853612
BCR_-_23522065.23-P1P2	-0.0206051657401	0.0276458107957	-0.075625859702	0.0347896728864
BCR_-_23522198.23-P1P2	0.028327763045	0.0193386127426	0.0327309609966	0.0162130770251
BPGM_+_134331304.23-P1P2	-0.0878538992491	0.0168383890099	-0.105453077955	0.02451812484
BPGM_+_134331476.23-P1P2	-0.130839416644	0.0353098746274	-0.150471102341	0.0358179716798
C19orf26_+_1238161.23-P1P2	-0.162384859073	0.0220335400051	-0.1875791091	0.0171651400497
C19orf26_+_1238358.23-P1P2	-0.0781617798825	0.0319402743761	-0.0874762978455	0.023631450638
C3orf72_-_138665928.23-P1P2	-0.493050707562	0.0518416692163	-0.536457680102	0.0624955009617
C3orf72_-_138665944.23-P1P2	-0.565420179401	0.0939930651576	-0.595081702701	0.0689614138267
CBFA2T3_+_89043662.23-P2	-0.167593553872	0.0432269384102	-0.208521091174	0.0372210129744
CBFA2T3_+_89043673.23-P2	-0.135212892137	0.0353565140931	-0.123170613613	0.0217167632223
CBL_+_119076546.23-P1P2	-0.108413282463	0.0209745191718	-0.117098640891	0.0248099922638
CBL_-_119076622.23-P1P2	-0.117249636103	0.0257524484935	-0.123732008531	0.0352715143041
CDKN1A_+_36646320.23-P1P2	-0.294690262185	0.046909562244	-0.290496667101	0.0319975522901
CDKN1A_-_36646141.23-P1P2	-0.157145436349	0.0215443239016	-0.171228301389	0.0219608269665
CDKN1B_+_12869867.23-P1P2	-0.269216355199	0.0565684763667	-0.268463678565	0.0784929526481
CDKN1B_-_12869956.23-P1P2	-0.232676240187	0.0506736812444	-0.263245741723	0.0368212593757
CDKN1C_-_2907198.23-P1P2	-0.431877588215	0.0740497919063	-0.428249222726	0.0586930631587
CDKN1C_-_2907316.23-P1P2	-0.240334606015	0.0620279594052	-0.266291277907	0.0503164456266
CEBPA_+_33793624.23-P1P2	-0.604756875215	0.076244269808	-0.618248253967	0.0697341921849
CEBPB_+_48807216.23-P1P2	-0.480716446206	0.0685276250643	-0.518838481166	0.0293888171829
CEBPB_-_48807249.23-P1P2	-0.151579119322	0.0516190006806	-0.189058492336	0.041907502022
CEBPE_+_23588994.23-P1P2	-0.529648997352	0.0480675467326	-0.527540003619	0.0582821721189
CEBPE_-_23589034.23-P1P2	-0.309512810433	0.0371076169674	-0.34890313267	0.031371193735
CELF2_+_11059740.23-P1P2	-0.177816632314	0.0621373105848	-0.10761268453	0.0590133658273
CELF2_+_11206754.23-P1P2	0.0117664898129	0.0333787249077	-0.0105407279348	0.0264435573075
CITED1_+_71526082.23-P1	-0.330262293869	0.050222727377	-0.384992776051	0.0555276972372
CITED1_-_71526062.23-P1	-0.0501677655262	0.0247065164511	-0.0517753768447	0.0261099675802
CKS1B_-_61808483.23-ENST00000600888.1	-0.148392556538	0.0413561973031	-0.161182891522	0.0330976967175
CLDN6_-_3068282.23-P1P2	-0.296274873663	0.0498529751815	-0.359627268783	0.0360706033724
CLDN6_-_3068298.23-P1P2	-0.202142787406	0.0574119750292	-0.236053295513	0.0391109188398
CNN1_+_11649447.23-P1	-0.0888445061471	0.0481282671943	-0.12182583923	0.0366974578802
CNN1_-_11649410.23-P1	-0.0878435795694	0.0402484070667	-0.0851068030783	0.0272155220612
CNNM4_-_97426363.23-P1P2	-0.165157014251	0.0247809566159	-0.189541115279	0.0249515968819
CNNM4_-_97426428.23-P1P2	-0.102377171486	0.024123853844	-0.0972860298883	0.0246857639532
COL1A1_-_48279241.23-P1P2	-0.375386797602	0.0449445641326	-0.432491092941	0.0484997302846
COL2A1_+_48398427.23-P1P2	-0.333658752853	0.0487796458271	-0.384892618501	0.0427662959386
COL2A1_+_48398512.23-P1P2	-0.353382703421	0.039334081138	-0.349675821605	0.0457619902559
CSRNP1_+_39196217.23-P1P2	0.0979126660887	0.0142681754781	0.0977477528596	0.0169376316436
CSRNP1_-_39196126.23-P1P2	0.0925514075627	0.0194922071616	0.0919936224275	0.0248741802269
DLX2_-_172967775.23-P1P2	-0.121495723431	0.0195103621522	-0.151045374343	0.028496778809
DLX2_-_172967845.23-P1P2	-0.248536517447	0.0312519496741	-0.283533367583	0.045150233287
DUSP9_+_152912501.23-P1	-0.372549254204	0.036610749719	-0.363939153363	0.0455697647005
DUSP9_+_152912564.23-P1	-0.336770873248	0.0352198109961	-0.361802168902	0.0307044466269
EGR1_+_137800818.23-P1	-0.17364079875	0.0332215712439	-0.193691610502	0.0296072555571
EGR1_-_137801018.23-P1	-0.0824321441019	0.0239990981327	-0.0680860407571	0.0244506977279
ELMSAN1_+_74227119.23-P1	0.030010341843	0.0194001870499	0.0214494305045	0.0184546772686
ELMSAN1_-_74227099.23-P1	0.0414632758348	0.016579264998	0.0370279175254	0.0145064173519
ETS2_+_40177604.23-P1P2	-0.138027181836	0.0290118096041	-0.140872970156	0.0195740710027
ETS2_-_40177491.23-P1P2	-0.105460949719	0.0291650146524	-0.104604100717	0.0188215799677
FEV_+_219850595.23-P1P2	-0.164796084492	0.0383447141904	-0.182919544021	0.0269671091957
FOSB_+_45971009.23-P1	-0.145061630006	0.043946131298	-0.170066071121	0.0430574324634
FOSB_-_45971150.23-P1	-0.150274050349	0.0245910832267	-0.150216484738	0.0326370207452
