	AHR	ARID1A	ARRDC3	ATL1	BAK1	BCL2L11	BCORL1	BCR	BPGM	C19orf26	C3orf72	CBFA2T3	CBL	CDKN1A	CDKN1B	CDKN1C	CEBPA	CEBPB	CEBPE	CELF2	CITED1	CKS1B	CLDN6	CNN1	CNNM4	COL1A1	COL2A1	CSRNP1	DLX2	DUSP9	EGR1	ELMSAN1	ETS2	FEV	FOSB	FOXA1	FOXA3	FOXF1	FOXL2	FOXO4	GCH1	GLB1L2	HES7	HK2	HNF4A	HOXA13	HOXB9	HOXC13	IER5L	IGDCC3	IKZF3	IRF1	ISL2	JUN	KIAA1804	KIF18B	KIF2C	KLF1	KMT2A	LHX1	LYL1	MAML2	MAP2K3	MAP2K6	MAP4K3	MAP4K5	MAP7D1	MAPK1	MCOLN3	MEIS1	MIDN	NCL	NIT1	OSR2	PEG10	PIK3CB	PLEKHO2	PLK4	POU3F2	PRDM1	PRTG	PTPN1	PTPN12	PTPN13	PTPN9	RHOXF2	RREB1	RUNX1T1	S1PR2	SAMD1	SET	SGK1	SLC38A2	SLC4A1	SLC6A9	SNAI1	SPI1	STIL	TBX2	TBX3	TGFBR2	TMEM173	TMSB4X	TP73	TSC22D1	UBASH3A	UBASH3B	ZBTB1	ZBTB10	ZBTB25	ZC3HAV1	ZNF318	negative
S1PR2	-0.413017377367	-0.443454379148	-0.315216558067	-0.547969458585	-0.355003496848	-0.188809478615	-0.14344945108	-0.13694374677	-0.221005120601	-0.288397950038	-0.570150440198	-0.360034853153	-0.242627908683	-0.267903602997	-0.295996037112	-0.346160652758	-0.535053703117	-0.34740904186	-0.441468598864	-0.194596669373	-0.262762950529	-0.214704124203	-0.29036037758	-0.27037202873	-0.228179436347	-0.392467121872	-0.43005212721	-0.0694992724616	-0.280446599995	-0.465774571369	-0.243379035597	-0.105160849528	-0.236697837213	-0.306411788656	-0.269211296385	-0.361055504834	-0.363446929573	-0.327555509498	-0.345660277133	-0.504286469291	-0.162760676174	-0.218347892797	-0.486229202963	-0.246534697733	-0.370394236018	-0.518783588284	-0.305725220222	-0.484384549125	-0.401444838647	-0.465194658483	-0.521725224109	-0.269409830864	-0.303786805786	-0.416746251932	-0.362298601452	-0.302744493208	-0.218677788119	-0.0634427687903	-0.232834945386	-0.342947016828	-0.189110663206	-0.0855481209719	-0.0535301814493	-0.0615576780995	-0.229296853367	-0.231005125539	-0.259863221406	-0.224038651383	-0.196184776302	-0.274388948274	-0.372881281911	-0.219479881893	-0.390880659824	-0.278293687186	-0.221031882349	-0.198867950008	-0.333693775721	-0.230656218462	-0.311010806396	-0.490357876293	-0.444225859941	-0.308006133318	-0.168720703871	-0.276367405019	-0.171517391289	-0.361595862792	-0.328288894191	-0.209137053957	-0.213007203128	-0.278827229728	-0.305813872971	-0.230076116622	-0.157755209859	-0.485160957521	-0.134113258076	-0.491554604143	-0.450659644036	-0.285168849868	-0.161084457414	-0.251582143731	-0.293414557473	-0.196850165915	-0.14969691577	-0.553872220743	-0.229043702311	-0.195716653994	-0.213927068887	-0.217845991965	-0.530183194904	-0.157782022188	-0.0354997958444	-0.218452952834	-0.167987086272
SAMD1	-0.485809065352	-0.465369430458	-0.373926766088	-0.465523274391	-0.41663705118	-0.312633058309	-0.255661950389	-0.217101326125	-0.320693631512	-0.344892553462	-0.610469044744	-0.387850956015	-0.396146006269	-0.364256293977	-0.385499700493	-0.423887919451	-0.60208820043	-0.370099843713	-0.53176041066	-0.264003046341	-0.339651732304	-0.350161997791	-0.424708640745	-0.398356765473	-0.332282438363	-0.434361966714	-0.465647355377	-0.106593917048	-0.343986402646	-0.529554659911	-0.320601335417	-0.177859576152	-0.257600236334	-0.397857958544	-0.316713277306	-0.358257777234	-0.422392000744	-0.379396015851	-0.39298810726	-0.474943131881	-0.250935518719	-0.299102694085	-0.530749030252	-0.310443767819	-0.463593528849	-0.498440356471	-0.399230850562	-0.529934753369	-0.488525827083	-0.480303269602	-0.554893958119	-0.433932558084	-0.368115194268	-0.48970118057	-0.453086871493	-0.375932195021	-0.284691881491	-0.112870985519	-0.327320542158	-0.399557080829	-0.316252369792	-0.168923305898	-0.0854913268771	-0.0907629302722	-0.257290664546	-0.266150902019	-0.276759062623	-0.27372910678	-0.274389613389	-0.350125608121	-0.433614729144	-0.336495216464	-0.430516388261	-0.252909393125	-0.337604817314	-0.260980090192	-0.400126330147	-0.311810995958	-0.422204390056	-0.562178013142	-0.444050005719	-0.489995047474	-0.355826300882	-0.303870972938	-0.342107315149	-0.510797729821	-0.364180962906	-0.248952518354	-0.278827229728	-0.369101132185	-0.350363430099	-0.313673184078	-0.209844492629	-0.470846467755	-0.263999075515	-0.428931513301	-0.530765939092	-0.367879119141	-0.236238094227	-0.307684112552	-0.414212354564	-0.27482829923	-0.206946035582	-0.59372693271	-0.301296416061	-0.338865917217	-0.42917511163	-0.344554145283	-0.51179973154	-0.293811947179	-0.0302671997951	-0.327203619353	-0.249663759163
SET	-0.469878477031	-0.442283538272	-0.321194623422	-0.489942558606	-0.465643058147	-0.241728616171	-0.211720907248	-0.180629117113	-0.313504392489	-0.302762509196	-0.474498944077	-0.31607263795	-0.399599406236	-0.408164406023	-0.439176269799	-0.474040897447	-0.444336612192	-0.431591915618	-0.378852998412	-0.270362660099	-0.409099511831	-0.442014730507	-0.438702727409	-0.322988835201	-0.307877025827	-0.498658610039	-0.414870399814	-0.0508413197293	-0.271022272164	-0.49802719701	-0.278480024991	-0.167297733428	-0.274780735581	-0.364979548006	-0.297813060409	-0.403786779025	-0.352790588383	-0.316494925193	-0.373622970705	-0.520199358462	-0.128810820978	-0.265271069612	-0.521132338525	-0.253642243901	-0.547434580861	-0.58886818471	-0.330253610175	-0.494468755798	-0.445243541302	-0.428677459152	-0.619265336143	-0.462571777109	-0.309452695587	-0.365500672624	-0.411584113407	-0.381624185103	-0.276673368786	-0.10414432853	-0.288700215712	-0.373995617163	-0.186942852072	-0.0981737303882	-0.127627942458	-0.074925984261	-0.197285223724	-0.25286015256	-0.330822687384	-0.291976902889	-0.200391611948	-0.239662343128	-0.422019857509	-0.370684602198	-0.621481749265	-0.342664010506	-0.227222459191	-0.21370583561	-0.422548297809	-0.288459870035	-0.303509496429	-0.534598708959	-0.450655789054	-0.473979365542	-0.270942789735	-0.307474987177	-0.274093090764	-0.311196417293	-0.451533636881	-0.196714644462	-0.305813872971	-0.350363430099	-0.384478302423	-0.240053368848	-0.0790621607261	-0.569815714223	-0.158330821791	-0.377919869168	-0.567269618806	-0.492257830379	-0.225779925918	-0.273430227787	-0.233148907822	-0.199024490273	-0.235998775765	-0.644024954611	-0.296459736818	-0.311598509919	-0.320721557261	-0.374684397669	-0.361106894956	-0.305420403574	-0.0678245733016	-0.233563404743	-0.182426289497
SGK1	-0.383933593242	-0.358591307827	-0.225959594631	-0.51548896171	-0.469069498404	-0.20733677502	-0.135859238744	-0.0792832709886	-0.213471986515	-0.269797640969	-0.586115565613	-0.267950705443	-0.304486422066	-0.287483753525	-0.276010917174	-0.385723065034	-0.510348000369	-0.328806205346	-0.473063457316	-0.171637977533	-0.273903061059	-0.23522651164	-0.334804223435	-0.281310181463	-0.238501197388	-0.434179705259	-0.381001259402	-0.00961386910275	-0.292777777959	-0.486516752592	-0.205881368896	-0.0503172817746	-0.160720494463	-0.241276123804	-0.211782548979	-0.373526667993	-0.340952151236	-0.330896140903	-0.345728577128	-0.535159987474	-0.112014348521	-0.196181614414	-0.520793595058	-0.19125868532	-0.385113197479	-0.585090933872	-0.314748105692	-0.541197938282	-0.386603512237	-0.443846141849	-0.528674056648	-0.227994984349	-0.284274913168	-0.365728458616	-0.364257098969	-0.259640114392	-0.197274631158	0.0126599306302	-0.210397167831	-0.295545837128	-0.200007533537	-0.0416861914501	-0.010653532376	-0.00175598675312	-0.180951546068	-0.216537121224	-0.221725178852	-0.173775443072	-0.157945345189	-0.269405495548	-0.360932980826	-0.218590122394	-0.448098978626	-0.212549223081	-0.254622622493	-0.163197397682	-0.408291521781	-0.212306278211	-0.361524036714	-0.525030323411	-0.438272752002	-0.371717556373	-0.204094846046	-0.259828591518	-0.208144206677	-0.439186508845	-0.301354567934	-0.155371388042	-0.230076116622	-0.313673184078	-0.240053368848	-0.250946681593	-0.0969304958248	-0.44931523141	-0.120381025849	-0.440649609952	-0.508578264278	-0.287049114866	-0.133465142749	-0.202819573112	-0.278716858339	-0.151573174531	-0.113759254352	-0.630623648846	-0.200356664831	-0.207992476052	-0.273420659932	-0.256917220616	-0.498061436057	-0.183708429272	0.0386744084214	-0.209010298168	-0.12580798765
SLC38A2	-0.348182597635	-0.29430465635	-0.00903296194884	-0.380283724246	-0.451793057709	-0.0891088568385	-0.0359893203885	0.0244552902873	-0.0768770461647	-0.0925133330454	-0.539238607175	-0.15007670096	-0.0744037622781	-0.208132533677	-0.197267894839	-0.327299951398	-0.676567975698	-0.307716851798	-0.426795507656	-0.0415296501775	-0.169923214075	-0.0909964641267	-0.228652943097	-0.059438290489	-0.103021646294	-0.353301634014	-0.40453330001	0.110862353867	-0.220401820275	-0.332855503196	-0.0720606243409	0.0626294243301	-0.083891243995	-0.179954200944	-0.137513599839	-0.228893986045	-0.217933141962	-0.229917915897	-0.24372720067	-0.419645273208	0.0541524285796	-0.0385180330659	-0.477392737979	-0.0389932831702	-0.34856852259	-0.564401396647	-0.195487443193	-0.501916880313	-0.288613934428	-0.244757024599	-0.385865194263	-0.0755354288672	-0.133812117298	-0.292504255992	-0.310703230557	-0.269890471354	-0.115075465775	0.155100380551	-0.0397112803335	-0.163566832657	-0.0582532224386	0.0670067335376	0.0807590988135	0.0949115600395	-0.0411100871176	-0.0443590285802	-0.136609144877	-0.0634349068714	0.0225694247618	-0.112754135771	-0.259702758676	-0.0582191265222	-0.37311028956	-0.139041478179	-0.0874857302458	0.00488116814018	-0.278378284634	-0.121611224993	-0.20805052579	-0.414131026252	-0.284816488152	-0.215704445763	-0.038141435671	-0.134468413302	-0.0691900674834	-0.40181328678	-0.20264646701	-0.0318591042851	-0.157755209859	-0.209844492629	-0.0790621607261	-0.0969304958248	-0.00472214837892	-0.366992221655	0.0303036189648	-0.37965607939	-0.433301835203	-0.249115638848	-0.0208093439328	-0.0335477895254	-0.0139284206222	0.0161617060348	-0.0145568596974	-0.564395622424	-0.071700124465	-0.0469276623447	-0.0846030072148	-0.1030644933	-0.454741124879	-0.0107112228865	0.132090316538	-0.0369096361747	0.0271877647259
SLC4A1	-0.543258675153	-0.551192310817	-0.510434562898	-0.585162945686	-0.536608226126	-0.429450657112	-0.426180753492	-0.412140226295	-0.46621447854	-0.518301366172	-0.646870026646	-0.568677528982	-0.502032323445	-0.474493517283	-0.496942140019	-0.461441276649	-0.687756741509	-0.546079631331	-0.476949169956	-0.404339641206	-0.519532906637	-0.41140904811	-0.52080704645	-0.477821024882	-0.467611628706	-0.507981153573	-0.539283968953	-0.315532711077	-0.531684735525	-0.548471868143	-0.4645435222	-0.389025214219	-0.459153886443	-0.584384199574	-0.488725239975	-0.559610387434	-0.557974542973	-0.52100976771	-0.579211731088	-0.492237818809	-0.387544390721	-0.451455720552	-0.614031216264	-0.458666155468	-0.511554644529	-0.592020219925	-0.53024620601	-0.583211732867	-0.521572071705	-0.571297550328	-0.606264851665	-0.501052969961	-0.570330735323	-0.576012329646	-0.552136234489	-0.547430014461	-0.547145593111	-0.239206448927	-0.476598698285	-0.556327436888	-0.432255730778	-0.283596510122	-0.345441949213	-0.296366329626	-0.448685277545	-0.430664214219	-0.53786587512	-0.481647251457	-0.450206623084	-0.477983648723	-0.543082287083	-0.560857300614	-0.533223266257	-0.511164806496	-0.494167459561	-0.429764221643	-0.542828000588	-0.45329943701	-0.5534736133	-0.590558742135	-0.533040905852	-0.521970522376	-0.43388365461	-0.483782658911	-0.437686124582	-0.526469110799	-0.528910429196	-0.433185783949	-0.485160957521	-0.470846467755	-0.569815714223	-0.44931523141	-0.366992221655	-0.516617915828	-0.378909542081	-0.582822835893	-0.532663285522	-0.552750076826	-0.426718403157	-0.435318261392	-0.517015182038	-0.438565399146	-0.397273458834	-0.657882451872	-0.443635478017	-0.462374717301	-0.481005549275	-0.476517928898	-0.570124244975	-0.433246223508	-0.200881551923	-0.486425915041	-0.414588796047
SLC6A9	-0.364629110114	-0.32758084064	-0.133316610629	-0.331476329745	-0.370046504988	-0.135731752181	-0.102280976651	-0.0496799389858	-0.12998595784	-0.115787554366	-0.513490351675	-0.216147802276	-0.159908093034	-0.242864211717	-0.244991441383	-0.338252161737	-0.576509497338	-0.298367939267	-0.351428857348	-0.108306009129	-0.201542247142	-0.174819262011	-0.236758577736	-0.16270229604	-0.155074079036	-0.363067559431	-0.419424333315	0.0428128858541	-0.220489878887	-0.291456218784	-0.164030224571	-0.00429316985462	-0.171227580479	-0.332662007237	-0.154127962842	-0.193295371887	-0.217063283388	-0.239900260966	-0.214909114524	-0.378449776657	-0.042886868843	-0.100941015004	-0.438259483043	-0.106216228908	-0.348862051847	-0.523980829883	-0.205086064061	-0.434249653007	-0.347583785776	-0.292019301688	-0.433735467243	-0.160278818765	-0.165872540018	-0.295418821132	-0.282851832862	-0.207658538988	-0.144392649176	0.0775078593971	-0.121345364224	-0.214467570848	-0.09371641847	0.0191743516167	0.0426645318614	0.0345808101336	-0.0709506944233	-0.0795992432122	-0.210976984753	-0.17593622804	-0.0854687399537	-0.149544939177	-0.253259674143	-0.156228331682	-0.378513511798	-0.139012494596	-0.155809092102	-0.0904947738779	-0.290204996486	-0.161303540736	-0.210584235644	-0.529364292767	-0.31052841297	-0.333391075099	-0.1383574178	-0.15708781715	-0.157025631489	-0.405128393927	-0.186872671723	-0.0912004710406	-0.134113258076	-0.263999075515	-0.158330821791	-0.120381025849	0.0303036189648	-0.378909542081	-0.0900855509168	-0.250098775364	-0.415083364982	-0.311531907636	-0.0488988824402	-0.0771108936792	-0.0834455862624	-0.0706931934896	-0.0748674158418	-0.60621714256	-0.10732928352	-0.125168278509	-0.170122184324	-0.151935123528	-0.380358406549	-0.0656025423971	0.0459383033319	-0.0984991075821	-0.0532137879695
SNAI1	-0.535572397704	-0.600014230293	-0.436967328406	-0.61337912865	-0.553464760126	-0.431034878779	-0.329027247318	-0.300877314525	-0.371547964301	-0.494760028014	-0.637836581591	-0.580294832757	-0.343854317131	-0.374704795665	-0.397806683219	-0.48187628492	-0.686176797267	-0.551421869118	-0.650687181215	-0.333725015949	-0.509586112715	-0.291166620275	-0.546718037126	-0.402280802149	-0.437226362315	-0.580453459783	-0.571201295087	-0.221300035276	-0.583669038342	-0.673991157549	-0.33196601232	-0.282008035748	-0.39178184195	-0.427930233426	-0.456556570074	-0.55851808013	-0.563654602186	-0.581622104271	-0.563804662335	-0.605453096448	-0.32785803966	-0.404797432645	-0.570885717806	-0.369875610315	-0.516432733682	-0.661599064928	-0.541371821215	-0.601526312632	-0.484139517131	-0.564734065439	-0.605923963637	-0.389148055456	-0.535979331568	-0.577318003321	-0.63335668334	-0.462042980042	-0.425475802364	-0.202115518552	-0.36717311009	-0.516366355816	-0.292415033376	-0.233282686661	-0.287533482429	-0.27079803936	-0.48356245452	-0.484193256136	-0.398314722159	-0.381985569904	-0.40033735634	-0.578975955103	-0.567083611671	-0.404953597035	-0.542304987609	-0.497147635519	-0.429677049264	-0.368172775469	-0.542440057158	-0.388442740246	-0.562310827438	-0.544110166422	-0.554883543087	-0.360298675071	-0.240225797141	-0.4385690926	-0.29821746944	-0.57619279288	-0.597745040996	-0.412559982066	-0.491554604143	-0.428931513301	-0.377919869168	-0.440649609952	-0.37965607939	-0.582822835893	-0.250098775364	-0.391394871744	-0.569825877192	-0.434519728351	-0.395395215244	-0.453319655499	-0.416382895494	-0.355911245684	-0.292377112401	-0.595105542638	-0.435967438789	-0.392187642499	-0.306039733551	-0.402710959646	-0.62864781704	-0.317959101638	-0.135624582564	-0.516090668248	-0.333953179884
SPI1	-0.540756927391	-0.548208428091	-0.505644086569	-0.548231886366	-0.49190877701	-0.443031229851	-0.437114955631	-0.438600226496	-0.460900929768	-0.487094505146	-0.610735039486	-0.562998617745	-0.486447111954	-0.476319039842	-0.505062357755	-0.479299697337	-0.709405805637	-0.561597623395	-0.609902871453	-0.492737772104	-0.513452474804	-0.400473510467	-0.556862137239	-0.480727610227	-0.528885856929	-0.514315509249	-0.552264398697	-0.298246174723	-0.49610350174	-0.552929636104	-0.455308155333	-0.371518261879	-0.515517276756	-0.576411900884	-0.53530054218	-0.558513407885	-0.54429622132	-0.566346058213	-0.548489641722	-0.558412919627	-0.45028594409	-0.500581420514	-0.535538310174	-0.454230659734	-0.552691506939	-0.633151395428	-0.546255226058	-0.573858714903	-0.592863305767	-0.489251943544	-0.619932413704	-0.623445534871	-0.547159718833	-0.625649116459	-0.565388584392	-0.549666329871	-0.466898196339	-0.284222538555	-0.49166367796	-0.528959267813	-0.413995137127	-0.372454228205	-0.325970550039	-0.276939742958	-0.447463155415	-0.498660590013	-0.454481969435	-0.481806484411	-0.479939516781	-0.538221542194	-0.516009518731	-0.512843648278	-0.578478563753	-0.52219818842	-0.520203647066	-0.460352076207	-0.523445575103	-0.489145158084	-0.588382956325	-0.607967796394	-0.527200899911	-0.525028612517	-0.482936243261	-0.547127110077	-0.502069856709	-0.52866673569	-0.529613401209	-0.466164681494	-0.450659644036	-0.530765939092	-0.567269618806	-0.508578264278	-0.433301835203	-0.532663285522	-0.415083364982	-0.569825877192	-0.579154847514	-0.4983381789	-0.385241754959	-0.379830615278	-0.483612805501	-0.475861051931	-0.435095493668	-0.517711259892	-0.523025418891	-0.493305874097	-0.527743499243	-0.514596575428	-0.57367087532	-0.447117110962	-0.179081059465	-0.527059752823	-0.461253314851
STIL	-0.441847760337	-0.42405260596	-0.346181609612	-0.479913379784	-0.460366587746	-0.270963650397	-0.267859847944	-0.265374091859	-0.250433227918	-0.285389142448	-0.62048923454	-0.362441584968	-0.321427751598	-0.288025815367	-0.36017783322	-0.387523174859	-0.682963044606	-0.458684426311	-0.507786173721	-0.301196731775	-0.371936244474	-0.312454688382	-0.392492255496	-0.304577761015	-0.294627909955	-0.452651893802	-0.52440050847	-0.0745591040693	-0.328691564363	-0.480896563514	-0.3151205936	-0.208850828942	-0.346054058974	-0.49472771073	-0.358677502557	-0.425363292436	-0.39738948028	-0.369298818191	-0.429917887071	-0.516100090026	-0.232483932947	-0.288317948882	-0.567934817922	-0.284745385688	-0.475455089053	-0.57913614429	-0.396537897298	-0.578757046423	-0.491653874703	-0.412649012068	-0.552791084611	-0.384599258921	-0.394922864428	-0.42426269893	-0.397818233832	-0.430621954898	-0.294370339136	-0.0335666390049	-0.294006158542	-0.472823695991	-0.204850868377	-0.177687337285	-0.141845818405	-0.141571710248	-0.240622626111	-0.289177403145	-0.333063337898	-0.336272594724	-0.253869367725	-0.371394162112	-0.46786909498	-0.274546929757	-0.495650115915	-0.345881664321	-0.278865589756	-0.225847513177	-0.405905401333	-0.378070717552	-0.449017855408	-0.565050326573	-0.447143820306	-0.388657622694	-0.238743640889	-0.329501203069	-0.27347504526	-0.535008630996	-0.394765135335	-0.228015418026	-0.285168849868	-0.367879119141	-0.492257830379	-0.287049114866	-0.249115638848	-0.552750076826	-0.311531907637	-0.434519728351	-0.4983381789	-0.447547111348	-0.202554049328	-0.235266176401	-0.267743796712	-0.277686353544	-0.252947654084	-0.604883968121	-0.33662878378	-0.321812070298	-0.285383766092	-0.322964872567	-0.489155763297	-0.242766253447	-0.0707409589059	-0.281569771589	-0.242488802111
TBX2	-0.248937213713	-0.347109742163	-0.206496240305	-0.501978043461	-0.470222867776	-0.160492398093	-0.0759766808168	-0.0285727097725	-0.152426483931	-0.186421736585	-0.549563145084	-0.266675198532	-0.191541136363	-0.224854877969	-0.233470730466	-0.28436159412	-0.482133131762	-0.23456728232	-0.262233596569	-0.0881821542933	-0.254907687715	-0.136192966891	-0.21782082534	-0.18254266641	-0.151167955361	-0.337872034425	-0.334722650319	0.0161759152255	-0.190081806851	-0.407063574226	-0.153750518441	-0.00551725407355	-0.105242146979	-0.27355396872	-0.128228517688	-0.277263258706	-0.264133029119	-0.277038752183	-0.295889342941	-0.467285362062	-0.0347003655649	-0.100622471919	-0.411133512549	-0.162127613038	-0.35563055831	-0.481823987158	-0.18156298168	-0.42621263808	-0.326607855175	-0.327716850664	-0.483234488357	-0.181304047909	-0.203187156678	-0.286932360053	-0.275013062875	-0.253752503408	-0.161999910577	0.142693180351	-0.143089602929	-0.272781724333	-0.077164568042	0.0327069768442	0.0387582906489	0.0278591280859	-0.122548052615	-0.136607595788	-0.0971869844919	-0.127322342681	-0.0999608905249	-0.177818582461	-0.310942799657	-0.149216028538	-0.348883664878	-0.108533364946	-0.183362804867	-0.0889724559455	-0.287169942676	-0.116514746181	-0.227953855789	-0.337791238066	-0.329104748118	-0.313261128905	-0.108927394838	-0.171936348026	-0.124996590865	-0.331093753077	-0.269343795157	-0.117243504408	-0.161084457414	-0.236238094227	-0.225779925918	-0.133465142749	-0.0208093439328	-0.426718403157	-0.0488988824402	-0.395395215244	-0.385241754959	-0.202554049328	-0.135749813997	-0.142577028222	-0.139692402346	-0.0704362910839	-0.0468269828123	-0.536474860906	-0.139324359916	-0.13388146272	-0.17185912521	-0.168478401674	-0.430704607152	-0.0958365884367	0.0806582751006	-0.109435924404	-0.0481020809421
TBX3	-0.294042827946	-0.393065480239	-0.262425112074	-0.536515661583	-0.521454459714	-0.277328203353	-0.100898808917	-0.0591960176607	-0.221847552204	-0.267272845539	-0.583169119792	-0.261318356025	-0.227245725056	-0.263736550558	-0.306327336519	-0.338320148309	-0.445867630219	-0.267054642891	-0.302742747697	-0.116311114858	-0.286509408803	-0.159255093824	-0.27596945305	-0.212464937168	-0.199840942265	-0.376476215463	-0.380549435804	-0.0243805133637	-0.249150421376	-0.430383262869	-0.225707427595	-0.0632318374922	-0.0980158056708	-0.290020078846	-0.147066831077	-0.380565333227	-0.338312673815	-0.367486287057	-0.351319765654	-0.448708445897	-0.0869933779935	-0.156104405581	-0.483730362486	-0.208494878712	-0.321582123323	-0.456224302984	-0.218875524889	-0.421805357392	-0.322963575776	-0.440320813237	-0.508116342844	-0.188175648884	-0.296757104676	-0.307739131369	-0.31544002821	-0.312667079891	-0.196139372215	0.0967762908722	-0.183197331774	-0.362482082696	-0.132489388081	0.0230005344867	-0.00493442499255	-0.0076582796907	-0.176508603187	-0.180653651171	-0.115703811892	-0.137538335501	-0.14604867073	-0.18617615303	-0.344909554019	-0.20879333129	-0.411734212808	-0.120787574603	-0.22584996704	-0.109900592599	-0.345840837204	-0.162846245731	-0.280105535708	-0.343816173392	-0.401863356737	-0.336534592685	-0.133588767143	-0.220620960863	-0.154911880328	-0.352927674384	-0.328080694443	-0.154038628189	-0.251582143731	-0.307684112551	-0.273430227787	-0.202819573112	-0.0335477895254	-0.435318261392	-0.0771108936792	-0.453319655499	-0.379830615278	-0.235266176401	-0.142577028222	-0.181202976421	-0.233468306099	-0.111041296657	-0.0865450594154	-0.586195474652	-0.183920434942	-0.179560581275	-0.206835478628	-0.23462023145	-0.456358838645	-0.172353382173	0.0605488110236	-0.170388932823	-0.0897979669872
TGFBR2	-0.411088527214	-0.359813782595	-0.182223952688	-0.576123040485	-0.495827732694	-0.302023089771	-0.127437252397	-0.0497190227537	-0.229108502242	-0.276235541733	-0.532791322912	-0.229547406421	-0.294669010256	-0.343499581946	-0.346973420089	-0.40906980175	-0.467780251204	-0.350117390616	-0.399173233395	-0.0839896914905	-0.267009804784	-0.266924517237	-0.377849388797	-0.300538731089	-0.231677211656	-0.456815612059	-0.375189671059	0.0333246000584	-0.286076771587	-0.48545240512	-0.161593546011	0.00492436967422	-0.101968016401	-0.158560235088	-0.181490161834	-0.355517671496	-0.314778237475	-0.308357735354	-0.285243302742	-0.505461739925	-0.0143962374211	-0.13725083099	-0.475409349817	-0.184624204931	-0.384280200022	-0.597060706226	-0.224612673586	-0.561469573608	-0.398702319309	-0.341459121079	-0.600545257652	-0.190984852388	-0.173115894324	-0.388716512769	-0.39060265135	-0.265126317001	-0.140235726851	0.0356936137926	-0.119300632148	-0.20706486815	-0.202984839713	0.0244677390398	0.048672995194	0.0580077302247	-0.160933176465	-0.19304252147	-0.14466796797	-0.108993548451	-0.0513472538021	-0.214512081941	-0.408907108728	-0.187926919748	-0.499641334621	-0.168273362143	-0.146655119546	-0.0884689917174	-0.439496570082	-0.183389743473	-0.301032948487	-0.542532202041	-0.356458082914	-0.365850296272	-0.131004509019	-0.237099124806	-0.168591820353	-0.486000987683	-0.305804460867	-0.134340036194	-0.293414557473	-0.414212354564	-0.233148907822	-0.278716858339	-0.0139284206222	-0.517015182038	-0.0834455862624	-0.416382895494	-0.483612805501	-0.267743796712	-0.139692402346	-0.233468306099	-0.062304883656	-0.0577148928226	-0.0861678864104	-0.58755899711	-0.147685623453	-0.15447697592	-0.202311802567	-0.273195428008	-0.523662637938	-0.166975681018	0.0606112430872	-0.170564172336	-0.0451554431099
TMEM173	-0.349172489184	-0.332360777952	-0.131789833123	-0.437422065936	-0.424671171375	-0.139096913891	-0.0660515715803	-0.0182990108068	-0.130802767629	-0.154318353399	-0.563340192335	-0.189295723323	-0.128311033656	-0.245089773056	-0.295883348808	-0.349001778706	-0.575460558175	-0.315926339686	-0.417400991628	-0.101759425635	-0.22117901397	-0.190317061655	-0.277727358862	-0.114232517845	-0.158679348201	-0.373774721684	-0.407889280611	0.0871994520404	-0.229103745189	-0.358231009216	-0.14505014723	0.0282635974501	-0.142238857398	-0.210856402167	-0.170371942771	-0.274580765512	-0.258109521467	-0.227990353175	-0.288938638139	-0.458978841104	0.0185816512016	-0.0945232515702	-0.50723322339	-0.0982134677521	-0.395150049427	-0.54490193212	-0.203876601678	-0.50221592625	-0.367215630164	-0.313027232786	-0.444380080288	-0.155166690152	-0.174027213513	-0.299764480723	-0.287158771886	-0.237334982211	-0.119445525789	0.140695065018	-0.0913948059974	-0.216250743064	-0.0825343917342	0.0635715734056	0.0538149084757	0.070249090805	-0.0968206334676	-0.0918919814243	-0.114089145148	-0.123280160387	-0.0385090161808	-0.148760909727	-0.314597889165	-0.110187656108	-0.441681804342	-0.164058570418	-0.107340357141	-0.0455803264688	-0.361293272386	-0.13837725154	-0.221924398737	-0.459723504551	-0.336698949661	-0.277970696086	-0.0839626972983	-0.189080309797	-0.101720025621	-0.368493428435	-0.240864910024	-0.082397576474	-0.196850165915	-0.27482829923	-0.199024490273	-0.151573174531	0.0161617060348	-0.438565399146	-0.0706931934896	-0.355911245684	-0.475861051931	-0.277686353544	-0.0704362910839	-0.111041296657	-0.0577148928226	-0.0379506186949	-0.0542433585827	-0.534556334501	-0.101791528523	-0.105538304431	-0.115561023429	-0.164233650905	-0.436717473475	-0.0697969067396	0.0983033574903	-0.0698335605401	-0.0108707607487
